Indicator,Description
Rand per British Pound,Weighted average of the banks' daily rates at approximately 10:30 am. Weights are based on the banks' foreign exchange transactions.
,
Date,Value
 2021-05-26,19.5653
 2021-05-25,19.6332
 2021-05-24,19.7935
 2021-05-21,19.8348
 2021-05-20,19.8804
 2021-05-19,19.9121
 2021-05-18,19.9002
 2021-05-17,19.9492
 2021-05-14,19.8991
 2021-05-13,19.7898
 2021-05-12,19.7671
 2021-05-11,19.7667
 2021-05-10,19.7014
 2021-05-07,19.8297
 2021-05-06,19.9022
 2021-05-05,20.0936
 2021-05-04,20.0711
 2021-05-03,20.0197
 2021-04-30,20.0089
 2021-04-29,19.7969
 2021-04-28,19.9972
 2021-04-26,19.8102
 2021-04-23,19.8426
 2021-04-22,19.8581
 2021-04-21,19.9566
 2021-04-20,19.9596
 2021-04-19,19.6875
 2021-04-16,19.5998
 2021-04-15,19.7743
 2021-04-14,20.032
 2021-04-13,20.012
 2021-04-12,20.1188
 2021-04-09,19.9984
 2021-04-08,19.9224
 2021-04-07,20.1017
 2021-04-06,20.2088
 2021-04-01,20.3053
 2021-03-31,20.426
 2021-03-30,20.591
 2021-03-29,20.7697
 2021-03-26,20.6744
 2021-03-25,20.4573
 2021-03-24,20.326
 2021-03-23,20.4201
 2021-03-19,20.4277
 2021-03-18,20.4894
 2021-03-17,20.7617
 2021-03-16,20.6045
 2021-03-15,20.7822
 2021-03-12,20.8798
 2021-03-11,20.7967
 2021-03-10,21.1923
 2021-03-09,21.3537
 2021-03-08,21.3595
 2021-03-05,21.1963
 2021-03-04,21.0238
 2021-03-03,20.7727
 2021-03-02,20.8744
 2021-03-01,21.0377
 2021-02-26,20.6824
 2021-02-25,20.6927
 2021-02-24,20.6926
 2021-02-23,20.6683
 2021-02-22,20.7097
 2021-02-19,20.3564
 2021-02-18,20.3629
 2021-02-17,20.4425
 2021-02-16,20.1448
 2021-02-15,20.0762
 2021-02-12,20.2212
 2021-02-11,20.3153
 2021-02-10,20.3304
 2021-02-09,20.4413
 2021-02-08,20.4375
 2021-02-05,20.4509
 2021-02-04,20.3257
 2021-02-03,20.4174
 2021-02-02,20.4572
 2021-02-01,20.7061
 2021-01-29,20.7773
 2021-01-28,20.9286
 2021-01-27,20.7313
 2021-01-26,20.8726
 2021-01-25,20.7888
 2021-01-22,20.6028
 2021-01-21,20.3721
 2021-01-20,20.3438
 2021-01-19,20.5111
 2021-01-18,20.6706
 2021-01-15,20.7175
 2021-01-14,20.7474
 2021-01-13,20.8804
 2021-01-12,20.9719
 2021-01-11,20.8547
 2021-01-08,20.8541
 2021-01-07,20.4939
 2021-01-06,20.4305
 2021-01-05,20.0424
 2021-01-04,19.921
 2020-12-31,19.9801
 2020-12-30,19.8317
 2020-12-29,19.7764
 2020-12-28,19.7773
 2020-12-24,19.8187
 2020-12-23,19.5599
 2020-12-22,19.6473
 2020-12-21,19.6516
 2020-12-18,19.8357
 2020-12-17,20.0373
 2020-12-15,19.9795
 2020-12-14,20.0944
 2020-12-11,20.0253
 2020-12-10,19.9072
 2020-12-09,20.0654
 2020-12-08,20.1792
 2020-12-07,20.2353
