Municipality,Artificial Waterbodies,Commercial,Consolidated,Extraction Sites,Fallow Lands & Old Fields,Herbaceous Wetlands,Industrial,Karoo & Fynbos Shubland,Natural Grassland,Natural Waterbodies,Natural Wooded Land,Permanent Crops,Planted Forest,Residential,Shrubs,Smallholdings,Surface Infrastructure,Temporary Crops,Transport,Unconsolidated,Urban Vegetation,Village,Waste & Resource Dumps,Woody Wetlands
ganyesapomfret,0.0031594874104008963,0.002251638506168834,0.0724179091322084,0.04154907402999099,5.05860297049694,0.0,0.0033036490798307636,0.0,17.78967925076034,0.013372421816346573,30.772877040513926,0.0042258139428161725,0.04013867894427271,0.5344561840244691,0.06047757619547348,0.001351047687953356,0.0,7.684770646495558,0.10663060795350107,0.010650661453593994,0.0,0.04068642392798658,0.0,0.0
george,0.1261074959476519,0.10647978944577137,1.6950306721773132,0.00704904348538032,3.30809507994087,0.4815114603527358,0.15076613397830224,12.365170455485778,9.873183470599562,0.07184007300922571,12.60350618487861,0.5888028679556813,1.6292719161627716,0.8119750940828988,0.2219730396846731,0.08660616113084617,0.0,10.853670674220073,0.11562306845525126,1.6656150502936475,0.10776638534392223,0.15170951740423752,0.0,0.0
govan mbeki,1.320629398094427,0.16537144993727473,0.00241159655491686,0.244763125404909,8.109501055064895,7.421056013601787,0.533747866317248,0.0,23.384257669102205,0.11458247226015021,0.7190221006520113,0.0,0.5273914852022074,2.3152936874173604,0.0,0.1073906549721793,0.05190485841407861,23.29079108576979,0.0989538573191345,0.16294235024124035,0.08329321347252411,0.2015507800020708,0.6459599453976328,0.0
great kei,0.1165725429313897,0.003954411347411754,0.0,0.009882907235678596,3.022710052762095,0.08096637138058937,0.01976919870155903,0.0,5.543065398183027,0.10878989783122878,23.84728620813053,0.03557170516830019,1.1417969319337116,1.332061120736,0.0019768953165522655,0.0,0.0,6.540718409820998,0.007904330221383805,0.09687056459096685,0.04550243780514999,0.04151128358575323,0.0,0.0019782916639534743
greater giyani,0.17532462131324164,0.023674318465379207,0.003508665160653991,0.024555097232983332,9.528405120128381,0.03244396065089176,0.007890198792967216,0.0,1.9608323644747248,0.009644445624271232,9.737974591710723,0.016672462100847083,0.010522927114163432,4.822833518552819,0.0,0.0,0.0,6.796418482963687,0.061375858462994946,0.28858067343203064,0.0026305575503000377,0.14654216033433276,0.0,0.0
greater kokstad,0.8476926651410128,0.03348083699888749,0.07178889151087849,0.025744424921485685,3.9371669223220294,4.361045186357849,0.005151505097054535,0.0,6.263777848525645,0.056607052821899435,6.5579401282487115,0.02696984157698927,2.0848169043640614,0.5533625305275057,0.0,0.0,0.0,19.461095096955933,0.02700930040658516,0.03729468885565924,0.033460611266878174,0.2249706995149106,0.0,0.0
greater letaba,0.1695038642516691,0.023130960907509667,0.0019257699784128398,0.026962302335138615,10.499621875554695,0.2504665839247349,0.08093092523935519,0.0,2.7640726316499493,0.0,26.728188491719994,0.8596822241518339,0.6189566294627192,7.33335808174412,0.0,0.0,0.0,14.491355313057587,0.20220098849893983,0.46591727435467856,0.005782661369270019,0.15601061906102856,0.0,0.0
greater taung,0.2043833682924569,0.022574537936817702,0.08278134218720493,0.0357912038590305,1.9695614451558014,0.10453844071443258,0.0031372142770836396,0.0,21.558279665008865,0.17855182742028486,14.962634797720607,0.0,0.14404201748518766,3.2838168679743283,0.08279726811828969,0.0006265082166590095,0.0,1.8036349659710862,0.10289441652487642,0.04206698210231803,0.0062716369651992865,0.12361712092327937,0.030702583357117615,0.0
greater tzaneen,0.9255438273335669,0.07545668998936636,0.007543193433070798,0.03018163868026738,5.585173150293396,0.5396751189101596,0.19739508696503572,0.0,2.152187865047061,0.023890582894301154,34.820902829110985,8.176304432359894,8.893154387884763,9.077685199878264,0.0,0.03144268919230862,0.0,4.602262541428736,0.1018822688793521,0.08802330801628766,0.040223907048814636,0.12449417110688822,0.0012587955728641945,0.0
hantam,0.0935998406003814,0.003328107516631397,2.686122787940174,0.023422198236723642,0.7658491182912057,0.042678383638289796,0.006703197964518241,25.493908549936254,6.126254885924579,0.24843971249376803,1.3394501664045864,0.03280597242245769,0.010024225790013629,0.02793172603863291,2.707239364760005,0.0036917176607104735,0.0,1.515752679685932,0.15966288185432673,20.340195096696537,0.0011381696729779222,0.0213731409411624,0.0,0.0
hessequa,0.06329774598740052,0.014415413212610063,0.29734701984342704,0.033406064093178825,2.5908289329513607,1.0214183797650132,0.012681076074709812,15.193456333594703,3.4038082940407284,0.050775198566004445,6.410067194125668,0.1444654743259265,0.8140550933799047,0.274526784764012,0.007495531973153699,0.0,0.0,15.11614772310227,0.09677975875666502,1.1492769097368372,0.042679203448700506,0.1907480556617016,0.0,0.0
impendle,0.3317106803722755,0.0,0.13354186457362516,0.002155409410275833,2.7975847119763926,1.7297977541524683,0.0,0.0,4.320647000131433,0.12288669747934755,9.15614309644277,0.0064719294016685755,3.7057909319544104,2.405290327245226,0.0,0.0,0.0,6.336750825770632,0.019395790069336373,0.18097355570379586,0.0021544116688656926,0.3362022656608255,0.0,0.0
inkosi langalibalele,0.3714509657026099,0.041035683157444616,0.08310502859988644,0.02257416073184188,5.048672516915317,1.2184252747152535,0.017435161366975878,0.0,9.467086768019488,0.11277441678165251,15.440480822400579,0.14229815514066396,2.9548837805814854,4.438495857571971,0.0,0.02765818481716483,0.0,6.487137876558782,0.036922921208246876,1.8915249160384866,0.029753198503998494,0.9148720575427791,0.0,0.0
intsika yethu,0.5659425874121679,0.005948609990192054,0.027362172899158044,0.013076398305100111,4.946595996166607,0.3325678335036058,0.004756575885236104,0.0,16.31172996881562,0.12120256840952898,10.07689289552927,0.0,1.6186991402615227,8.75286211644414,0.0,0.0,0.0,18.93426128229996,0.04993239064575622,1.6130481093682967,0.001189126495078931,0.8345020110046715,0.0,0.0
inxuba yethemba,0.15173292409179934,0.011028254717207132,0.2464200656827547,0.008731753822894636,0.5773312113842618,0.8620164561214345,0.013667939969338698,8.200748764994403,1.5707042936580324,0.027350576849743718,3.5669681508624205,0.0168832892039227,0.048760462257495266,0.22021764765050042,0.8151818952797174,0.0,0.0,2.9441730110944047,0.023250249145132403,1.812667655818362,0.007552246767990293,0.04123534311267573,0.0,0.0
jb marks,0.2795073289434916,0.06474413225258631,0.007804006636894926,0.052407034697662835,6.495675393287449,0.9322664747739086,0.09599809473853191,0.0,11.767279239892346,0.11641473768630754,7.715998411622216,0.01394609486770229,0.8191722572955957,0.9139002264310045,0.027262871368362772,0.8652710097352336,0.0,24.450082636625154,0.052431962457348276,0.03461770996741076,0.0714611574073812,0.28155390889411186,0.09492250755172722,0.0
joe morolong,0.011297256959540017,0.0005286514346906893,0.3868117137411929,0.06996714915547736,0.5199482272263563,0.0,0.003535970402355385,0.0,11.083125956669345,0.04315806243466158,21.70361546052638,0.0,0.004411320016354713,0.7108243065658565,2.634705300751832,0.0,0.013426058433545806,0.009356855743357043,0.13467826415196452,0.06776939497297638,0.0014125602358980177,0.046207225235240255,0.10664525627147983,0.0
jozini,0.16028145258016274,0.028838114252516034,0.04015169924217712,0.035021943420119876,3.9608919280836834,1.5918567357122808,0.01542194445740077,0.0,10.57062499149822,0.43183863995992755,24.025304182749757,2.1125427520668087,0.002052730600815673,11.203951326450483,0.0030893717244932185,0.0,0.0,7.461468363734472,0.14943019575862537,3.6483491793780174,0.0,1.1775143620998747,0.0,0.0
kai !garib,0.07366983404630896,0.005572625322997117,0.9322570133700103,0.02440860285778184,0.04384395726074839,0.0,0.13806981449878017,4.065077273867987,5.638540313238704,0.22189913426881802,1.6198097889135725,0.7194745173458922,0.0021212019326156415,0.05690097617479494,3.061857039722959,0.013383285493008233,0.0,0.07140685047928494,0.11045179912534588,6.996950310054353,0.003855086835945517,0.04245828729764671,0.0034305911864807984,0.0
kamiesberg,0.005802542356143465,0.004601336603341328,0.2069693201560111,0.2597745271556724,1.1763305817907825,0.0,0.0009672366543856872,18.060155340792583,12.036281937284974,0.013757946643483112,5.243642676944669,0.0,0.0,0.04162404408385881,0.1911074740041289,0.0,0.005806560833013497,1.4843798430341113,0.06267399295599545,3.0093183671099943,0.0,0.023968605680883805,0.007249599930132541,0.0
kannaland,0.1296129766810776,0.011846503971034572,2.509054462096477,0.0069704889976394645,0.6042109821729408,1.0613824302215475,0.003484006128221341,26.078570887061737,19.424785065368216,0.036230741387240153,5.483700005322954,0.6025504768018436,0.06545534341551089,0.10587399026654445,1.6893973305724943,0.0,0.0,2.1163438452395313,0.16873918526434806,7.058530279041479,0.0,0.14773797459986396,0.0,0.0
kareeberg,0.1358224977310544,0.0031101486227014573,2.131127465238677,0.023471483651598696,0.5771752322196652,0.0021437100685159903,0.0044769823355423335,9.828132817075009,14.456292688668666,0.1716014399777477,2.292859947107393,0.0,0.000584201684316682,0.020805106544760962,0.6521666428968269,0.0,0.0,0.18948819577350742,0.1227563721050864,11.013339910120001,0.005445951216439429,0.01784415002749546,0.0,0.0
karoo hoogland,0.1589431419136324,0.0031483378050573565,0.5365228560134622,0.017243915276370845,0.44944098409255845,0.055149780120316,0.000670896039747153,8.47831722171384,6.66501227959082,0.030329932857800952,1.1202886576090827,0.028942135840750813,0.005284160587038434,0.015390883897650089,1.3118191032948552,0.0,0.0,0.263957311540004,0.1139500206837249,13.436118077400893,0.001126337174417924,0.018857919176503563,0.00011300794063549764,0.0
kgatelopele,0.3687042944257257,0.01983777492825001,0.25374615298376085,0.11624193031757692,0.24632633297591763,0.0,0.022684524876858476,0.0,13.73995385446873,0.9301115273419481,15.283653561141815,0.0,0.011323120377869603,0.23381985850838888,0.9097018893657969,0.07505780201034418,0.09218581179484002,0.16985462076061733,0.12900317032451517,0.11186159270991038,0.02552571342274213,0.03541905504885282,0.7034800187552175,0.0
kgetlengrivier,0.23838789797532609,0.012647128449976272,0.11203123162343334,0.07767553399036224,6.044083066652506,0.17436771565424805,0.04791526181898257,0.0,15.805487927048368,0.07962229480494029,23.53256033135286,0.015370747668476003,0.7499164936478563,0.29816876044006907,0.004524298805777405,0.18679254535958703,0.000902147928394978,15.303092549782534,0.06774882528373119,0.2864656930508638,0.023486018987519598,0.1545533942561609,0.0794711340912598,0.0
khaima,0.032243213076650144,0.002856958221756083,1.2139888531072163,0.1661138183335063,0.0333809470032289,0.0006573281950400349,0.07720171892125419,6.178278103184334,6.962773309097978,0.41174961453083037,0.5387388639268132,0.08614103474645711,0.00021938733250895484,0.03536553383070213,4.523707064045504,0.0,0.02266233406461388,0.0636233396639191,0.10879909873684039,8.353935774104272,0.004840506478734285,0.019825532664158513,0.011001297130306864,0.0
kheis,0.030729556285717663,0.00405819038425551,0.11845351279825986,0.015030266889788538,0.047839802452773444,0.0,0.020892880451436602,5.362712450239288,8.884660636084742,0.16024947051682736,3.8320033283733617,0.46338718828162245,0.0006230868516279588,0.029951953516585254,2.869737433001713,0.0,0.0,0.020913173197337404,0.10016483607242092,3.8071715118083223,0.0012486814433012325,0.03060628409721828,0.0,0.0
king sabata dalindyebo,0.031419648413840054,0.07287056045033476,0.012354987246245057,0.0639845771113244,5.761439795218271,0.39807778579323544,0.05492532031985205,0.0,22.400654775403716,0.04491999336899262,19.394039874526577,0.0,1.181500303838741,16.74135862939472,0.0,0.038103357308299154,0.0,18.190138053337893,0.046035730491560366,0.8499120566822106,0.01681469383690874,1.1534399740532002,0.0,0.003375861957939482
knysna,0.04478558979133327,0.1882437008287779,0.032873225996260004,0.0,1.2266905373743544,0.5645819002999416,0.06274775342816137,4.128708559681144,0.6325617377855887,1.374090807919358,29.89857667524474,0.08062253172114933,19.43021163161231,2.1694224712298036,0.0,0.14039608806241782,0.0,5.489526308210447,0.014933851194145671,0.03285282331740152,0.2420617261616741,0.13737681535305782,0.0,0.0
kopanong,0.3930839639875397,0.00463603925034804,0.06217450800780729,0.013015786514377398,0.7482864630745985,0.3622536232962469,0.0013223466430287286,0.02751438496614202,0.603675548491633,0.11078728120388323,4.76029135616818,0.004855319413076642,0.27150695532268754,0.0953931518299315,0.9131067708228395,0.014414431838430828,0.0019818835785072844,3.353857298544007,0.028511130128950415,0.5763033864384847,0.013476006191320769,0.05228134851053732,0.017837699032650513,0.0
kou-kamma,0.23025732819843694,0.01727840478464778,0.18083024149137839,0.0,1.9553438540074306,1.1339308363125653,0.10728619983984346,6.0114809398562485,6.283733762594848,0.029151769835183472,18.26821436269282,1.6998200357828541,4.998614205810597,0.6579222130807575,0.06452303394524012,0.0,0.0,8.396706771180307,0.03821018135216159,0.0573438035507351,0.0009090307183185678,0.10005729770053008,0.0,0.0
kouga,0.2456820411820655,0.08563017753520014,0.07189442373681058,0.04469409607261264,2.353113165159538,0.4642026726959911,0.14141817922336664,10.664700910353481,6.529518014377215,0.3017379481920963,28.362268355547773,2.326418679574809,0.8722816035616062,1.674436903494184,0.1423407579901607,0.05834503305048936,0.0,16.634543109751394,0.08184672936369931,0.56063604154827,0.05217038862348364,0.12776073868162083,0.0,0.0
kwadukuza,0.1877962503839657,0.4791220916702737,0.046921935594736154,0.04695292277983133,1.0322659979100886,0.8732647150226248,0.2912656269809468,0.0,8.427316651110138,0.21130380948652808,12.648806541577692,3.0552568942468126,0.6807477475630486,10.291891516260245,0.0,0.0893115794253951,0.0,1.0368120941865853,0.2583313604397845,0.38509619600194467,0.5970223830301243,1.2440437748799333,0.07988478578153431,0.0
laingsburg,0.06745002464491316,0.0038077665730250846,2.2187538795128043,0.017515185974121477,0.5104746720591694,0.0787564226265059,0.0034270517524553077,22.06112737838531,5.241317625524494,0.004193292233457083,0.7026727777143916,0.041925122329348675,0.002285689041377335,0.019801107588574715,0.8529598630180343,0.0,0.0,0.4103335550080899,0.13309221236590868,17.46564691854163,0.0007615158192418632,0.0316014673329058,0.0,0.0
langeberg,0.2820504487485634,0.024225398105658165,2.878093246673125,0.041856185664443483,3.384482715655034,0.6191369750194091,0.10877050710984429,10.152283034176964,11.388648159667579,0.04628714001265419,2.4606126986315378,5.460485104984563,0.13434088375594538,0.32829978120963166,0.01542323549446705,0.010276059852669642,0.0,5.604119054691716,0.13145313951746995,5.680094114140472,0.07419501444069687,0.2688418906613171,0.0,0.0
lekwa,1.363086903087949,0.027080806595813748,0.005413367071721318,0.017014636250440484,6.3501683443063275,6.3344948479218495,0.11524130050566762,0.0,18.202048156847177,0.23212229787219957,0.3658135725570112,0.003092591558118395,0.6396422383245639,0.7411556156419488,0.0,0.0,0.0030931930133735676,32.736290075681445,0.031709747636539914,0.21290992986614007,0.007737156605204903,0.16631332631281331,0.04869939573167605,0.0
lekwa-teemane,0.184625011940264,0.03095185358007323,0.08017161149082698,0.40566672248538693,11.30241222723763,0.00964962666911111,0.05804957762326899,0.0,7.071533568382329,0.25581521768515625,10.927115105557494,0.051317819939493886,0.23268845257101242,0.4314426226310471,0.140032265783432,0.0,0.0,9.159704719655558,0.11113831518005203,0.021247623512081027,0.017415517453794205,0.04542042024694758,0.0009660960905015634,0.0
lepele-nkumpi,0.04168398113771334,0.031269200124626244,0.18957260614281254,0.043794133771871406,5.443405696993284,0.13854389854129195,0.10111121310034461,0.0,13.738525109339895,0.001044091395888253,25.550517531471442,0.22511137465564643,1.0451383962888148,5.888943600303515,0.0,0.03439114525116487,0.011468616413634003,6.834529715097743,0.06154041217627146,0.4086590472624601,0.009378798496374045,0.7194938394962738,0.05003792363181712,0.0
