Municipality,Artificial Waterbodies,Commercial,Consolidated,Extraction Sites,Fallow Lands & Old Fields,Herbaceous Wetlands,Industrial,Karoo & Fynbos Shubland,Natural Grassland,Natural Waterbodies,Natural Wooded Land,Permanent Crops,Planted Forest,Residential,Shrubs,Smallholdings,Surface Infrastructure,Temporary Crops,Transport,Unconsolidated,Urban Vegetation,Village,Waste & Resource Dumps,Woody Wetlands
city of tshwane,0.5436698058475059,0.9917064195076507,0.1956383571949877,0.4814113071530369,5.454115485143799,1.7443438081936817,0.8230267278693355,0.0,18.3025492835716,0.05365587001962021,15.721378250679932,0.12256423249791319,2.098660149431456,10.956656806517442,0.03197720766823071,6.971348106199088,0.006840309261683671,10.747515864564534,0.15456552937444049,0.3057582520467739,0.39200844674193003,0.7803035804768298,0.06950970838363513,0.0
collins chabane,0.08201444543205835,0.011720833032342963,0.0036579712445127164,0.010993196714597394,3.7996444253340895,0.02924317769640069,0.0007332678198146999,0.0,3.0132372619660743,0.010253542734236159,14.027664549573007,0.14589415562962335,0.010266994517131943,5.709226331379573,0.0,0.0,0.0,2.5531194626345735,0.04398845950828336,0.2922328723321247,0.0007325633146132838,0.04176061536642181,0.0,0.0
dannhauser,0.4884600445705206,0.026767207513672363,0.012352937651793443,0.19352804792619255,4.301495969292316,4.294825253712871,0.004123404363722476,0.0,8.863702985349207,0.07203713712475925,3.7454635690702016,0.0020605957179561617,1.3396384595249249,5.8684831370268125,0.0,0.06583810180683977,0.0,15.221615145507528,0.03500470269488146,1.0787414995166684,0.02678657552863018,1.0561868322277161,0.21226063284698865,0.0
dawid kruiper,0.020729349006526857,0.0074375382659537725,1.630480816810617,0.007419873600960053,0.010838234596351698,0.0,0.025396330696990013,5.20137055555562,7.885933468602202,0.13430127452983093,0.8929830157769819,0.09981609501036352,0.0003221168018238408,0.06337866820081695,2.6297919356077566,0.0,0.0,0.01989410069618708,0.044735312269785235,0.6373171244741509,0.0038827205867711626,0.017847160540523693,0.0009676452747159215,0.0
dihlabeng,0.4132855272283506,0.03958199510813624,1.6651255422583782,0.03599557705152434,2.951746351444595,1.9495291333327294,0.13608665599288014,0.0,14.019470463667565,0.19271000347968972,2.3180025667437487,0.05265815931117753,1.4701768010623577,0.5473318299400552,0.0,0.15401748498787265,0.0,23.29778558688144,0.0979839958170289,0.5396711981143825,0.060514524881586616,0.25781048719944333,0.0007200013234162735,0.0
dikgatlong,0.10186127154083241,0.0038465905099995036,0.198324894358173,0.3760425665513833,0.5259054238010098,0.0513913785881487,0.012016882984227843,0.0,13.181290922772275,0.3025321677990736,14.179074485790059,0.0,0.017758039567079952,0.21127963583983175,0.21104623984932608,0.0052954799517168786,0.0033646285139522494,1.009314774964153,0.1497170696249801,0.08928907532790009,0.012992850014011759,0.03605335073780524,0.04367837842989948,0.0
dipaleseng,0.47477219673143345,0.01227069135110593,0.019076394722390935,0.027246203083813106,4.178419833959749,6.760977071513012,0.06544586401387216,0.0,18.929159323651447,0.152819966375084,4.2383646972226465,0.0,1.0768519501631688,0.6693351362847687,0.0,0.0,0.01771184867069159,23.961035778885073,0.09003689921359974,0.11595639942521141,0.0,0.15275288528290548,0.03545248794835306,0.0
ditsobotla,0.13615157981353618,0.036412983501974396,0.1033465041566317,0.25129334092907746,6.703576159853586,0.4877755946441712,0.04761280732090693,0.0,9.034109251282201,0.09970094890041425,6.157241791869986,0.016830636875843907,1.0840668450341984,1.0544280236529628,0.031926543603151995,0.09295579580013155,0.03696552347867262,13.028127008942208,0.0739481475149394,0.025150685977425487,0.014005932886541285,0.16866862374097516,0.004475118035876661,0.0
dr beyers naude,0.15168915574480704,0.007241954845716051,0.26173080523666564,0.017753413215857182,0.31932266389033487,0.5517916145814105,0.009113340233907969,17.283173476787088,17.936612415923832,0.013364032634355592,4.851960353295616,0.003484859877049264,0.010555130363708936,0.15215217597667777,8.527247197812823,0.00209222214149094,0.0,0.8642415612179366,0.14648612576667852,8.27828232760369,0.003259067889623304,0.04578709405525491,0.0,0.0
dr js moroka,1.6296469413192414,0.0305584292821511,0.0,0.05856532750681415,8.790079837846726,1.1053533490944976,0.005092354531243153,0.0,3.9405291345765066,0.0076398401175829765,15.550235425929909,0.0,0.017829179929082384,15.228310029210643,0.0,0.16546972047315056,0.0,5.370448666151596,0.06876610590219448,0.11969601983757604,0.0,0.19352226453740176,0.0,0.0
dr nkosazana dlamini zuma,0.5885306950539226,0.020149968257623704,0.19089875983556195,0.0038401188395404645,3.1926691216422305,2.8309278381576797,0.0038439296745924395,0.0,14.383672075892267,0.09218782054522275,6.923054561150497,0.02979087359792208,13.273708858279921,5.045402735190974,0.0,0.0,0.0,12.653302568309083,0.03934244636413967,0.1565479088071038,0.04894849081543263,0.5906626452832634,0.0,0.0
dr pixley ka isaka seme,0.29773416744736647,0.011546131501347206,0.13385467855768324,0.024412359640069107,7.709366589356975,3.3879120525467896,0.0298454145222258,0.0,5.83165689631734,0.11186353051218795,3.9612057695535956,0.008120582913497931,1.5528121685837721,1.0787641993884607,0.0,0.0,0.027126742151336748,19.105668313960056,0.030532633352369165,0.17638884730566287,0.012215167399420884,0.1594207143252211,0.06237620808349928,0.0
drakenstein,1.6323783455666332,0.4763402774812081,0.5822454707290657,0.023828400705759166,3.574045120384532,1.5903196107394362,0.8117426625199473,9.865823865491125,4.544253969431456,0.049784412718925794,5.80148443639673,11.400962108548901,1.8270125332615066,2.2966060069547085,0.0,0.4135788267973935,0.0,7.03678667280478,0.15140384104194152,0.8942766532210944,0.23611631135928798,0.5884630506933072,0.01298366238859379,0.0
edumbe,0.14558828482273672,0.02909828527628212,0.10374040076525742,0.010924966105097774,2.4388447250525034,1.2810485480681837,0.023656857626154184,0.0,19.176016784194356,0.10007028249614894,17.52002123503706,0.09284396373699502,17.779578648063325,3.6654479127846686,0.00364062808847369,0.0,0.0,10.142319725866702,0.1564479528427005,0.34210889620441665,0.02728034856079564,0.47668641661831246,0.0,0.0
ekurhuleni,0.9210317270273066,3.0121849931548046,0.1320775765209989,0.6586465631631042,5.404936751615862,4.68079321938365,4.786385257575733,0.0,16.41280396720344,0.470375777607253,3.8945772291338567,0.05239967575826592,2.708729499489755,23.539867821275244,0.19514752430944327,5.417172653576996,0.09774339102478849,9.224127910191099,0.29122661964125834,0.5264054233575881,1.1270488547998836,0.7126764597605882,1.630811909635957,0.0
elias motsoaledi,0.1562334357998211,0.04076152542713196,0.3211618656980399,0.19593147727575244,7.145988359515077,1.1505008574126037,0.8157795522405218,0.0,13.613379532172724,0.09804970471462333,34.74869326657638,0.8260067045910252,0.23778927170577427,5.1722104531397415,0.0,0.7193860132768753,0.0019411620772873432,9.045111368942123,0.034931526470209355,0.7604082695806218,0.013584709791144105,0.5325501610007474,0.11159137027771032,0.0
elundini,0.13046118094659542,0.006823498315804656,0.27887780092882036,0.008194411228697851,1.592958908780761,2.1912946294903075,0.005462974440094247,0.0,8.498916417619,0.058623605376889994,5.896141168315894,0.004773901483067157,8.02892945230062,3.867931493930169,0.0,0.0,0.0,10.846000798593549,0.04223767399000805,0.6207006708833567,0.00887513396819993,0.6190476858571329,0.0,0.0
emadlangeni,0.6800160464020294,0.002995978338329431,0.11162456306456334,0.05588333830307343,7.360098980637914,4.250274081693833,0.002997433238293599,0.0,5.2138627238456206,0.059837614654966745,8.75891289235853,0.0029894927336153714,2.9755153657829445,0.5783589827738805,0.0,0.18571025459923818,0.0,8.258383288582754,0.049852514041807724,0.6796048005300133,0.007984474275501524,0.34026204100741136,0.021953317447108003,0.0
emakhazeni,0.3589243000533868,0.009864970357238271,0.407042874508931,0.37285522883280425,5.3999281050398,2.644597902337114,0.022774123020143915,0.0,11.161036039569716,0.0508656458581696,10.823217343290901,0.09026343819136204,7.114686751625893,0.5022925022762351,0.0,0.0,0.04254236450784994,10.067772559377396,0.11682052384913809,0.3403980465897324,0.037119873572870846,0.10316727582366123,0.1261171343199385,0.0
emalaheleniec,0.6438816524219195,0.009748754360972629,0.2911974912452105,0.019477144052874963,2.6205654490839194,0.12169115666635574,0.0,0.0,4.1009569344388135,0.0917457131560333,4.8718538470610815,0.0,0.2978440497279986,5.387142257985488,0.047783395483392374,0.0009783068050400615,0.0,15.486510716598216,0.07506962007062233,3.043349101700442,0.01167400860449294,0.685741955245693,0.0,0.0
emalahelenimp,1.6660529511985054,0.2965318430174472,0.014702163687205595,2.999901867553791,9.091870558919489,4.9787077668002295,0.3329338491152621,0.0,21.97349839597149,0.27964511338460013,1.2955284126859694,0.0026723440087012625,2.6654171020820514,3.441566246827861,0.0,1.5058238243245543,0.24844653647668527,19.68296755747516,0.20039977878406612,0.6276476531262324,0.12296077555751964,0.26055640890942244,5.438534938437376,0.0
emfuleni,0.5681889270052223,1.4532349315688557,0.055305548204789286,0.3576795016115658,4.823187675220451,3.436473096993424,1.671095483171647,0.0,17.2724027146352,0.03689204448943714,2.980254571608034,0.07734906891523384,1.7928728327650696,12.744890553229812,0.0,10.070100727175275,0.025829778160603327,14.540967433053416,0.2397326823812242,0.5088991723974933,0.3357688435200837,0.6787420769279848,0.2840121712872542,0.0
emthanjeni,0.223338116818587,0.009668624043989826,0.4834417180455968,0.043734134885308924,0.8172286362523259,0.4534658952049806,0.06819369370583916,17.477745519213272,14.23730754910555,0.07279221044864027,0.8298688886382093,0.0,0.007907026301131418,0.08323744380643708,0.5035004360390823,0.0,0.0005091944886942084,0.3554038414354339,0.11687077130383468,2.7168183699101625,0.011214572636638564,0.035372409807644764,0.0,0.0
endumeni,0.3206907393741871,0.06980735683728954,0.0130936937669572,0.08944662005131317,9.986426060811217,3.0777762902322983,0.04800032027276358,0.0,9.674345456946256,0.17878497374971167,11.652723472473786,0.0,0.9079930807900614,1.8157143141263212,0.0,0.1090580737247004,0.0,12.55899372372731,0.00873265788925424,1.4592567191761436,0.10252915662589664,0.532400226201082,0.01090649808743334,0.0
engcobo,0.02596032330502065,0.008196535373938985,0.0218504896616688,0.027363778338081502,5.641093768749124,0.10785883915702676,0.002731808540348664,0.0,20.40594230543647,0.25825692263612626,12.072327368319229,0.0,1.3658656805922638,11.60197855065819,0.0,0.0,0.0,16.780558288334163,0.02596688714516054,1.3550696949762013,0.0,1.4768882694682777,0.0,0.0
enoch mgijima,0.32376957421194646,0.018722915218972364,0.9407576089350466,0.01945415843765651,1.6292107194677807,1.8510762296524657,0.008231424241727944,1.5588469927293989,1.6706192239944444,0.040374797157659674,6.126055516614794,0.0022468761865918367,0.10553656929398939,1.1222889835291012,0.21025111647469683,0.052177953651716014,0.0017471922313053111,3.455557678930009,0.05236304003362409,0.9736480668682532,0.015213808068949598,0.13909673768387087,0.0,0.0
ephraim mogale,1.2926196515252792,0.0215647233534706,0.06823042272195447,0.11318215728515281,2.723319827549871,0.31807345499077333,0.8610920010760869,0.0,8.496567976895024,0.0987896780535104,11.993081382683526,2.3477959136410336,0.08986984591220896,4.213363925103284,0.0,0.1941630210678696,0.0,9.688879029177462,0.06641889464453987,0.2621930893841487,0.034148453521489236,0.29993998684667494,0.0,0.0
ethekwini,0.7064930020470253,1.601768264911099,0.13396235742202464,0.12846512211642228,6.391945448634978,0.5127701043869242,2.522011813217826,0.0,9.177051126420194,0.6049896197602231,23.795833183658186,2.6351684311103356,0.4280159344092181,35.30376560495542,0.0,1.8939877231432394,0.022974291245383124,1.442650082467593,0.17577471163680936,0.3895496627284247,0.9212947181984363,2.074873572385501,0.012174546982831842,0.027069736082267315
fetakgomo tubatse,0.1591945156284913,0.03499960405287619,0.4924467297336982,0.3345645877892178,3.8695726832105812,0.45820973099115714,0.2660737852001829,0.0,16.42031309070065,0.07621974468680635,24.920384364495398,0.30493586027890907,0.008274763039648643,7.26343683335969,0.0,0.0,0.129232761421152,8.13660368782894,0.06550231571559934,3.209300081833166,0.0063600806609259795,0.8283958087921802,0.5228879447794426,0.0
ga-segonyana,0.05096697251049754,0.03293219190331797,0.06039425844642921,0.04786559448686308,1.2497211688977825,0.0,0.02195944790602771,0.0,6.988918935297832,0.08864861613854569,18.905860322851638,0.0,0.047913971929574015,1.9839323265514661,0.477716563373243,0.043906695016638464,0.0,0.4020871934207565,0.07142256219541471,0.04784760838767292,0.015685540193025385,0.1254194392624641,0.0,0.0
gamagara,0.04403177672742451,0.08805298272964267,0.1657084066979788,0.2682349892524413,0.7130465151264463,0.0,0.2931975521152039,0.0,7.292836015315167,0.0013336448908411143,15.052439031884465,0.0,0.014704144014067829,0.6216462155347199,1.2169421708442432,0.01065862907779659,0.18548206865090539,0.04801187894120024,0.11464073798762248,0.11470897415712224,0.053356157954455925,0.08000127309865557,2.4246058431138917,0.0
