Municipality,artificial dams (including canals),artificial flooded mine pits,artificial sewage ponds,bare riverbed material,coastal sand & dunes,commercial,commercial annual crops non-pivot irrigated,commercial annual crops pivot irrigated,commercial annual crops rain-fed / dryland,contiguous & dense plantation forest,contiguous (indigenous) forest,contiguous low forest & thicket,cultivated commercial permanent orchards,cultivated commercial permanent pineapples,cultivated commercial permanent vines,cultivated commercial sugarcane non-pivot,cultivated commercial sugarcane pivot irrigated,cultivated emerging farmer sugarcane non-pivot,dense forest & woodland,dry pans,eroded lands,fallow land & old fields (bare),fallow land & old fields (bush),fallow land & old fields (grass),fallow land & old fields (low shrub),fallow land & old fields (trees),fallow land & old fields (wetlands),herbaceous wetlands (currently mapped),herbaceous wetlands (previously mapped),industrial,land-fills,low shrubland (fynbos),low shrubland (nama karoo),low shrubland (other),low shrubland (succulent karoo),mangrove wetlands,mine: tailings and resource dumps,"mines: extraction pits, quarries",mines: salt mines,mines: surface infrastructure,natural estuaries & lagoons,natural grassland,natural lakes,natural ocean & coastal,natural pans (flooded @ observation times),natural rivers,natural rock surfaces,open & sparse plantation forest,open woodland,other bare,residential formal (bare),residential formal (bush),residential formal (low veg / grass),residential formal (tree),residential informal (bare),residential informal (bush),residential informal (low veg / grass),residential informal (tree),roads & rails (major linear),sand dunes (terrestrial),smallholdings (bare),smallholdings (bush),smallholdings (low veg / grass),smallholdings (tree),sparsely wooded grassland,subsistence / small-scale annual crops,temporary unplanted (clear-felled) plantation forest,urban recreational fields (bare),urban recreational fields (bush),urban recreational fields (grass),urban recreational fields (tree),village dense (bare & low veg / grass combo),village scattered (bare & low veg/ grass combo)
great kei,0.11261973585907753,0.003952807072312175,0.0,0.007901525194357354,0.005931327529093093,0.003954411347411754,0.0,0.2705483898507753,5.53086403503071,1.1319262311569482,0.29231416333736343,8.091656914508421,0.03557170516830019,0.0,0.0,0.0,0.0,0.0,15.303311431092217,0.0,0.001977293828784778,0.003952398101627241,0.025680166045650515,0.4722016583758862,0.0,2.5149521242462307,0.0059237059927007875,0.029621698681471798,0.05134467269911758,0.01976919870155903,0.0,0.0,0.0,0.0019768953165522655,0.0,0.0019782916639534743,0.0,0.009882907235678596,0.0,0.0,0.09495513643003736,5.543065398183027,0.0,0.0,0.007916206028287328,0.005918555372904092,0.0,0.003948350916420918,0.16000369919252955,0.08106041803873164,0.06920778410379395,0.017791436075294268,0.33002742121338235,0.8972327356120388,0.0,0.0,0.009880487398599258,0.007921256332891487,0.007904330221383805,0.0,0.0,0.0,0.0,0.0,0.0,0.7393059849395125,0.005922349860342334,0.0,0.0,0.0039585434234854205,0.041543894381664566,0.0,0.04151128358575323
greater giyani,0.17532462131324164,0.0,0.0,0.10795279680629764,0.0,0.023674318465379207,0.0,0.024552423570054414,0.011429350316882721,0.0026307589887115124,0.0,0.022800343079851276,0.016672462100847083,0.0,0.0,0.0,0.0,0.0,2.093079958220139,0.0026308529428864394,0.05611233434393994,0.016671154070467376,9.089865587064915,0.07722438477748385,0.0,0.3446439942155155,0.0,0.03244396065089176,0.0,0.007890198792967216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024555097232983332,0.0,0.0,0.0,1.9599568004841132,0.0,0.0,0.0,0.009644445624271232,0.0008778122177675518,0.007892168125451921,7.6220942904107325,0.12451554228179307,0.7130922464266979,2.461911953062352,1.603107703625987,0.02805936445078642,0.0008764936016716154,0.014030493895220666,0.0017552634901024577,0.0,0.061375858462994946,0.0,0.0,0.0,0.0,0.0,0.0008755639906113711,6.76043670907675,0.0,0.0,0.0026305575503000377,0.0,0.0,0.043010953225825,0.10353120710850777
greater kokstad,0.8476926651410128,0.0,0.0,0.0051388421239121915,0.0,0.03348083699888749,0.4321930799351761,2.746908258168878,16.126196763952173,1.5256339670177252,0.007716040376964503,3.5195170986499824,0.02696984157698927,0.0,0.0,0.0,0.0,0.0,2.925281040781468,0.0,0.003858786265832433,0.005145786671470025,0.01799208330857954,2.609890542512146,0.0,0.506616988341471,0.7975215214883632,1.7861128651762148,2.5749323211816337,0.005151505097054535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025744424921485685,0.0,0.0,0.0,6.263777848525645,0.0,0.0,0.016727674306469417,0.03987937851543002,0.07178889151087849,0.014113559598689278,0.10542594844029708,0.028297060465914615,0.0875502816087727,0.0012875842473774274,0.3654346786648501,0.0887986025606691,0.001287465148095798,0.0,0.007719271919718105,0.0012846463780225741,0.02700930040658516,0.0,0.0,0.0,0.0,0.0,0.0,0.15579699489970927,0.5450693777476469,0.0,0.0,0.029598405935091165,0.0038622053317870072,0.0578382959505009,0.1671324035644097
greater letaba,0.1695038642516691,0.0,0.0,0.05197862663795652,0.0,0.023130960907509667,0.0,0.013486364731126322,8.254356093869532,0.231356869116036,0.11377637634720988,1.408687238179241,0.8596822241518339,0.0,0.0,0.0,0.0,0.0,9.332271944159755,0.0,0.3157215388873136,0.03079447769811142,8.126401787933151,0.3043549340809928,0.0,2.0284325445915763,0.009638131250861978,0.007702664723504772,0.24276391920123014,0.08093092523935519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026962302335138615,0.0,0.0,0.0,2.762147045520694,0.0,0.0,0.0,0.0,0.0019257699784128398,0.08673805263660456,15.87345293303379,0.09821710882940844,1.0933907542717891,4.080695936478919,1.471424350967673,0.6782172866935834,0.0,0.009629753332156453,0.0,0.0,0.20220098849893983,0.0,0.0,0.0,0.0,0.0,0.0019255861292553223,6.223512854456929,0.30086170771007864,0.0019275361565137335,0.003855125212756285,0.0,0.0,0.013482194993037183,0.14252842406799138
greater taung,0.1893385859484921,0.006265052605204513,0.008779729738760306,0.004386109203232136,0.0,0.022574537936817702,0.0031322063271467114,0.5524168252096648,0.8691669882517359,0.03881887235157856,0.0,0.015054871310741303,0.0,0.0,0.0,0.0,0.0,0.0,1.2387751236379994,0.04014552732888762,0.03454236252319366,0.0,0.8362339536198015,1.0838178817001372,0.0006259389793542051,0.04888367085650855,0.0,0.02392849921508114,0.08060994149935144,0.0031372142770836396,0.0,0.0,0.0,0.08279726811828969,0.0,0.0,0.030702583357117615,0.0357912038590305,0.0,0.0,0.0,21.55640076035148,0.0,0.0,0.16790028612284943,0.010651541297435419,0.04263581485831731,0.1052231451336091,13.708804802771866,0.003138510375892232,0.02697274720513265,1.7383317607605608,1.411854409286757,0.07969739674604483,0.0,0.009405775341728309,0.01567350446503143,0.0018812741690728912,0.10289441652487642,0.0,0.0,0.0006265082166590095,0.0,0.0,0.0018789046573828658,0.37891894618253863,0.0,0.0,0.005017842855554647,0.0006273368383901159,0.0006264572712545237,0.007532985269336819,0.11608413565394256
greater tzaneen,0.921769418127363,0.0012577458293541992,0.002516663376849638,0.005028262542901965,0.0,0.07545668998936636,0.0012581649822066482,0.08807034550780106,2.679475926663576,7.612727993321356,1.248300955186995,4.614371392478919,8.176304432359894,0.0,0.0,0.0,0.0,0.0,15.91433972360394,0.0,0.011305195562951051,0.008802069743860587,2.894849853927733,0.06411053427469633,0.0,2.593515382473376,0.023895309873729665,0.010065539153960149,0.5296095797561995,0.19739508696503572,0.0,0.0,0.0,0.0,0.0,0.0,0.0012587955728641945,0.03018163868026738,0.0,0.0,0.0,2.1509291571899496,0.0,0.0,0.0,0.023890582894301154,0.007543193433070798,0.6465089140852461,13.043890757841135,0.07168984991043464,0.507932650987276,6.203685926822239,0.7390070724875355,1.606950606408891,0.0,0.012567476663071309,0.001256841062576881,0.006284625446674439,0.1018822688793521,0.0,0.0012575714748989813,0.011320742983663933,0.0,0.018864374733745706,0.0012587078571116024,1.833458104275152,0.6339174804781601,0.0,0.0,0.028912578363769967,0.011311328685044668,0.025145611927046486,0.09934855917984174
hantam,0.09081674456383557,0.0027830960365458402,0.0,0.4275009834889221,0.0,0.003328107516631397,0.005880853915193306,0.005618848028629096,1.4996646083858398,0.0030754697727249742,0.0,0.005063313348415557,0.03280597242245769,0.0,0.0,0.0,0.0,0.0,0.06567442571668161,2.6445820551420525,0.11256234380295098,0.18748166235997174,0.08060139960051206,0.06653347039423131,0.4230688769894694,0.006578184966324396,0.0015855239806968717,0.003694029505593783,0.03898435413269601,0.006703197964518241,0.0,2.1869414608925104,13.181646717385599,2.707239364760005,10.125320371658145,0.0,0.0,0.022900976937306906,0.0005212212994167363,0.0,0.0,5.152276114395522,0.0,0.0,0.24410580899183215,0.00433390350193587,0.04154073279812203,0.0067736041202941,1.2687124273394892,19.800131769404665,0.01249924715641798,0.001931049946174251,0.01236150640392069,0.00017582226348019533,0.0005264585821690538,0.0,0.0004376416864707388,0.0,0.15966288185432673,0.0,0.00043949999098431315,0.0005273908876468592,0.002724826782079301,0.0,0.9739787715290578,0.004588369356269678,0.0001751518969945544,0.00026143980677312343,0.0,0.0008767298662047987,0.0,0.0016663974317920327,0.019706743509370368
hessequa,0.06329774598740052,0.0,0.0,0.03850467563793551,0.024261805678300982,0.014415413212610063,0.8534363218568506,0.3685350798981545,13.894176321347265,0.6052633343940579,0.10179616204576045,1.6406885538773825,0.1364153643758114,0.0,0.008050109950115117,0.0,0.0,0.0,4.351988801561347,0.026517589259768617,0.0683855278370428,0.028226699096429796,0.01093686169757847,0.07828256938287935,2.2221141448250967,0.23457934939370187,0.01668930855567439,0.11286034628240328,0.9085580334826099,0.012681076074709812,0.0,13.365522973872398,0.0,0.007495531973153699,1.827933359722305,0.0,0.0,0.033406064093178825,0.0,0.0,0.03638482701328589,3.4009328048682534,0.0,0.0,0.007484809452177413,0.006905562100541146,0.27082943058365844,0.0011521513751263507,0.3155936766411787,1.0181249005835578,0.07145302949766462,0.004043355397475535,0.1817146380908405,0.015587489486145169,0.0,0.0,0.0017282722918861816,0.0,0.09677975875666502,0.0,0.0,0.0,0.0,0.0,0.0028754891724753085,0.0,0.20763960761072042,0.0005758415698350609,0.0,0.03460960229594782,0.007493759582917627,0.02593510541641733,0.16481295024528428
impendle,0.3317106803722755,0.0,0.0,0.0624413392981906,0.0,0.0,0.41609855216946967,0.3752308741682488,3.040574418342208,2.733403345698826,1.3582851493506776,4.015530598378826,0.0064719294016685755,0.0,0.0,0.0,0.0,0.0,3.67243012973802,0.0,0.08191226397853252,0.002155601553852641,0.004310858435504695,1.9677627536050395,0.0,0.5452886602232192,0.27806683815877664,0.5901549951841731,1.1396427589682951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002155409410275833,0.0,0.0,0.0,4.320647000131433,0.0,0.0,0.004305342566307017,0.11858135491304053,0.13354186457362516,0.01293799718308792,0.10989721897524586,0.036619952427072736,0.17025876805575788,0.0,1.8599955413981815,0.37503601779128676,0.0,0.0,0.0,0.0,0.019395790069336373,0.0,0.0,0.0,0.0,0.0,0.0,2.504846981090705,0.9594495890724966,0.0,0.0,0.0021544116688656926,0.0,0.06898405405726873,0.2672182116035568
inkosi langalibalele,0.3714509657026099,0.0,0.0,0.05534961865651381,0.0,0.041035683157444616,0.14567513518088368,0.9700474982270504,2.6837347828708964,2.4298714201679923,0.270140815286904,2.1868046620854438,0.13820433040778973,0.0,0.0,0.004093824732874233,0.0,0.0,9.392589753553409,0.0,1.781835971966256,0.009214595731407496,0.5376392609250925,2.5677827080182394,0.0,1.8057970780474886,0.12823887419308902,0.3831043362286098,0.8353209384866437,0.017435161366975878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02257416073184188,0.0,0.0,0.0,9.467086768019488,0.0,0.0,0.00923505123408593,0.10353936554756658,0.08310502859988644,0.005137590875382563,3.5909455914748225,0.054339325415716885,0.7827448717872391,0.15880805741850196,3.03962115796948,0.4235137524980296,0.011267473808073695,0.004098435705687813,0.014344665055496388,0.004097443329462575,0.036922921208246876,0.0,0.0010244139160200327,0.0,0.004097549492708026,0.022536221408436773,0.0,2.6876804602799513,0.5198747695381104,0.0,0.0,0.029753198503998494,0.0,0.3384946995473183,0.5763773579954609
intsika yethu,0.5659425874121679,0.0,0.0,0.22592863545410524,0.0,0.005948609990192054,0.0,0.473859875663261,0.0,1.47513347928266,0.2485875076855274,4.609388775651027,0.0,0.0,0.0,0.0,0.0,0.0,4.868795070402982,0.0011896395972331832,1.131481643886038,0.01307592826621424,0.01191704601849224,3.8543615536638014,0.0,1.0363598871297652,0.030881581088334317,0.01544017827784354,0.31712765522576225,0.004756575885236104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013076398305100111,0.0,0.0,0.0,16.31172996881562,0.0,0.0,0.0071284740907248305,0.11407409431880414,0.026172533301924858,0.007123058550475387,0.3501215417897339,0.2556378300281534,0.476081618143204,0.017877308150430222,7.265433832135572,0.9934693580149347,0.0,0.0,0.0,0.0,0.04993239064575622,0.0,0.0,0.0,0.0,0.0,0.0,18.4604014066367,0.1364426024283873,0.0,0.0,0.001189126495078931,0.0,0.04636488557940168,0.7881371254252697
inxuba yethemba,0.1511543573437865,0.0,0.0005785667480128461,0.01308243104479736,0.0,0.011028254717207132,0.506491539454635,1.3183862085387208,1.0762026203092485,0.030783971496468873,0.0,0.0737337437308488,0.0168832892039227,0.0,0.0,0.0,0.0,0.0,1.146918390389877,0.004925447972480703,0.328647860990879,0.0002910259047016486,0.05985629456802396,0.4220279197936176,0.05270611881398547,0.020658491494582633,0.021791360809350548,0.12121211369614607,0.7408043424252885,0.013667939969338698,0.0,0.0,8.200748764994403,0.8151818952797174,0.0,0.0,0.0,0.008731753822894636,0.0,0.0,0.0,1.5680912563678504,0.0,0.0,0.002906825903461363,0.024443750946282355,0.24149461771027403,0.01624151838088405,2.346316016741695,1.4709373637826857,0.028201759949637882,0.02761736390474488,0.14199910908257324,0.02123816324706708,0.0,0.0002913698775341331,0.000869881588943233,0.0,0.023250249145132403,0.0,0.0,0.0,0.0,0.0,0.0026130372901818416,0.04309264279180022,0.001734972380142347,0.0,0.002039330577783627,0.004347632043734994,0.0011652841464716726,0.0052231232830316,0.03601221982964413
jb marks,0.22921849336767683,0.049730281405496395,0.0005585541703183802,0.0027918474217416417,0.0,0.06474413225258631,0.05184229301650842,2.237153800160923,22.15997567746081,0.4614391505918314,0.0,0.04516425061205577,0.01394609486770229,0.0,0.0,0.0,0.0,0.0,4.071993813983902,0.003896295350226035,0.0005577628466179739,0.0066979308175994234,0.33553580316808435,5.824381965774051,0.002225055481778683,0.2799718919919074,0.046862746054028015,0.5426012563071836,0.38966521846672497,0.09599809473853191,0.0,0.0,0.0,0.027262871368362772,0.0,0.0,0.09492250755172722,0.052407034697662835,0.0,0.0,0.0,11.766165670468203,0.0,0.0,0.10523220063917518,0.011182537047132362,0.003907711286668891,0.3102851537984604,3.598840347026259,0.031268099699051144,0.21382562420779758,0.030045799172666865,0.5545727824630419,0.02339499468464251,0.017313238092954153,0.0039024428212126394,0.0674992930391071,0.0033460519495817774,0.052431962457348276,0.0,0.022895771423423122,0.01062116557365578,0.811623937565443,0.02013013517271175,0.0011135694241446096,0.001110865986910826,0.04744795290530397,0.0016749131601359727,0.0,0.06532632028957257,0.004459923957672653,0.061287520298961236,0.22026638859515063
joe morolong,0.007427229149755477,0.003870027809784541,0.0,0.05824357336919367,0.0,0.0005286514346906893,0.0,0.0007080400546971392,0.008648815688659904,0.0005302426110300768,0.0,0.001236404931069441,0.0,0.0,0.0,0.0,0.0,0.0,0.14737019674783347,0.32276349088182593,0.0010569479982093003,0.0,0.3021159761627155,0.20497310883827266,0.005101875789994384,0.0077572664353736985,0.0,0.0,0.0,0.003535970402355385,0.0,0.0,0.0,2.634705300751832,0.0,0.0,0.10664525627147983,0.06996714915547736,0.0,0.013426058433545806,0.0,11.077839566407555,0.0,0.0,0.038030923996520555,0.005127138438141028,0.06404822285936698,0.0038810774053246364,21.555008858847476,0.008468873605573406,0.007578375012355972,0.3544211335877366,0.32850223209591206,0.018912792564588506,0.00035239706042504226,0.0005277792798675852,0.0005295969649706675,0.0,0.13467826415196452,0.0,0.0,0.0,0.0,0.0,0.005286390261790095,0.0,0.0,0.0,0.0008830520263594419,0.0005295082095385759,0.0,0.0019436568035226126,0.044263568431717644
jozini,0.16028145258016274,0.0,0.0,0.09570175319859175,0.0,0.028838114252516034,0.001031328073222938,0.19481076642938638,0.2714143569948671,0.002052730600815673,1.2938351377328177,4.169135891132219,0.006176991266406907,0.0,0.0,0.370267602129788,0.3432810018213591,1.3928171568492547,13.453800538494471,0.03294404070551155,0.012377451536714512,0.2163130149664527,1.2958545957657126,0.7875486007981379,0.0,1.492283378411671,0.1688923381417091,0.28173968643516356,1.3101170492771173,0.01542194445740077,0.0,0.0,0.0,0.0030893717244932185,0.0,0.0,0.0,0.035021943420119876,0.0,0.0,0.0,10.57062499149822,0.0,0.0,0.14990227323554728,0.28193636672438027,0.007207658536665564,0.0,5.1085326153902475,3.5402699746427113,4.235666900871337,0.26238476943214645,4.435636830034015,2.2579242453659822,0.002061745887629741,0.0,0.00513861854267485,0.005138216316697583,0.14943019575862537,0.0,0.0,0.0,0.0,0.0,0.0,6.994211912236995,0.0,0.0,0.0,0.0,0.0,0.33102452380166353,0.8464898382982112
kai !garib,0.07208734719772372,0.0014499782711600796,0.00013250857742515957,0.28944875637409806,0.0,0.005572625322997117,0.008221408658524165,0.007688356446004486,0.05549708537475628,0.0001325267704791957,0.0,0.03140472872514278,0.022388585274022415,0.0,0.6970859320718698,0.0,0.0,0.0,0.17515987657127968,0.899050635580717,0.0014651391300793415,0.0013350821113377385,0.014202554527004889,0.0008020366881843553,0.012394316430323238,0.015109967503898173,0.0,0.0,0.0,0.13806981449878017,0.0,0.0,4.064943994295755,3.061857039722959,0.00013327957223188626,0.0,0.0034305911864807984,0.02440860285778184,0.0,0.0,0.0,0.6643624096812532,0.0,0.0,0.06091631521451598,0.16098281905430206,0.03320637778929329,0.001988675162136446,1.41324518361715,6.705771474201058,0.005712398917979019,0.009412363712268957,0.03527803519117843,0.0007952702495419006,0.000397799111425542,0.0005302849316900118,0.004774824060711081,0.0,0.11045179912534588,0.0002649403491170822,0.001457099488296275,0.005830096887832895,0.003975357285268893,0.0021207318316101694,4.974177903557451,0.0,0.0,0.00013228228647271112,0.00039784255609579856,0.0033249619933770074,0.0,0.006362942305512636,0.03609534499213408
kamiesberg,0.003869036954088245,0.001933505402055221,0.0,0.14915785554063768,0.062194373075361714,0.004601336603341328,0.0002416893751410486,0.0,1.2374720619875603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01065841563466891,0.1939201130500737,0.00993158607109039,0.009483615656808251,0.06438535336748087,0.21081412648203268,0.8916474862844607,0.0,0.0,0.0,0.0,0.0009672366543856872,0.0,5.714471283231699,0.06122398269076447,0.1911074740041289,12.284460074870118,0.0,0.007249599930132541,0.2597745271556724,0.0,0.005806560833013497,0.0012118149800842653,11.980677399362829,0.0,0.0,0.010128411540857935,0.002417720122540912,0.013049207105937401,0.0,5.2329842613099995,2.76017676057833,0.004838966562540132,0.004594863468837948,0.031706992172849974,0.0,0.0,0.0,0.00048322187963075814,0.0,0.06267399295599545,0.027857791844574615,0.0,0.0,0.0,0.0,0.05560453792214419,0.2466660916714101,0.0,0.0,0.0,0.0,0.0,0.0033884940310869717,0.020580111649796833
kannaland,0.12891473999911943,0.0006982366819581756,0.0,0.2797672767465476,0.0,0.011846503971034572,1.2345071517174935,0.043227222714992304,0.8386094708070457,0.03829623096034237,0.0,0.1476624280398764,0.3852298530967571,0.0,0.21732062370508648,0.0,0.0,0.0,1.1033054343685682,0.005577634296321788,0.2218040840702938,0.020205369044845028,0.04947570676076739,0.1554732407303261,0.3072900280270406,0.047359880615673464,0.024406756994288195,0.09617991804197702,0.9652025121795704,0.003484006128221341,0.0,12.868526265671422,0.0,1.6893973305724943,13.210044621390315,0.0,0.0,0.0069704889976394645,0.0,0.0,0.0,19.42339121180798,0.0,0.0,0.0,0.036230741387240153,2.503476827800155,0.017411213872903727,4.23273214291451,6.5569589182246375,0.055023110927105864,0.007663985148972031,0.03970489616393252,0.0,0.0020892306111004373,0.0,0.0013927674154335973,0.0,0.16873918526434806,0.0,0.0,0.0,0.0,0.0,0.001393853560236118,0.0,0.009747898582264799,0.0,0.0,0.0,0.0,0.024391268400594687,0.12334670619926925
kareeberg,0.1346562608731273,0.0009714310826941695,0.00019480577523292667,0.0,0.0,0.0031101486227014573,0.014364522584558758,0.003497040007920646,0.17162663318102803,0.0,0.0,0.03352854485535811,0.0,0.0,0.0,0.0,0.0,0.0,0.22972774374887767,2.1058689109436037,0.5513842097521101,0.0532418774957918,0.14170866208951102,0.1355939085359361,0.22936767143984094,0.017263112658585357,0.0,0.00019508523505330018,0.0019486248334626903,0.0044769823355423335,0.0,0.0,9.828132817075009,0.6521666428968269,0.0,0.0,0.0,0.023083905762936546,0.0003875778886621508,0.0,0.0,11.747861746756938,0.0,0.0,0.1716014399777477,0.0,0.02525855429507347,0.000584201684316682,2.029603658503157,10.461955700367891,0.006599255095135314,0.0007784941064363205,0.012649702117279438,0.00038884216519345974,0.00019401827768272405,0.0,0.0001947947830337069,0.0,0.1227563721050864,0.0,0.0,0.0,0.0,0.0,2.7084309419117294,0.0,0.0,0.0005824499780649518,0.0,0.004668702791605796,0.00019479844676868082,0.0009676604882879524,0.016876489539207506
karoo hoogland,0.1582685161138585,0.0005629018068328058,0.00011172399294108538,0.297397675376884,0.0,0.0031483378050573565,0.02874359610639017,0.001463876802397429,0.2337498386312164,0.001686822176612745,0.0,0.004824883209126865,0.028942135840750813,0.0,0.0,0.0,0.0,0.0,0.045637090767309804,0.2888021419943531,0.022763600451973752,0.049490371890299784,0.08918295602972873,0.04168875597065709,0.2583057874270842,0.007632776261681193,0.003140336513107423,0.00684323622443969,0.04830654389587631,0.000670896039747153,0.00011300794063549764,0.4177061419450143,4.846237908972657,1.3118191032948552,3.2143731707961694,0.0,0.0,0.017243915276370845,0.0,0.0,0.0,5.638619938436986,0.0,0.0,0.012417083737447428,0.017912849120353524,0.24772071401910908,0.003597338410425689,1.069826683632646,13.115956801572034,0.005279146350045362,0.0011256877550177259,0.008088916285600042,0.00011240799744767588,0.00044889555741867116,0.0,0.0003358299521206133,0.0,0.1139500206837249,0.0,0.0,0.0,0.0,0.0,1.0263923411538338,0.0,0.0,0.0003365335864616247,0.00011301243883337384,0.00045076177265647053,0.00022602937646645503,0.0008994827275672823,0.01795843644893628
kgatelopele,0.26513633079385124,0.10356796363187451,0.0,0.09767364730078174,0.0,0.01983777492825001,0.002832333505738052,0.07360744238264064,0.09341484487223864,0.004248403766621792,0.0,0.0028276926846824407,0.0,0.0,0.0,0.0,0.0,0.0,0.25349916522909555,0.24241482483291335,0.0,0.0,0.07081500692548483,0.16842414856168794,0.0014182084062237554,0.005668969082521104,0.0,0.0,0.0,0.022684524876858476,0.0,0.0,0.0,0.9097018893657969,0.0,0.0,0.7034800187552175,0.11624193031757692,0.0,0.09218581179484002,0.0,13.725807204151543,0.0,0.0,0.8833600587461559,0.04675146859579236,0.011331328150847489,0.007074716611247809,15.027326703228036,0.01418794540912865,0.014164594777217166,0.060969922587606404,0.09208563454358899,0.02693783887995324,0.0,0.005665452222830131,0.03399641549719294,0.0,0.12900317032451517,0.0,0.0,0.026908036781312338,0.03398783578788191,0.014161929441149919,0.014146650317187036,0.0,0.0,0.0,0.009929125063964702,0.0070836417048671454,0.008512946653910286,0.0014161072966527059,0.03400294775220011
kgetlengrivier,0.22484042711312932,0.013547470862196744,0.0,0.006324431078668032,0.0,0.012647128449976272,0.1437887087442626,0.7943990536641184,14.346876330464555,0.3450904269682005,0.0,0.09750935953034552,0.015370747668476003,0.0,0.0,0.0,0.0,0.0,8.460932013589135,0.014469885588268484,0.043338504984182236,0.03343798689031398,2.6998238366210394,2.892038555382967,0.0,0.40251708917563944,0.016265598582546593,0.0732381581867059,0.10112955746754217,0.04791526181898257,0.0018087476530265637,0.0,0.0,0.004524298805777405,0.0,0.0,0.07766238643823324,0.07767553399036224,0.0,0.000902147928394978,0.0,15.805487927048368,0.0,0.0,0.0733057359931437,0.006316558811796584,0.09756134603516486,0.26644130587738707,14.974118958233381,0.23680275698801354,0.07412366669279014,0.0370113431336911,0.15271024013828255,0.004513754869097071,0.004519625699081115,0.005418856741919519,0.019871273165207533,0.0,0.06774882528373119,0.0,0.0,0.16241145756730788,0.01986673752297169,0.004514350269307473,0.0,0.01802845690959699,0.1383847608022687,0.0,0.0018054637519822553,0.007234178700696975,0.014446376534840367,0.02262034782872654,0.13193304642743436
khaima,0.023172127522033407,0.009071085554616738,0.0,0.17212363471031322,0.0,0.002856958221756083,0.004600398960553247,0.010726711484152615,0.04829622921921324,0.0,0.0,0.05127751434088,0.037333540585600185,0.0,0.048807494160856925,0.0,0.0,0.0,0.07035144231205145,1.1536598747343916,0.00880415472118735,0.0008816505879221715,0.019087761715329755,0.0004434473801360291,0.008364081200854351,0.004604006118986586,0.0,0.0006573281950400349,0.0,0.07720171892125419,0.0,0.0,4.447828777009607,4.523707064045504,1.7304493261747258,0.0,0.011001297130306864,0.1638925863637086,0.002221231969797721,0.02266233406461388,0.0,0.7720669701894658,0.0,0.0,0.37406043377235626,0.03768918075847411,0.06032897837282474,0.00021938733250895484,0.41710990727388175,8.170367235250692,0.006367742998268124,0.006372694342725603,0.022185076046498477,0.000440020443209926,0.0,0.0,0.0,0.0,0.10879909873684039,0.0026407494220786723,0.0,0.0,0.0,0.0,6.190706338908512,0.0,0.0,0.0002195703639763057,0.0006601485306964572,0.0026404944022661164,0.001320293181795406,0.0024212030948263,0.017404329569332213
kheis,0.03041402152418668,0.00031553476153098304,0.0,0.12953587242598003,0.0,0.00405819038425551,0.0,0.015577067921481351,0.005336105275856052,0.0,0.0,0.04834467701165744,0.01684804630878187,0.0,0.4465391419728406,0.0,0.0,0.0,0.12203562645808393,0.09192698226891319,0.004409511550163271,0.006309415872632106,0.006277846168234815,0.0022074129250553047,0.030238317835981326,0.0028068096508698922,0.0,0.0,0.0,0.020892880451436602,0.0,0.0,5.362712450239288,2.869737433001713,0.0,0.0,0.0,0.015030266889788538,0.0,0.0,0.0,2.081159641680438,0.0,0.0,0.00031555187549594225,0.15993391864133144,0.026526530529346674,0.0006230868516279588,3.6616230249036206,3.6732261278321787,0.0009357666227709494,0.007177740238097119,0.014039313093972605,0.0,0.0,0.0028090510499554923,0.004990082511789088,0.0,0.10016483607242092,0.0,0.0,0.0,0.0,0.0,6.8035009944043034,0.0,0.0,0.0,0.00031206375419637133,0.0009366176891048611,0.0,0.0021859082284792666,0.028420375868739016
king sabata dalindyebo,0.029178256616036524,0.0011205663587205528,0.0011208254390829796,0.06287403425454297,0.0,0.07287056045033476,0.0033586629158499576,0.015680169741649905,0.08628698221529067,1.070474278788236,0.8911858679899457,4.963698628628206,0.0,0.0,0.0,0.0,0.0,0.0,13.245837676519571,0.004491089430503727,0.5062924713224788,0.06401637739613934,0.03708812375874311,3.5604385956731908,0.0,2.0561734466135873,0.04372325177660974,0.008967144332633526,0.38911064146060187,0.05492532031985205,0.0,0.0,0.0,0.0,0.0,0.003375861957939482,0.0,0.0639845771113244,0.0,0.0,0.0022517140400770577,22.400654775403716,0.0,0.0,0.0033685416032487574,0.0392997377256668,0.00786389781574133,0.003365299143656517,0.29331770138885255,0.28074555110518884,0.46121767650446177,0.0684862587152904,9.276603252903469,6.872245733148264,0.0011212578589179874,0.0,0.044849622282798936,0.016834827981517756,0.046035730491560366,0.0,0.004482718720130494,0.0011206742750320888,0.020172849430276387,0.012327114882860186,0.0,18.0848122384651,0.10766072590684846,0.0,0.0,0.006725946735478815,0.010088747101429924,0.12236564886234903,1.0310743251908512
