Municipality,artificial dams (including canals),artificial flooded mine pits,artificial sewage ponds,bare riverbed material,coastal sand & dunes,commercial,commercial annual crops non-pivot irrigated,commercial annual crops pivot irrigated,commercial annual crops rain-fed / dryland,contiguous & dense plantation forest,contiguous (indigenous) forest,contiguous low forest & thicket,cultivated commercial permanent orchards,cultivated commercial permanent pineapples,cultivated commercial permanent vines,cultivated commercial sugarcane non-pivot,cultivated commercial sugarcane pivot irrigated,cultivated emerging farmer sugarcane non-pivot,dense forest & woodland,dry pans,eroded lands,fallow land & old fields (bare),fallow land & old fields (bush),fallow land & old fields (grass),fallow land & old fields (low shrub),fallow land & old fields (trees),fallow land & old fields (wetlands),herbaceous wetlands (currently mapped),herbaceous wetlands (previously mapped),industrial,land-fills,low shrubland (fynbos),low shrubland (nama karoo),low shrubland (other),low shrubland (succulent karoo),mangrove wetlands,mine: tailings and resource dumps,"mines: extraction pits, quarries",mines: salt mines,mines: surface infrastructure,natural estuaries & lagoons,natural grassland,natural lakes,natural ocean & coastal,natural pans (flooded @ observation times),natural rivers,natural rock surfaces,open & sparse plantation forest,open woodland,other bare,residential formal (bare),residential formal (bush),residential formal (low veg / grass),residential formal (tree),residential informal (bare),residential informal (bush),residential informal (low veg / grass),residential informal (tree),roads & rails (major linear),sand dunes (terrestrial),smallholdings (bare),smallholdings (bush),smallholdings (low veg / grass),smallholdings (tree),sparsely wooded grassland,subsistence / small-scale annual crops,temporary unplanted (clear-felled) plantation forest,urban recreational fields (bare),urban recreational fields (bush),urban recreational fields (grass),urban recreational fields (tree),village dense (bare & low veg / grass combo),village scattered (bare & low veg/ grass combo)
mbhashe,0.03168704228592651,0.001024949548316564,0.0,0.09404061117280049,0.006145631701314833,0.006132771426496075,0.0,0.0,0.0,0.7080341533922468,1.0233319113919617,22.51800910289224,0.05225259525554508,0.0,0.0,0.0,0.0,0.0,11.74435340888043,0.0,0.22856102609305645,0.013273991754832203,0.02353123188508046,1.365697101415225,0.0,6.872958739078626,0.0030719254839963817,0.0051118025670143,0.07975617015620406,0.004086464826673447,0.0,0.0,0.0,0.0,0.0,0.019454333351732335,0.0,0.007159169061425438,0.0,0.0,0.0645020079512381,10.401081205100768,0.0,0.0,0.005111158034603117,0.19220117887111893,0.01124671968097161,0.0020430127416596997,0.17679658656432914,0.17766040884457648,0.4121173150344533,0.04193253241910376,5.433801269251988,7.366649776888517,0.0,0.0,0.008186494780635295,0.008182688240133197,0.02146906745535849,0.0,0.0,0.0,0.0,0.0,0.0,13.46323446954049,0.03990059612575372,0.0,0.0,0.0020431153576450467,0.0010223194898979612,0.0796914671438823,0.7052440987851724
merafong city,0.46665411418684827,0.06345878367864184,0.006564644240019249,0.0021915991758093335,0.0,0.1641292435935827,0.026270763400955945,0.6582816339107397,11.69553499958236,2.0488366985004665,0.0,0.09854510132209143,0.013120990007757724,0.0,0.0,0.0,0.0,0.0,5.048857294324801,0.017496767384271437,0.14881254752905906,0.002190432377379292,0.07436988479865803,6.675683071162468,0.01311200514645292,0.39870282303251625,0.054689612065638986,0.7200245765956066,0.4312301054844269,0.19475889189131984,0.0021878036930967864,0.0,0.0,0.1421944160069561,0.0,0.0,0.8820408687712726,0.07440359755745525,0.0,0.26700310004758504,0.0,9.894059052415566,0.0,0.0,0.030602367648401966,0.0,0.12696169336059823,0.7853238618624901,0.8620411623423936,0.05693879075440326,0.43133911111261436,0.22752227649302179,1.155331571790795,0.47278547839551643,0.008751693051638818,0.002186649036193226,0.2646757281129821,0.01531595627298715,0.08318564339753381,0.0,0.0,0.050291065933082,0.7981146738911999,0.13338479436497558,0.0021884164832053276,0.0,0.2669564932912021,0.00437854132177504,0.0,0.07878028365314897,0.032829184295732124,0.017506190854989792,0.2167005967510021
metsimaholo,0.20678969623066656,0.23749359358644598,0.002068125815655747,0.012410505497860607,0.0,0.1405246208882724,0.018595543110100206,1.6511693269027223,19.263652464075022,0.7441842332910473,0.0,0.03926617595553245,0.0,0.0,0.0,0.0,0.0,0.0,0.7855787210878453,0.01241063573219031,0.066218589789165,0.00827294838555169,0.16533568806209495,2.3178865278625307,0.00826633368453046,0.053744291734911784,0.03928124228277948,1.557334750679234,1.1189234039630238,0.378146296703089,0.0020669103391502586,0.0,0.0,0.1135972855332015,0.0,0.0,0.26026406642798194,1.2203565401269152,0.0,0.2252363449111539,0.0,18.025818574289556,0.0,0.0,0.12405812925333677,0.06612426026772802,0.0,0.31827811998815686,0.686218166384031,0.11792617583797246,0.295702452522258,0.29553127388355305,1.5896562433773207,0.32241849402012407,0.012407604355775342,0.018607018351019355,0.16127503197860835,0.010337407745192227,0.07236447544608356,0.0,0.02068357904710776,0.07440549232354662,0.8084287095102473,0.2521772217010251,0.004135725416711549,0.0,0.11571128335060714,0.0,0.012384608524701073,0.18803490041570164,0.047503073960246875,0.031025630973580586,0.1861779705369863
mhlontlo,0.07233407297596074,0.0011854342910416842,0.0,0.08406814462695691,0.0,0.01184293657844616,0.0,0.0,0.11843498022362134,3.215240886176359,1.875974400303705,4.987112255621549,0.0,0.0,0.0,0.0,0.0,0.0,6.967126583395973,0.0,1.1992753416934114,0.15274583467146416,0.15508124129761142,6.106253177011369,0.0,1.4086103762156907,0.1029386020174142,0.06272484409693244,0.8578951510617268,0.0071180284492988015,0.0,0.0,0.0,0.0,0.0,0.0,0.0035564611409987634,0.03911517906419525,0.0,0.0,0.0,19.78510336659139,0.0,0.0,0.002365181661343344,0.37891227309142855,0.052096746748009085,0.0213589942099637,0.9424257772998131,0.641738741660107,0.25934330746981205,0.10302889328335853,6.504100484222584,2.5741080654253077,0.0,0.0,0.0023677670214908844,0.0,0.04974896241477568,0.0,0.0,0.0,0.0,0.0,0.0,12.287500091532147,0.5409641158282988,0.0011864990461710613,0.0,0.0011864990461710613,0.0,0.11240954705853347,0.929221307018748
midvaal,0.3889618816425352,0.041347775872750285,0.016512271652230064,0.0,0.0,0.11364645104397987,0.2892453829979497,1.9483777366174393,15.74546783408765,1.9976219119059297,0.0,0.39470028318872497,0.016528949511061996,0.0,0.0,0.0,0.0,0.0,5.7872817210730805,0.002069010686040747,0.002069795316486197,0.014465439065056679,0.14278884812912554,3.5131893419332387,0.01032506014659188,0.36602914630609784,0.17788659286996772,1.3998239828675307,1.5513717742913207,0.40893840692363786,0.0020658574292144343,0.0,0.0,0.030995557019710972,0.0,0.0,0.05165682959279822,0.07644873658089,0.0,0.05165971375948347,0.0,18.88304322578868,0.0,0.0,0.028963444131660448,0.05997039349881668,0.03304443641915197,0.22108424034082189,1.7017620144452263,0.2149086843352462,0.4318594566393915,0.08676717015746811,0.9484211964647308,0.2995634369223492,0.022724269948376626,0.0,0.02891654877937226,0.004134146129577145,0.09920489353126297,0.0,0.32848606288935506,0.16522983023457283,4.698459572474314,1.4457577369800019,0.0,0.006200700419312071,0.5554365233121155,0.004129141513045927,0.0020717975516896135,0.16931348695140255,0.03510036228130192,0.32857340974180127,0.6342720801610332
mkhambathini,0.37407038034543116,0.003981197449990863,0.0,0.03578032301675337,0.0,0.015908288390154783,0.1791095393490276,0.003980195352981461,1.630849676818132,1.3189682774058857,0.8576436642178616,12.265424273265898,0.26267573190889715,0.0,0.0,2.6876873636968788,0.0,0.0,12.114271799597015,0.0,0.0,0.03580813434188267,0.051758026395744144,1.0788060809069393,0.0,4.214696367932159,0.1711634299399448,0.11545017095329606,0.6446453785659015,0.3540370086177922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556795615660618,0.0,0.01194366397705008,0.0,5.469208962070718,0.0,0.0,0.0,0.11917297092781746,0.039811998241240126,0.05178140232210894,0.350270275340002,0.09947983693308855,0.8248677818169919,0.08747049609191614,1.5435162910998224,3.3259017771358064,0.0,0.0,0.0119373700862219,0.02388730173036693,0.04377855033018682,0.0,0.011929739980074731,0.01590280925694539,0.13123585688488415,0.5209005606091387,0.0,0.6303145454134451,0.07965574839018322,0.0,0.0,0.007953538471471807,0.0,0.1710507622201838,0.362113962446628
mkhondo,0.16805557415337832,0.008695091883781344,0.0,0.09428487101915152,0.0,0.03041937669162395,0.15888002590019779,0.8851103301190626,6.295179708454124,16.766380137101564,0.16903422899500076,1.21183879618927,0.023171102364654007,0.0,0.0,0.0,0.0,0.0,7.253965255284982,0.005067632812011147,0.015233471609723543,0.026836492949991658,0.25100253927313476,2.0334383685402657,0.0,0.735063389339484,0.7529622801496468,0.8128212059071985,3.017767478436979,0.04851918438224624,0.0,0.0,0.0,0.0,0.0,0.0,0.025362335296059323,0.042765467588262523,0.0,0.0,0.0,16.260259078132137,0.0,0.0,0.015930840789369113,0.05870396072705386,0.18189569264226113,2.2506056231883527,1.7030887117025306,0.1579216099204227,0.5237535623944658,0.07822457493259224,0.8016103323733292,0.33964292257391837,0.010864620151544165,0.003621238653402893,0.02316534579623729,0.008685932153337165,0.1571735167875479,0.0,0.0,0.0,0.0,0.0,0.0,1.3481298056279876,4.165937271411642,0.0007245298507967751,0.0,0.0014465494223921387,0.0036226608371173518,0.2854714307724964,0.2637679945479371
mnquma,0.13938242682433888,0.0021478625159747017,0.0,0.06010770214585339,0.002155751792057823,0.009668510645211363,0.0,0.0,0.0,1.2531312929524883,0.6593614143736857,13.120066583788272,0.0,0.0,0.0,0.0,0.0,0.0,12.86394434997335,0.0010725281743040923,0.22319990663066103,0.019327575118756414,0.08272658613403752,2.815284099194666,0.0,8.427055261102726,0.039721844821546545,0.054798239927902975,0.09547955959712078,0.019325926027605318,0.0,0.0,0.0,0.0,0.0,0.011846244280832849,0.003222241615125061,0.009666393691550172,0.0,0.0,0.0323068495287272,13.762710815486725,0.0,0.0,0.0021455748749934223,0.05908203651556431,0.016114119536543153,0.0010733349920528836,0.3427246037932612,0.08590419593698675,0.3137101121703935,0.07844328167052876,4.366529114996667,8.130346027400021,0.0,0.0010735690557374094,0.02039926475656403,0.07944813015434812,0.008596022097760154,0.0,0.0,0.0,0.0,0.0,0.0,13.885404491345612,0.03974661171925047,0.0,0.0,0.0,0.0,0.05048449236768642,0.5390717467975009
modimolle-mookgophong,0.268580236191713,0.004894214833119701,0.0003495332135222461,0.0006990418608693164,0.0,0.02273283442885674,0.006638036682022379,2.2896005076832475,11.352466795568416,0.1163812500552849,0.0,0.08559397430106701,0.20414087344884482,0.0,0.0,0.0,0.0,0.0,11.192070024658031,0.0003502124617875341,0.00733386775412113,0.0038436076311550134,7.398460582569741,0.4273280182915322,0.0,1.1644060531701448,0.03144988853288153,0.08011125049613978,0.5377312118544719,0.07304031922654673,0.0003501112698286755,0.0,0.0,0.0,0.0,0.0,0.02378223466827236,0.059074027304212774,0.0,0.0003494283516999191,0.0,7.498018522945443,0.0,0.0,0.0006995915458850126,0.000699397118127855,0.30107350651741166,0.10101453605561247,20.317692403279246,0.09606220590231813,0.06574561566896409,0.20661725956432844,0.06434129518320465,0.07235711324913906,0.001049518453258462,0.004195173555853328,0.0038486107340410707,0.0003500758989779576,0.07863947082197707,0.0,0.0010489625371271107,0.1653148758383256,0.006992234577777932,0.022022601434801073,0.029690861272711647,0.005949917410204705,0.0027998199406632403,0.0,0.038411545512231526,0.019218552738565813,0.009087612509215796,0.0006981248359408491,0.02587296044552078
mogalakwena,0.1327776080582983,0.03493493019634737,0.0,0.020060865712600597,0.0,0.03379308200639522,0.00415498777583233,0.42344519400132724,1.7348730291753958,0.020727952004743717,0.0,0.042068107007920554,0.05983893459749789,0.0,0.0,0.0,0.0,0.0,4.068273337266863,0.002365620668457331,0.17228039514771606,0.009477925097017803,7.248412973797142,0.7980522406724003,0.0,0.29747163592913345,0.007705771698801314,0.035447345335472356,0.10953831308678567,0.05395918932296445,0.000589699821170772,0.0,0.0,0.0,0.0,0.0,0.41746673647983235,0.07991005969422352,0.0,0.0355329528481391,0.0,7.400704863782604,0.0,0.0,0.0005924467034842932,0.04142080003236893,0.37263821306293393,0.05147810178023867,8.501617664413864,0.06631146671739384,0.3999923938113317,1.7673493257466393,1.444032138972692,0.03260795476408749,0.0017771852104773805,0.027805234799491242,0.008273577799392548,0.0,0.09459929891535175,0.0,0.0017797297803477557,0.07708104027358892,0.015422417906132399,0.030841417786570218,0.06091675475370098,6.328504785496699,0.0,0.0,0.0065185345859007406,0.004745968326828623,0.002966221836458471,0.08046686627150033,0.10939514682343707
mogale city,0.15175557730689898,0.039974537733373915,0.0,0.0,0.0,0.5170937714517081,0.1465021542852087,1.249250389656517,10.702980385063814,2.6844019118177918,0.0,0.47116299852710514,0.12511042503641046,0.0,0.0,0.0,0.0,0.0,7.333742701924037,0.007999651565277979,0.0,0.005334853671585822,0.48703834252469747,2.316274091318435,0.0026644744128199145,0.34076731916972497,0.06924128131072563,1.1106475183338804,0.7297513224366924,0.8952204687325109,0.007997270369169964,0.0,0.0,0.015984438525486755,0.0,0.0,0.43188557314643394,0.23713338507078804,0.0,0.0,0.0,10.532696284736005,0.0,0.0,0.010665230936683102,0.002662354601879157,0.2423002149390665,0.6923674708287011,6.9944661068763025,0.14922810083559385,0.9434945469652876,0.14388301645287102,1.5670250251889835,0.35435530387278236,0.1412806640912593,0.021308228139132968,0.21051649214169557,0.01065690104225742,0.08525257078639994,0.0,0.2930188371203063,0.5913725321395902,3.7607237240174793,1.6353603515726018,0.002662517293237723,0.04534596827792437,0.27172563813186623,0.005331691816595433,0.007994608902104931,0.03731877695715445,0.037316644823181186,0.3276262094307794,0.5619992495748195
mohokare,0.55820173649442,0.00039252378792394114,0.0003929331390569392,0.04952676149436404,0.0,0.0035361491970778386,0.4012981516377547,0.5011085762358749,9.889656639485501,0.415481470027277,0.0,0.04048906819254472,0.0035397817948859328,0.0,0.0,0.0,0.0,0.0,1.274754866757752,0.003923200949764266,1.0689945630722768,0.008253014435034692,0.09675450639136464,2.057994214698998,0.0027576742212476984,0.03025693061298364,0.010986948963180981,0.2532567834261234,0.645541506608987,0.004717228546696596,0.0003929475405592324,0.0,0.0015772664651343311,0.18562664470301898,0.0,0.0,0.0,0.01531447243409976,0.0,0.0,0.0,2.6224773413306455,0.0,0.0,0.00902081745550349,0.09426449637071853,0.31354558464542487,0.15906733741157725,4.589194667028601,0.3018507589393155,0.03302274128650956,0.006679848183537389,0.07268632043172353,0.008645822214613937,0.0007867615942057213,0.0,0.0031425115847410973,0.0,0.055818870918784146,0.0,0.0,0.0,0.0,0.0,0.017657531530189063,0.0,0.005107777273703448,0.0,0.0003929547422878253,0.009429912422430157,0.000785492976506184,0.0043108999071279274,0.06398160446297342
molemole,0.060427769492448775,0.0,0.0020110359786751396,0.044275621828863014,0.0,0.017104477409583485,0.015115927629245204,7.9332919508704896,4.264491788526845,0.22438871168258556,0.0,0.3502746840129207,0.14188241349035718,0.0,0.0,0.0,0.0,0.0,1.8575327562380035,0.0010065091139838723,0.045321763486372985,0.0010062623739626878,10.976224921625537,1.1115389763359254,0.0,0.6260126735984215,0.004024207246853733,0.12172406401225082,0.06741584899247534,0.017128904628162564,0.0010055384227942016,0.0,0.0,0.0,0.0,0.0,0.0,0.02616833580533715,0.0,0.0,0.0,7.384456084065331,0.0,0.0,0.001006783787776779,0.0,0.0060402361280327355,0.14789091435630608,9.50356484517084,0.03020717745062668,0.3431330305304158,0.9607999259524127,1.4337843694002212,0.018107619972761353,0.0010050895882528844,0.05733333525805305,0.026143849735299506,0.002013045670794038,0.10468157325532407,0.0,0.0,0.009078580142797547,0.011096693124179026,0.0,0.0020136134935341147,3.959286479047172,0.006039301869758399,0.0,0.0,0.0,0.0,0.05632177530522042,0.08251878386801241
moqhaka,0.42615138605218095,0.006678143972216938,0.0,0.010709839307601067,0.0,0.03927580541464584,0.04242461431870469,0.526389515840406,11.054861474875086,0.66456512264264,0.0,0.00578160359820416,0.009789806693616235,0.0,0.0,0.0,0.0,0.0,1.3389444020441048,0.005782024114373563,0.05455462771704491,0.009767421297081903,0.11294280169928757,3.375707167759624,0.0026654999001677667,0.07244656542699256,0.016954935213570922,0.7619415266505106,0.7019233675984742,0.050797224230604024,0.0008913372063012182,0.0,0.0,0.045558664341688995,0.0,0.0,0.052844105294893556,0.016924349442087365,0.0,0.01775489980913907,0.0,8.951531399908294,0.0,0.0,0.10728997740153103,0.08471567321524122,0.0035504607724734295,0.5783683124379495,1.9956422632715083,0.01778298665392371,0.017848174251659122,0.05130369818650318,0.28686678271492133,0.027243075633398804,0.0004465016412577758,0.0004461797424718226,0.005350828755147701,0.000446567646171514,0.04994451227524444,0.0,0.000887324085259605,0.028134550571091124,0.16115537616773914,0.008922391354976252,0.0013391105064160325,0.0,0.035227799043563025,0.0,0.0040155840955162945,0.037902731328058804,0.0026779222153504112,0.018702049811015854,0.13461196444908008
moretele,0.09864634844959164,0.007216462129311091,0.0,0.002404055920272898,0.0,0.021677197355029452,0.0,0.004815802075946128,0.007209140093693367,0.026436135639221106,0.0,0.009636672737212233,0.0,0.0,0.0,0.0,0.0,0.0,7.543480964099845,0.03368084195692789,0.009612633434775988,0.0048156621798005565,8.569734849960614,3.3059093693512156,0.0,0.6901403301340295,0.06497984423211553,0.8257015462819516,0.9938345607069015,0.009623350481405833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024065093485193558,0.0,0.0,0.0,5.408810728918033,0.0,0.0,0.04809706313712882,0.02406249104394447,0.0,0.050492032748401514,10.294526294481354,0.012040583681354156,0.6549263769036722,7.038254574838221,1.988632094154708,0.1973674629661194,0.038554235965965925,0.1204535911458226,0.06505115425365805,0.0,0.03608374258222117,0.0,0.014455114584188314,0.35877617158880987,0.12287153802354708,0.03614537536543775,0.0,8.766106740976761,0.0,0.0,0.004817835440852682,0.0,0.0,0.03131887077309172,0.19502355531317378
moses kotane,0.16513414332152887,0.047222246034633666,0.0006306434719471249,0.005042306468836738,0.0,0.025219306582204414,0.0,0.0,0.015735316375166147,0.003782643381255302,0.0,0.005044229112696452,0.0,0.0,0.0,0.0,0.0,0.0,4.65765475741492,0.006920582624520928,0.02331276096351584,0.029622218579706178,6.601315336320448,1.211618593919108,0.0,0.30389881576967936,0.0,0.0012605210506328774,0.020155451967475608,0.02900535365757424,0.0,0.0,0.0,0.0,0.0,0.0,0.08879784750559278,0.2588067332624241,0.0,0.025164276512158176,0.0,14.25277743687374,0.0,0.0,0.0,0.0018885555596046383,0.025202153268323778,0.019531983449645345,7.087172566610493,0.23130278483824113,0.5033286969881697,3.396246649035761,1.1476458969728462,0.08128065909679466,0.0,0.006299651102712464,0.004412786368208866,0.0006303817830336665,0.04217494550630484,0.0,0.0,0.052208184500303165,0.012581443573928526,0.00189013094302474,0.0012592622940330402,4.410416963309311,0.0,0.0,0.006937593051039445,0.0018914912138012752,0.029643417014296215,0.0012601206221801516,0.07683699377471839
mossel bay,0.061126508145559054,0.0,0.0016535069473976511,0.02478647710105593,0.009935148961630837,0.15220452478675325,1.0998056563093588,1.0556140434601704,13.157210082545392,1.745437112293441,0.6484982421188401,3.3344448507016744,0.2410756727228309,0.0,0.008255036879391208,0.0,0.0,0.0,10.278339263840229,0.008267240139345695,0.003306594849572295,0.028128627510881393,0.02148220355515973,0.22155634410367725,2.2285047093305943,0.622514512182867,0.013203181763049174,0.07434445465433341,0.8639617470771169,0.305962799481101,0.0,16.86537745104528,0.0,0.03472509817403183,0.037923204129801553,0.0,0.0,0.07605568947005013,0.0,0.0,0.0843047391006264,3.6366545884820436,0.0,0.0,0.0033135730792150115,0.008260607346352401,0.2375799311316819,0.013197128025487,0.861316512657694,0.14211240079576268,0.18524673177082293,0.0,0.764167110773637,0.12235384289354573,0.0016546323555874938,0.0,0.041355558416102105,0.0033092295000096694,0.08429769283285128,0.0,0.0,0.0016520346924345022,0.09589088496386121,0.006611188924775775,0.02477073210703276,0.0,0.3563444744025381,0.0016546675761236092,0.0,0.1471857462128286,0.02482253343185087,0.016531088199292224,0.20991329559942257
mpofana,0.8051773381346169,0.0019841708158533644,0.0,0.009900173150776402,0.0,0.011896840200579508,1.2496350897792183,3.9882005074731928,11.484995575553334,2.889235471654675,0.14480310505264488,3.464244501171513,0.007923550828067196,0.0,0.0,0.0,0.0,0.0,4.1779366571897345,0.0,0.22174561207004181,0.01386120111121516,0.09699645473595933,2.6905830654022305,0.0,0.6298500354933388,0.31526848694723447,1.1128349012238778,2.2785609220485235,0.02379296664119241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019804209962187565,0.0,0.0,0.0,8.10836159983791,0.0,0.0,0.039656387572419606,0.08322658363277474,0.01585667756387221,0.013888786752664556,0.6433026635709755,0.04957504043033245,0.07731164280288784,0.007916247900547908,0.4677383282418978,0.18233790891932714,0.0,0.0,0.0019830559070903968,0.001977701376595069,0.039654001595163954,0.0,0.0,0.0,0.0,0.0,0.0,0.10302405066849961,0.9737649362908813,0.0,0.0,0.04759152289517751,0.007937282100177372,0.10899553496684242,0.2854175808001031
msukaligwa,0.59475211613032,0.05407517090058812,0.0005930838172064177,0.01544750612806385,0.0,0.032685108290140166,0.034470234969266114,0.6443182711338276,20.190836077982823,7.605835652831184,0.0023829030165015415,0.1639788699843458,0.015432909011992731,0.0,0.0,0.0,0.0,0.0,2.666121804340283,0.05102748071010181,0.006533006163519737,0.0154320830513103,0.14909722178577484,6.250556958379198,0.0,0.8013365141874093,0.9390048438905949,2.8350650302627622,3.5032567942312345,0.048716126763386186,0.0,0.0,0.0,0.0,0.0,0.0,0.20670914559732045,0.22615978013383173,0.0,0.014262267152764478,0.0,26.444640424254292,0.0,0.0,1.046961894271886,0.028530419032340763,0.04155860777455689,1.1081758651345597,0.3973092652735967,0.10570580060473288,0.19724578735825335,0.01663106228033265,0.37190468890178585,0.14020004965128663,0.007719052025615641,0.0023741846736834394,0.030882272571061114,0.007128089492701773,0.09685346420788837,0.0,0.0005944250674004296,0.0011888967071204052,0.02674802017623776,0.00416063103255363,0.000594331977957943,0.010112788177454753,1.99992647552884,0.0,0.0,0.008910279283224189,0.00534668396737418,0.04043070382942688,0.0974424893287195
msunduzi,0.14752597475028018,0.009221993740234672,0.0,0.004611120411122959,0.0,1.0092060961664777,0.036907602118962116,0.0,1.1622626356525267,3.0103666128551847,0.8622468505129026,8.125498536839254,0.013832208343499432,0.0,0.0,0.4748246385788588,0.0,0.0,8.517093539674987,0.0,0.009227850608596702,0.013826786595955702,0.03687697261170746,1.8310958462212585,0.0,2.079636514420182,0.4289276880034697,0.1245642495111385,1.2404310087953607,0.9448573352873725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0737342934164401,0.0,0.0,0.0,11.164600253997184,0.0,0.0,0.0,0.03687275642411643,0.013834858304396494,0.004611285159874778,0.29043737140467096,0.05531429025969183,2.1941061500789436,0.8895294253702378,14.750232046021756,9.496269263801238,0.11060609054561157,0.11062440379828613,0.7973565650093289,0.9035236871783324,0.046088356045768955,0.0,0.013833196835961936,0.04611657318779343,0.29512983643276863,1.2218969537701714,0.0,2.7215901348595217,0.33191374262091244,0.02304326422552268,0.004608406370996978,0.48845304191306743,0.11980840240344266,1.7892903398358622,1.1344419606792278
mthonjaneni,0.03846016124550606,0.0,0.0,0.05120173453497399,0.0,0.010672845718513563,0.0,0.0,0.061889693071124664,4.402405694069046,0.15806842309820027,8.893872197156353,0.10681729966294488,0.0,0.0,3.414400751897846,0.0,0.0,16.294465962709967,0.002133393256057257,0.06826142578994038,0.029869902982264274,0.11315201960588138,1.319441488028124,0.0,0.863068694658483,0.012827509738306691,0.014947014907554458,0.3460562545825513,0.0021356823853229145,0.0,0.0,0.0,0.0021343000564563773,0.0,0.0,0.0,0.002134227435797935,0.0,0.0,0.0,18.66506224182842,0.0,0.0,0.0,0.008541243656053481,0.4269941722347743,0.07690541237370634,4.04137591628758,1.0369246183002472,1.1959194254955114,0.24986527785792162,2.6806252769856296,2.4409421569728886,0.0,0.0,0.012813372422744966,0.004274030193754821,0.0938986370899707,0.0,0.0,0.0,0.0,0.0,0.0,3.280201912295757,1.4821764096682202,0.0,0.002136594444314617,0.012818872918716235,0.008546195181348444,0.22422269909934825,0.7519018713565108
mtubatuba,0.5040186534664465,0.012477223017647133,0.0,0.014266911523798002,0.13008422750732113,0.03567247675579745,0.0,0.0,0.0,13.036098646451894,5.230033381571046,2.9568527929823483,0.07134120964749699,0.0,0.0,0.2674838271888708,0.07138575024920986,1.5455987379749572,11.15977439951493,0.1993185452093167,0.12288028574626453,0.008909200062152059,0.055211015300856134,0.3135096792137523,0.0,0.5735891729331276,0.05525253240646883,0.8634265690061488,3.632230268006864,0.01961028671422424,0.0,0.0,0.0,0.003567786420480057,0.0,0.06951155656144076,0.23882292254863619,0.13001514939354136,0.0,0.030288750054811013,0.40787340993697174,10.024033128767876,0.0,0.0,0.11768225552774245,0.041004672176258056,0.008903298770196376,0.014243349297995036,1.1417787086060904,0.1940849191812261,1.9077454470412347,0.5417189608463107,4.8218916430744825,3.2315284482558817,0.0017810581726460622,0.0,0.0017789926860577758,0.005347744856729576,0.06055871382704007,0.0,0.0,0.0,0.0,0.0,0.0,6.090053881589691,0.8409223686978461,0.0,0.0,0.01962197746621718,0.007135088402228706,0.14968595420163272,0.602019567272016
musina,0.06822741072848464,0.018133049908805137,0.0,0.0863744477955668,0.0,0.015273380492896869,0.07850988123516234,0.25847617801800965,1.274159369009916,0.004620237073605523,0.31223290149222593,0.019560903995943246,0.41865079643804887,0.0,0.0,0.0,0.0,0.0,1.2808348378195367,0.008878391989659609,0.31805205850660767,0.005689167100184676,0.8542055515225787,0.1059839007095646,0.0,0.030945259943558696,0.0,0.07002413725892927,0.0,0.02310691201962908,0.0,0.0,0.0,0.0003555519058474728,0.0,0.0,0.12336101002650948,0.06471568469397855,0.0,0.011731198194122376,0.0,9.213692512733958,0.0,0.0,0.001421619629783995,0.051173866358585895,0.059322069646870555,0.01955410855898919,1.8484864666242546,0.3770706598884522,0.11378354296627634,0.25357978618270755,0.17534281059789542,0.010674268386021845,0.003909410824840233,0.005687238295553294,0.0017764212541881025,0.0,0.0341388177293489,0.0,0.0010664670455494967,0.023458774443164816,0.00426558794149883,0.0,0.03808382239881155,1.2830477401423483,0.0,0.0003552764503741257,0.0,0.0010658934430185624,0.0,0.019920015340311775,0.03626964214322995
nala,0.6925088158921241,0.008570088134396891,0.0008569996965739574,0.006840623282132184,0.0,0.023075077059904008,0.28833174369694453,1.558451771480998,2.6103104269429194,0.319739648952093,0.0,0.0034151888545941624,0.01881480555656794,0.0,0.0,0.0,0.0,0.0,0.7653953341136924,0.022267168254607513,0.01025819461565049,0.0,0.13595310174003172,2.180308537352044,0.0017076338914632932,0.04697291915623607,0.004272902592216525,0.3851533302126729,0.10597094869071472,0.045255671302630654,0.0,0.0,0.0,0.089916508034525,0.0,0.0,0.0,0.005139693615322937,0.0,0.0,0.0,9.435102940878641,0.0,0.0,1.6959610180859257,0.13335474280938855,0.0,0.23340069658649037,1.2170340491644147,0.0017097489519359759,0.036748925637699,0.04358398683812275,0.2913612464000519,0.013679860471396507,0.0008565881785651258,0.0,0.031572678693150266,0.0,0.033327814573774664,0.0,0.0,0.0,0.0017140420243839912,0.0,0.0008566306982196074,0.0,0.0,0.0,0.004270326651271596,0.02650295727088247,0.0,0.02480752008921797,0.1641436270668706
