Municipality,Barren Land,Built-up,Cultivated,Forested Land,Forested land,Grassland,Mines & Quarries,Shrubland,Waterbodies,Wetlands
lesedi,0.3940282165765469,4.064271906560474,27.718246724928022,0.0,8.245102033426704,19.05643726790176,0.2736959190447089,0.0,0.8043991714662044,1.9823904264445489
letsemeng,0.7350965113195977,0.23893540841728989,14.328283802951006,0.0,5.9108884300048325,4.660398365241763,0.05163624565431845,3.6280025565223553,1.9868031877261185,0.6448316319404478
madibeng,0.30892309900057924,7.545456768432916,18.59320979210333,0.013573515533002765,20.215094448687882,11.7154173269914,0.8716759066396249,0.0,0.8687754689747048,1.3678312588596162
mafikeng,0.06586088552031708,7.8074085004334135,19.106284989468293,0.0,20.65876495320034,15.285975511904775,0.2682880387477689,0.03932093020143654,0.2804213339717436,0.024549920445111034
mafube,0.2973473690963069,0.7008114559196822,30.39600920536468,0.0,0.4986117236439143,13.047812387955693,0.023155584785690193,0.0,0.5394968313589914,5.231944457774795
magareng,0.07727194350217516,0.6948938906419764,6.470663366432902,0.0,17.143721501919117,5.816065273772436,0.15242456410713276,0.23889952009193596,0.7950065752803941,0.20875328467103765
makana,1.203913880212844,0.7841321797781413,6.3282935758092895,0.24631026779681303,44.836619281412624,11.272121694345048,0.038134114199263415,7.370897520097172,0.1501146732660334,0.06410430370023519
makhado,0.2387636387734061,3.9702005351558225,12.025721256112442,0.2837159002309948,18.93430273126169,5.913504775825516,0.015411586662697154,0.004335642655621708,0.195054021672224,0.12385561412516657
makhuduthamaga,2.5581698294979773,14.5083929566129,16.616264392695996,0.0,13.437508237300754,16.954601984526295,0.10120027847438864,0.0,0.10624594640954257,0.05483493060919724
maluti a phofung,1.2639897040398416,4.017920346331437,21.638361095311755,0.06866980915605364,2.4428616577042317,4.578998201568082,0.024264397305638598,0.0,2.0772875699417805,1.1586771741626214
mamusa,0.07571337682046149,0.6104388007107372,15.452835427087386,0.0,10.219914640886033,17.32515792568145,0.22525268789827624,0.0717985255560523,0.3579175324118206,0.000984785216389233
mandeni,0.44561197404015246,25.963474236362384,17.28919814047934,1.5375614205477801,15.789096249907105,9.756974199029665,0.06905565324520176,0.0,1.0359508838224796,1.7634862611033975
mangaung,0.7221804651040338,4.579991004858248,22.151917620496807,0.0,4.090968077390472,4.672965924042483,0.08280605451841044,0.08178087374064157,1.5152967681819758,1.110902262704384
mantsopa,1.7830928755263862,0.6120002687980401,34.11531141133719,0.0,4.03740523118496,13.71525386256565,0.013799464295552294,0.003236145197836926,0.8362328243506427,0.9340136669839721
maphumulo,0.2447893063062239,22.728390314792048,6.450303982581746,0.24847237090914454,32.01677640751586,3.8874366606794837,0.0,0.0,0.08551301260021434,0.06217600379001653
maquassi hills,0.06445539387359969,0.7348866319373254,39.67921866907487,0.0,6.634854369438098,14.840792884713025,0.2251912811799596,0.11375393670768856,0.513707230338924,0.07968017723473625
maruleng,0.3688369617467832,3.3732343853162043,10.246294840939917,0.5247043638295728,14.269340974182487,2.2784883178258344,0.03361735574142428,0.0,0.31481725453031567,0.14586228459816897
masilonyana,0.08086083552245983,0.3771280921498426,22.896615200881573,0.0,3.0198432438465233,2.9585980214423113,0.12069902775413499,0.06555494794123978,1.111248122450914,0.2609228162616019
matatiele,1.3390536228888288,6.526869493564508,22.67817136867642,0.17820709746586585,7.887938102674707,9.350993745946072,0.022134883512072958,0.0,1.0196288868965362,2.59150159376079
matjhabeng,0.08847750853736427,2.53313853903847,18.696788929326857,0.0,3.35691560505951,12.571564334268292,1.1016986037008267,0.0921176992106528,1.949788445118419,1.0315662348623902
matlosana,0.021713992590402437,3.6747567737016538,26.88503535462755,0.0,8.934694853156534,18.17118465966134,0.8583229829387753,0.0947846339204838,0.32066917748684043,0.6452932199530471
matzikama,8.965116051712023,0.32960453385633226,9.6367435054639,0.003957283183272045,2.561929312793156,12.244167256941044,0.31968415063878053,22.85426525233343,0.09639617901971645,0.08891604005196323
mbhashe,0.5176543974927199,14.090559381099956,21.794020054413796,1.0233319113919617,35.18913686059666,10.401081205100768,0.007159169061425438,0.0,0.2945263366912032,0.1043223060749507
merafong city,0.35240139820414135,4.351967574214091,19.611956215484927,0.0,9.110560611643445,9.896247468898771,1.2256353700694096,0.1421944160069561,0.5672799097539113,1.1512546820800336
metsimaholo,0.20896590685718838,4.917792106264439,23.526204366100245,0.0,2.6892367000572204,18.02995429970627,1.7079238618052013,0.1135972855332015,0.6365338051538331,2.676258154642258
mhlontlo,1.9771789747284845,10.555662297034697,20.33156430296932,1.875974400303705,16.674228612531955,19.78510336659139,0.04267164020519402,0.0,0.4547969620197743,0.9206199951586591
midvaal,0.2520919267569251,10.255569457318664,22.230505032083492,0.0,10.6578866942659,18.88304322578868,0.18183113736238612,0.030995557019710972,0.5357557667979926,2.9511957571588514
mkhambathini,0.17507215819108204,7.452392095168586,10.946849092056032,0.8576436642178616,26.180371776321092,5.469208962070718,0.06762322554311187,0.0,0.49722454872323946,0.7600955495191976
mkhondo,0.45440327800357005,2.580713772320985,12.509774042718549,0.16903422899500076,33.35181579487834,16.260259078132137,0.06812780288432184,0.0,0.25138546755358265,3.8305886843441774
mnquma,0.38855420421640624,13.617096198140025,25.269519857717345,0.6593614143736857,27.620686777218673,13.762710815486725,0.012888635306675233,0.0,0.2350647502595985,0.1621240438058566
modimolle-mookgophong,0.4055188344965078,0.8815847572146541,22.88428428098819,0.0,31.815552008289906,7.527709384218155,0.08355580159401373,0.0,0.2752229729023678,0.6178424623506117
mogalakwena,0.6336565613091018,4.193406724939588,16.911937478241246,0.0,12.68416516247363,7.461621618536305,0.5334994488433658,0.0,0.2097257849904989,0.14498565842225802
mogale city,0.39952796733993834,12.1481496152195,15.490509684727865,0.0,18.447866828105806,10.535358802029242,0.6770162285863919,0.015984438525486755,0.20505770057883516,1.840398840770573
mohokare,1.7378408691011455,0.26793711846921536,13.002606438476827,0.0,6.484095186691455,2.640134872860835,0.015707419974658993,0.18720391116815333,0.6622725072476229,0.8987982900351104
molemole,0.12685130800787928,3.14025105384149,29.03287560074481,0.0,12.089691213330415,7.386469697558865,0.02717387422813135,0.0,0.06344558925890069,0.18913991300472616
moqhaka,0.09237993856541668,0.9269792445701132,15.223949803024539,0.0,4.61852950303797,8.95287051041471,0.08841469175242121,0.045558664341688995,0.6248351806411702,1.4638648942489847
moretele,0.057738114993330925,10.934032241735924,21.413711739004178,0.0,17.924572099706033,5.408810728918033,0.024065093485193558,0.0,0.17802236475997602,1.8195361069888532
moses kotane,0.2917805881634384,5.419493701786902,12.572607244273419,0.0,11.773186179969011,14.254036699167774,0.37276885728017506,0.0,0.2148755883877143,0.021415973018108485
mossel bay,0.4259877929790493,2.1648135624109996,18.69735007036337,0.6484982421188401,16.589079341921064,3.661425320589076,0.07605568947005013,16.938025753349113,0.1586589346191505,0.9383062017314503
mpofana,0.2970775032150229,1.2645506143475824,20.58033801799229,0.14480310505264488,12.162373016630443,8.10836159983791,0.0019804209962187565,0.0,0.9300444801556647,3.3913958232724015
msukaligwa,0.22027240138097515,1.137162015608192,29.05059790256965,0.0023829030165015415,13.941347933092809,26.44523475623225,0.4471311928839167,0.0,1.7249126841523412,6.338321824493997
msunduzi,0.08298811958380799,36.38902139495817,8.799781027405942,0.8622468505129026,20.279921088554882,11.164600253997184,0.0737342934164401,0.0,0.19362072491463125,1.3649952583064993
mthonjaneni,1.585515344115993,7.690772938122496,9.201669271940732,0.15806842309820027,35.191201592264875,18.66506224182842,0.002134227435797935,0.0021343000564563773,0.047001404901559546,0.36100326949010575
mtubatuba,0.6695381879381228,11.4060963595725,9.052335006566583,5.230033381571046,29.1496702655511,10.024033128767876,0.39912682199698857,0.003567786420480057,1.083056214125066,4.565168393574454
musina,0.8496976278271569,0.7236742455565052,4.309667844119372,0.31223290149222593,3.1730565540723292,9.251776335132769,0.1998078929146104,0.0003555519058474728,0.13895594662565966,0.07002413725892927
nala,0.04107573510432616,0.7409003222579215,6.845123842409421,0.0,2.5389849176712844,9.435959571576861,0.005139693615322937,0.089916508034525,2.5312516646184093,0.4911242789033876
naledi,0.03940763969158788,0.5283521049317688,10.94585940025041,0.0,16.954034027886568,12.066379699174835,0.02576801773491917,0.041484246953215544,0.14860629173254106,0.0025297894612907926
nama khoi,8.755430034743462,0.2416321242315162,1.613108678181481,0.0,0.46686865801083927,2.7957828658104407,0.2585124372952911,5.459898229598758,0.015161005193084935,0.0001914764826830498
ndlambe,0.38518588222040795,1.7729264944702363,24.064433183936785,0.35237794899410974,40.632254277044,12.017546246390891,0.023497164523872193,0.8497940298400507,0.42881531287181435,0.07409400620433701
ndwedwe,0.16093441272831,23.08239631241454,8.120030689674651,1.2752013180791975,29.69823415520971,7.701835192663716,0.0032188849575093418,0.0,0.07717733747438316,0.12237738819596963
nelson mandela bay,0.2947468164299668,17.70320556091658,6.322939623465954,0.03387096016705549,40.36141250242418,12.694178098565182,0.3540644906442241,6.915192384518709,1.0080842406043315,0.8779305869514626
newcastle,0.3210696996148835,5.293662762870102,15.425834472199822,0.5878622627686584,10.363656941618675,7.559089439332929,0.6102173373340787,0.0,0.4770587832484609,3.2225216990664753
ngqushwa,0.5344931189054841,5.595241610444804,18.88454183051027,0.1514952409822037,37.96943390351178,11.757451455004418,0.02368731929403313,0.23062549627007609,0.22456305266870108,0.06636238939043473
ngquza hill,0.3773743749701607,13.287636704167749,23.483812644621562,2.392336165381211,25.01043767433958,11.88746569755234,0.030296449751675045,0.0,0.08400159263343474,0.11700483888641228
ngwathe,0.15561056593953584,0.8112831038744097,28.41330710053328,0.0,3.206582981089129,12.946082184536323,0.05713301481904007,0.04369605806917925,0.7098605074463868,2.261852702025651
nkandla,0.6712779650113398,9.060517394863272,11.535258338755117,3.849507037784775,30.212432975279082,15.548401971912522,0.0,0.0038256956516753912,0.07657254513573421,0.13004573666784555
nketoana,0.19243039725571517,0.5260923680957477,30.315996719015025,0.0,1.229694825844794,18.815771774743933,0.008174460449811058,0.008170324194340812,0.6896058466155656,3.6612605423170717
nkomazi,0.3175484992898606,6.102437356664599,18.956839818444145,0.6075925443530843,27.722271984594343,0.4260039555463578,0.07597779528099935,0.0,0.7499875385366,0.722065847814325
nongoma,4.227801583767355,10.164283302585508,19.47084742870431,0.1308798393962126,34.20165385345908,15.774554830457149,0.011315157530833257,0.006451582651058706,0.08721211452785976,0.2389155411690498
nqutu,4.171542802821743,9.856317235353062,23.60056841180261,0.0035862950842768405,4.980679215932766,20.028356678881796,0.012510440381492655,0.0017864828054912883,0.11972825058541957,0.1804349795207011
ntabankulu,2.221109619555327,12.549907760529189,20.178841564970732,1.5811794616875752,21.44507840031982,18.744234187289422,0.004929399973005139,0.0,0.4669288908638305,0.4711504617462588
nyandeni,0.2496546281148563,14.969036066352887,21.936593327971963,1.65217277806339,25.666585083737324,14.108237400418297,0.030192702709994072,0.0,0.16347617358699776,0.48559534733091236
okhahlamba,0.5684060484432716,4.850901339578702,21.036053190596345,0.6901166643804867,6.724832393859536,6.942089587375576,0.004397822530997338,0.0,1.9482652216393535,0.9914800257785126
oudtshoorn,6.539936471468368,1.0033117950432406,8.850812874503667,0.0,11.810999665953515,19.66272631012181,0.0469428392767364,16.156634905327394,0.26451894381024965,0.6130402709859796
overstrand,1.2287696037550382,2.1833009928417084,11.169873231647804,0.47947657076554806,17.59607478142797,3.894647568411115,0.06079250299471398,9.067809150053654,0.9854275326620102,2.1287503479048793
phokwane,0.06811787295172418,2.592839004228643,31.711053972350932,0.0,16.42134843397576,15.154563969136067,0.04256795735714999,0.11917847312449445,0.3789596543487338,0.03405540497336611
