Non Vote Percentage (Registered),NuPhotos,PotholeRatio,PeopleRatio,TrashRatio,CarRatio,BusRatio,TruckRatio,MotorbikeRatio,RoadRatio,PotholeLagDifference,PeopleLagDifference,TrashLagDifference,CarLagDifference,BusLagDifference,TrucklagDifference,MotorbikeLagDifference,RoadLagDifffference,PeopleCarRatio,Fruitless and Wasteful Expenditure,Irregular Expenditure,Unauthorised Expenditure,total waste,artificial dams (including canals),artificial flooded mine pits,artificial sewage ponds,bare riverbed material,coastal sand & dunes,commercial,commercial annual crops non-pivot irrigated,commercial annual crops pivot irrigated,commercial annual crops rain-fed / dryland,contiguous & dense plantation forest,contiguous (indigenous) forest,contiguous low forest & thicket,cultivated commercial permanent orchards,cultivated commercial permanent pineapples,cultivated commercial permanent vines,cultivated commercial sugarcane non-pivot,cultivated commercial sugarcane pivot irrigated,cultivated emerging farmer sugarcane non-pivot,dense forest & woodland,dry pans,eroded lands,fallow land & old fields (bare),fallow land & old fields (bush),fallow land & old fields (grass),fallow land & old fields (low shrub),fallow land & old fields (trees),fallow land & old fields (wetlands),herbaceous wetlands (currently mapped),herbaceous wetlands (previously mapped),industrial,land-fills,low shrubland (fynbos),low shrubland (nama karoo),low shrubland (other),low shrubland (succulent karoo),mangrove wetlands,mine: tailings and resource dumps,"mines: extraction pits, quarries",mines: salt mines,mines: surface infrastructure,natural estuaries & lagoons,natural grassland,natural lakes,natural ocean & coastal,natural pans (flooded @ observation times),natural rivers,natural rock surfaces,open & sparse plantation forest,open woodland,other bare,residential formal (bare),residential formal (bush),residential formal (low veg / grass),residential formal (tree),residential informal (bare),residential informal (bush),residential informal (low veg / grass),residential informal (tree),roads & rails (major linear),sand dunes (terrestrial),smallholdings (bare),smallholdings (bush),smallholdings (low veg / grass),smallholdings (tree),sparsely wooded grassland,subsistence / small-scale annual crops,temporary unplanted (clear-felled) plantation forest,urban recreational fields (bare),urban recreational fields (bush),urban recreational fields (grass),urban recreational fields (tree),village dense (bare & low veg / grass combo),village scattered (bare & low veg/ grass combo),Murder,Attempted murder,Robbery with aggravating circumstances,Common robbery,Rape,Sexual assault,Kidnapping,Assault with the intent to inflict grievous bodily harm,Common assault,Burglary at non-residential premises,Burglary at residential premises,Stock-theft,Shoplifting,Theft of motor vehicle and motorcycle,Theft out of or from motor vehicle,All theft not mentioned elsewhere,Arson,Malicious damage to property,Commercial crime,Drug-related crime,Driving under the influence of alcohol or drugs,Illegal possession of firearms and ammunition,Carjacking,Truck hijacking,Robbery of cash in transit,Bank robbery,Robbery at residential premises,Robbery at non-residential premises,Attempted sexual offences,Contact sexual offences,Sexual offences detected as a result of police action,Sexual offences,TRIO crime,Contact crime (Crimes against the person),Contact-related crime,Property-related crime,Other serious crime,Crime detected as a result of police action,17 Community reported serious crime
32.59424852107,1177,0.1104502973661852,0.0424808836023789,0.0475785896346644,0.3457943925233644,0.0093457943925233,0.0246389124893797,0.0339847068819031,0.672077922077922,-0.0538666759453161,-0.0236686310765475,-0.0194773009506379,-0.1884315828790815,-0.0055908045044038,-0.0083932843595065,0.0010604937251318,0.1221341038184873,0.1228501228501228,0,2332519,26061573,28394092,0.0863456276185835,0.0039190507153897,0.0019630562309371,0.0372754299177052,0.2889380386378639,0.1276116793083874,0.098194480528448,0.3223510136893035,6.693014638450162,0.3528910657766188,0.479476570765548,4.821448647175435,0.1746183056265941,0.0,0.5279233563722484,0.0,0.0,0.0,12.00208313876418,0.0098129782692744,0.0,0.0235384730582178,0.0,0.0392494930048292,2.5778415681784157,0.6325814004779045,0.08056050226168,0.2157604109892688,1.9129899369156105,0.1177933255891283,0.0,9.067809150053654,0.0,0.0,0.0,0.0,0.0,0.0607925029947139,0.0,0.0,0.8184933430496708,3.894647568411115,0.0,0.0019704972830976,0.0353779911113692,0.0373579666529622,0.3569217473185874,0.0,0.0235451655231446,0.5358214096116072,0.1434111689165466,0.0019674218277596,0.8834827244331019,0.296503641883301,0.0137471263954254,0.0,0.03534455733236,0.0058894218728523,0.1080037562304938,0.0,0.0,0.0,0.0137336845782547,0.0412091734409977,0.0,0.0,0.3961067641885883,0.0019624237860129,0.0,0.0863260923470963,0.0902759923106806,0.0235604398123964,0.1924783627769128,0.0032651546774268,0.006483929316822,0.0171049580260655,0.0071981819025091,0.0063076851723018,0.0024210379852511,0.0012337090116413,0.0401187328973609,0.0519549186030332,0.0233569871527294,0.1331199851583878,0.0004638003803163,0.0177913825889337,0.0044246556282176,0.0391169240758777,0.1063865312369556,0.0013079170724919,0.0366866100830202,0.0312879736561384,0.1323500765270627,0.0192848198135522,0.0026993182134409,0.0001855201521265,3.710403042530495e-05,9.276007606326238e-06,0.0,0.0039794072631139,0.0018180974908399,0.0004545243727099,0.0004174203422846,0.0002133481749455,0.0096006678725476,0.0059830249060804,0.1357265432957655,0.0379945271555122,0.2004823523955289,0.1554658874820277,0.1545475627290014,0.5296693103288345
40.1273022751896,731,0.1053351573187414,0.0588235294117647,0.0588235294117647,0.3529411764705882,0.0136798905608755,0.0287277701778385,0.0232558139534883,0.5789014821272885,-0.0509083078966863,-0.0402117699973664,-0.0086798521103084,-0.019508598222177,-0.0021080469093049,0.0067321855654315,-0.0078134614148524,0.1059808624842496,0.1666666666666666,438263,2945706,8554299,11938268,0.0521563653064899,0.0,0.0,0.0104153303053724,0.03796855349839,0.0284538430615339,0.0227434853037619,0.1146463778786566,12.776279926862248,0.1942294826459049,0.0113980606347173,1.2484520392825182,0.0359892691375864,0.0,0.0683170199054009,0.0,0.0,0.0,4.641284910518755,0.1014776585415543,0.022713924636732,0.0236586633309215,0.0199414576900518,0.0284299609284214,1.7627821375687571,0.535592341433039,0.0445831827458811,0.329321266527595,1.010612975727614,0.1649957539956372,0.0,10.44243279860077,0.0,0.0512906867710335,0.0,0.0,0.0,0.0455011236505538,0.0,0.0,0.3696097136388222,1.181744228069476,0.0,0.0,0.5908225868399586,0.0075904695212724,0.0265194534840033,0.0,0.5982181640411107,0.2850536294413671,0.0702321873104374,0.0,0.1689051843918555,0.0237313396901842,0.0028438715124981,0.0,0.0009479571708342,0.0,0.0899630137147548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1108160101847997,0.0,0.0,0.0113780840368239,0.0047408700397913,0.0170384511709595,0.1079864030606061,0.0032390412437918,0.0067557145941944,0.0132646450936237,0.0086991393404695,0.0091310115063084,0.0056760341795971,0.001357312521208,0.090724002838017,0.106518184902983,0.0213468241971804,0.1267544806737205,0.0097479717432211,0.0159175741123484,0.0018200326988925,0.0270228583767776,0.1309498102847271,0.002035968781812,0.0393312151031866,0.0225807446710059,0.1680599685350279,0.0207607119721133,0.002714625042416,6.169602369127309e-05,0.0,0.0,0.0,0.0021593608291945,0.0023444489002683,0.000925440355369,0.0007095042724496,0.0001542400592281,0.0164419903137242,0.0045655057531542,0.2456427183268038,0.0413671838849986,0.1866921676897923,0.1694481290680815,0.1916895456087855,0.6431501989696764
48.65687908706244,777,0.1891891891891892,0.1055341055341055,0.1003861003861003,0.3861003861003861,0.018018018018018,0.0231660231660231,0.0283140283140283,0.4429802331474911,0.0511185131520225,0.0604023314990879,0.05093271338461,-0.1346902581097193,0.005972160329589,-0.0103571367906486,-0.0065004110320345,-0.1833294814220871,0.2733333333333333,18386,196878284,104357068,301253738,1.8415100075970388,0.0020251770462072,0.0010122439427293,0.0293556193667345,0.0,0.0526517573888119,0.5668977207077888,0.8039755208136262,5.971857514106149,0.7468916808490417,0.0627133767354679,2.841751784125698,4.434359123798021,0.0,0.4670158354322739,0.0,0.0,0.0,3.953793526926326,0.006073417007876,0.0060788813220211,0.0334219369801384,0.0,0.0445652383385147,1.0794203510188265,0.1812528320771801,0.0435247291594126,0.2894313401545884,0.8722207135196852,0.1731213756100184,0.0,12.572531509726767,0.0,0.0,0.0,0.0,0.0060706901021459,0.0131715105379881,0.0,0.0,0.0,3.322750342100373,0.0,0.0,0.0151803189830485,0.0040459897768318,0.3166991392243277,0.0040457529950989,0.0010115347894393,0.3239875115068946,0.0961717988221535,0.0,0.257062309269404,0.0364158644348596,0.0091047826582602,0.0,0.0374563483129742,0.0,0.126594591204928,0.0,0.0,0.0,0.0161912251246825,0.0303529787149891,0.0,0.0141582828199421,1.0458130556388858,0.002024557921317,0.0,0.0253020607412148,0.0111364018276909,0.0820351138390601,0.287520754344665,0.007013495943892,0.0035708399714332,0.0179274478565804,0.0089362559285099,0.0089728799282169,0.002472119980223,0.0009064439927484,0.0526286875789705,0.0728268234173854,0.032338991741288,0.0844000073247999,0.0048984599608123,0.0111977879104176,0.0028108919775128,0.0327601677379186,0.111346115109231,0.0013184639894522,0.0470984636232122,0.0165998278672013,0.1548920507608636,0.0217912798256697,0.0017487959860096,0.0003479279972165,9.155999926752e-05,2.7467999780256003e-05,0.0,0.0021699719826402,0.0030672599754619,0.001181123990551,0.000402863996777,4.577999963376e-05,0.013028987895768,0.0055851599553187,0.1759325385925396,0.0484169276126645,0.1572085187423318,0.1391437308868501,0.1784779065721767,0.5207017158343863
35.0217901896629,1137,0.1248900615655233,0.0369393139841688,0.0439753737906772,0.5470536499560247,0.0202286719437115,0.0360598065083553,0.0193491644678979,0.6283500161446561,-0.100681592733299,-0.2271640683313247,0.0048234717335587,0.1839365392249597,0.01160782942045,0.0193456264734578,-0.0106187963664442,0.2142343683379688,0.067524115755627,0,2736925,2154825,4891750,0.061126508145559,0.0,0.0016535069473976,0.0247864771010559,0.0099351489616308,0.1522045247867532,1.0998056563093588,1.0556140434601704,13.157210082545392,1.745437112293441,0.6484982421188401,3.3344448507016744,0.2410756727228309,0.0,0.0082550368793912,0.0,0.0,0.0,10.278339263840229,0.0082672401393456,0.0033065948495722,0.0281286275108813,0.0214822035551597,0.2215563441036772,2.2285047093305943,0.622514512182867,0.0132031817630491,0.0743444546543334,0.8639617470771169,0.305962799481101,0.0,16.86537745104528,0.0,0.0347250981740318,0.0379232041298015,0.0,0.0,0.0760556894700501,0.0,0.0,0.0843047391006264,3.636654588482043,0.0,0.0,0.003313573079215,0.0082606073463524,0.2375799311316819,0.013197128025487,0.861316512657694,0.1421124007957626,0.1852467317708229,0.0,0.764167110773637,0.1223538428935457,0.0016546323555874,0.0,0.0413555584161021,0.0033092295000096,0.0842976928328512,0.0,0.0,0.0016520346924345,0.0958908849638612,0.0066111889247757,0.0247707321070327,0.0,0.3563444744025381,0.0016546675761236,0.0,0.1471857462128286,0.0248225334318508,0.0165310881992922,0.2099132955994225,0.0040450259229618,0.0034708932113156,0.0226782421100247,0.00815094470928,0.0059240057065311,0.0021834441003514,0.0007394133407564,0.043442708514562,0.0784822018859389,0.0183896447336372,0.0768989874386721,0.0013396429938411,0.0272974007446327,0.003157729914054,0.0328647482515049,0.1010386582692508,0.0014179338181565,0.0373012282960437,0.0267580639549044,0.1024913880093253,0.035952886321723,0.0011308674623334,0.0002261734924666,8.698980479487804e-06,8.698980479487804e-06,0.0,0.0023052298270642,0.0023487247294617,0.0005741327116461,0.0003392602387,7.829082431539024e-05,0.0090208427572288,0.0048801280489926,0.1692908591113121,0.0387191621142002,0.1326507533317095,0.155094122968788,0.1396534326176972,0.4957548975260099
36.878293459576746,824,0.1225728155339805,0.1128640776699029,0.0351941747572815,0.3555825242718446,0.0060679611650485,0.0230582524271844,0.0279126213592233,0.4972826086956521,-0.0745199404505959,-0.1113081588506185,-0.0111596148682758,-0.0577310183424895,-0.0095938484017742,0.0015993324854149,0.0044031128101369,0.1135869578700659,0.3174061433447099,0,5412400,5853667,11266067,0.0632977459874005,0.0,0.0,0.0385046756379355,0.0242618056783009,0.01441541321261,0.8534363218568506,0.3685350798981545,13.894176321347263,0.6052633343940579,0.1017961620457604,1.6406885538773823,0.1364153643758114,0.0,0.0080501099501151,0.0,0.0,0.0,4.351988801561347,0.0265175892597686,0.0683855278370428,0.0282266990964297,0.0109368616975784,0.0782825693828793,2.2221141448250967,0.2345793493937018,0.0166893085556743,0.1128603462824032,0.90855803348261,0.0126810760747098,0.0,13.365522973872398,0.0,0.0074955319731536,1.827933359722305,0.0,0.0,0.0334060640931788,0.0,0.0,0.0363848270132858,3.4009328048682534,0.0,0.0,0.0074848094521774,0.0069055621005411,0.2708294305836584,0.0011521513751263,0.3155936766411787,1.0181249005835578,0.0714530294976646,0.0040433553974755,0.1817146380908405,0.0155874894861451,0.0,0.0,0.0017282722918861,0.0,0.096779758756665,0.0,0.0,0.0,0.0,0.0,0.0028754891724753,0.0,0.2076396076107204,0.000575841569835,0.0,0.0346096022959478,0.0074937595829176,0.0259351054164173,0.1648129502452842,0.0016801075268817,0.002246038483305,0.0041914261460101,0.0049695812110922,0.0053056027164685,0.0018039049235993,0.0004244482173174,0.0480333899264289,0.0798670062252405,0.0174731182795698,0.0554081777023203,0.0082413695529145,0.007816921335597,0.0016801075268817,0.0185872948500282,0.0857385398981324,0.0009373231465761,0.0284203452178834,0.0182335880022637,0.1724144029428409,0.0180390492359932,0.0013794567062818,5.305602716468591e-05,0.0,0.0,0.0,0.000618986983588,0.0007604697226938,0.0007074136955291,0.0004951895868704,5.305602716468591e-05,0.0083121109224674,0.0014325127334465,0.1492996604414261,0.0293576683644595,0.1013900679117147,0.1117890492359932,0.1918859649122807,0.3918364459535937
36.659217387493975,872,0.1181192660550458,0.0516055045871559,0.0470183486238532,0.4541284403669725,0.0160550458715596,0.0344036697247706,0.0172018348623853,0.5556112224448898,-0.0997526613231872,-0.036314145705697,-0.0047254045214582,-0.023680367260455,0.0049939961047503,0.0087244630058016,-0.0194013179669704,0.0174459118735276,0.1136363636363636,2889680,71659020,58912849,133461549,0.0447855897913332,0.0,0.0,0.0119507080855048,0.0029894019319899,0.1882437008287779,1.8356134320223751,1.298343160133323,2.3555697160547484,16.29867512199009,6.855166787346426,12.255064008318383,0.0806225317211493,0.0,0.0,0.0,0.0,0.0,10.615209947255488,0.0029879452641938,0.0,0.0,0.0089629545158884,0.0059661196589173,0.1075002194329136,1.1012740573230664,0.0029871864435684,0.0985592997381402,0.4660226005618013,0.0627477534281613,0.0,4.128708559681144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1649410208613216,0.6325617377855887,0.0,0.0,0.2061652501286792,0.002984536929357,0.0298852807320661,0.3134651780811204,0.173135932324443,0.0179127132999066,0.0478149167841178,0.0119515913095069,1.0876702754818597,0.8576483749142612,0.0029877554832386,0.0029877554832386,0.1015897024672082,0.0567720993063725,0.0149338511941456,0.0,0.0,0.0,0.0268820261549613,0.1135140619074564,0.0,0.0,2.818071331541097,0.0,0.0029895921515159,0.038842726344559,0.2002294076655991,0.0119381560359496,0.1254386593171081,0.0025397744469739,0.003158268742351,0.0228448105696727,0.0161466489452698,0.013225250358595,0.0036714874129831,0.0007764077324946,0.0663631219486518,0.0754168256767248,0.0270821544656604,0.0959850508612862,0.0004342619520732,0.0297140450842862,0.003158268742351,0.057743680172652,0.1184877156505375,0.0024739771815083,0.0427945414588569,0.025424063375926,0.1050387545893592,0.0290955507889092,0.0010527562474503,0.0002500296087694,0.0,1.315945309312945e-05,0.0,0.0032503849140029,0.0028161229619297,0.0011053940598228,0.0009869589819847,0.0001184350778381,0.0189890908133857,0.0063165374847021,0.20545854114303,0.0452685186403653,0.1844034161940229,0.1736258241107499,0.135305496703557,0.6087563000881684
39.289007883385395,1144,0.1984265734265734,0.034090909090909,0.0419580419580419,0.8636363636363636,0.0131118881118881,0.0472027972027972,0.0472027972027972,0.6279497395035244,-0.0496366807109827,-0.0524415806924386,-0.0280218411560382,0.1635728400944848,-0.0064024622856129,0.0080845781439078,0.00629522139261,-0.0355812720219991,0.0394736842105263,0,38427609,0,38427609,1.394433071875511,0.0316679288820929,0.0,0.031705501130747,0.0,0.6576484606016284,0.7449985992418077,0.1940456921115759,7.362852213544253,2.8994885083215873,0.0079299532944545,3.2727139922400217,2.459557806841808,0.0,13.283008877419867,0.0,0.0,0.0,6.252145496614307,0.0039604596255194,0.0,0.0079230901856716,0.0316780530498257,0.1862007141266165,1.6993513964768765,0.6655085125948805,0.1108840615222445,0.5150133358286487,1.0301153954779612,0.9389218082031362,0.0118872263134463,7.791904302614114,0.0,0.0,0.0,0.0,0.0,0.0277159626590777,0.0,0.0118779595799686,0.0,5.1509031544193755,0.0,0.0,0.0396086441736578,0.0039592920772664,0.499273317664816,0.01187695999387,0.1545209215033569,0.443862872336679,0.3525282575569319,0.0158442670038475,1.5449334268064074,0.4318681073214,0.0316866844141396,0.0,0.0316914515793794,0.0118808808176078,0.055475784847374,0.0,0.0118756495788289,0.0,0.1070021399785195,0.1387266285169822,0.0,0.0,1.3269360226673674,0.0039637197456553,0.0039638872358356,0.1188699794762259,0.2417309877453631,0.0791862149181571,0.5545559618383957,0.0048327217630458,0.0065489483624038,0.0434442298163852,0.0216646679927329,0.0111303398703135,0.0033821871476888,0.0013715451065999,0.0597878772646651,0.0669184756460982,0.0365362382323584,0.0871541516167716,0.0014433537509245,0.0184117364048284,0.0125090658413459,0.1305624771109946,0.1932514236063737,0.00180957783698,0.0578275012746034,0.0406436926877257,0.1316683302335935,0.0118197028558297,0.0027789945353621,0.0013787259710323,0.0002585111195685,5.7446915459683034e-05,0.0,0.0049619773228301,0.004337242117206,0.0009406932406523,0.0004954796458397,0.0001292555597842,0.0159486999044945,0.0106779454110685,0.2191456207498258,0.0596370791115834,0.2682052865523952,0.2523068526989279,0.1463962831845697,0.7992948391127324
38.05600168587085,12844,0.2327156649018997,0.0468701339146683,0.0594830270943631,0.8875739644970414,0.022189349112426,0.0483494238554967,0.0506851448146994,0.8750504431524355,0.0010782838120155,-0.0230103196192919,0.0107987538916523,0.1834326953372591,0.0076641936689235,0.0052075272462882,0.0089834907115388,0.2450841059050876,0.0528070175438596,593000,11989000,0,12582000,0.4880123484036393,0.0040667901346785,0.0584352599261245,0.0244404690819019,0.3262234432405244,4.2857333556365,0.2811630414239323,0.2627379649021204,3.5084746328981513,0.7781803449325648,0.1372082458074813,1.515320826693428,0.435737793430637,0.0,1.7444604086970183,0.0,0.0,0.0,3.931138516337186,0.157457163502888,0.001359876691993,0.031171021490359,0.0135425769868199,0.1382814427270617,3.6384338598287345,0.2156688702104977,0.1381781817764644,0.4978495800623219,1.415829965035703,2.9481551845211627,0.0420804814055186,8.257833194856184,0.0,0.0,0.0,0.0,0.0826607227541574,0.3651783067526341,0.0,0.0298340039169752,0.2146465852831898,1.6455814412527692,0.0,0.0,0.0502560832461602,0.0,0.302164071711148,0.0094968772597871,0.1260735622471252,0.3636264995597221,4.083137064459603,0.0285085055612107,11.813246736820275,1.6885223729397405,0.6073672305784188,0.0,0.4415385603758679,0.0570760909817751,0.2455023376309132,0.0,0.0610963071584253,0.0027109295353041,1.0157707178269548,0.3166496693029764,0.0,0.0,0.6561235062554887,0.0149368748327476,0.0013560627932185,0.6247851840722359,0.483592614071524,0.0650955884649621,0.3663244272461469,0.0078442602578372,0.0077083716054852,0.0508782783475075,0.0228490150098877,0.007724310831109,0.0026910275667556,0.0016090513189033,0.029877943353613,0.061640227363598,0.0141181015571812,0.0553204594819481,0.0002039680567112,0.022484303915106,0.0152876084677811,0.0598779973848863,0.1327091820745847,0.0011419509612163,0.048167529365997,0.0283077945514864,0.1404226866510336,0.0180305060569057,0.0065982990955164,0.0062473659754265,0.0002263910351311,3.7551734944185696e-05,2.4314072985443975e-06,0.0055652211500016,0.0034604328985616,0.0004765558305147,0.000439274251937,0.000301224348653,0.0113311684803164,0.0152727498676233,0.1921292644182453,0.0493094803272133,0.1448081349485082,0.1835012805411772,0.1653527161521088,0.5697481602351441
37.34121302586286,750,0.1653333333333333,0.0186666666666666,0.044,0.436,0.0106666666666666,0.0253333333333333,0.0333333333333333,0.4873188405797101,-0.0081723507149509,-0.0650930632051714,-0.0276297576413198,0.0325899342125963,-0.0001864933271544,-0.0055260025843479,0.0004015411207562,0.0253629327088315,0.0428134556574923,75000,175345,0,250345,0.0501045097731482,0.0,0.0,0.0300574485299222,0.0233889888273055,0.103590081477339,0.7580744634945858,0.3306844084087371,4.924907100701722,5.602397489165032,4.146251777761918,15.999037745904904,0.0601037619803669,0.0,0.0901417978295659,0.0,0.0,0.0,24.21926835655882,0.0,0.0,0.0033372777175509,0.0,0.0133465146128934,0.2737632531772347,0.854664635679186,0.0033400998107347,0.1034875799190776,0.3839229172264927,0.0835330156436078,0.0,8.583560117169743,0.0,0.0,0.0,0.0,0.0,0.0367613709694386,0.0,0.0,0.0935160215404732,2.361040104261937,0.0,0.0033391109378057,0.0,0.0100167682384399,0.026729813182139,0.0667937357533812,0.4271209814201228,0.0066808446756454,0.0501267679134563,0.0033377708605607,0.6917298715043748,0.4878716407214318,0.0,0.0,0.0300740564467434,0.0100246146673855,0.0233722273279268,0.0,0.0,0.0,0.2072344443778778,0.4277922764065424,0.0,0.0,1.0284380982402166,0.0,0.0,0.0233856488759316,0.1202965917495427,0.006679493101843,0.1269193140437615,0.0029863143738628,0.0017601455581045,0.0203900007910766,0.0119452574954513,0.0105410964322442,0.0043706985206866,0.0010481765683094,0.0670239696226564,0.0630883632624001,0.0225259077604619,0.1096234475120639,0.0009690689027766,0.0137845107190886,0.002808322126414,0.0500355984494897,0.0977375207657622,0.0017601455581045,0.0458428921762518,0.0228621153389763,0.0864251245945732,0.0149117949529309,0.0015821533106558,0.0002175460802151,3.955383276639507e-05,0.0,0.0,0.0034411834506763,0.0044695831026026,0.0010283996519262,0.0007119689897951,3.955383276639507e-05,0.0166521635946523,0.0081283126334941,0.1838462146982042,0.0476030377343564,0.1859623447512064,0.1343841468238272,0.1029586266909263,0.5517957440075943
42.425075611767944,550,0.1690909090909091,0.149090909090909,0.0545454545454545,0.3854545454545454,0.02,0.0181818181818181,0.0309090909090909,0.3037037037037037,0.0315419328655706,0.0128791096754669,0.0084806508800027,0.0341528031722619,0.0098475478628892,-0.0062198591434617,0.0013585236718773,-0.1715964752788644,0.3867924528301887,248240,35118781,1018394,36385415,0.1153876899913981,0.0025876278606031,0.0,0.0809440674574707,0.0034633896767176,0.014650738272843,1.2479749221523957,0.585804519832988,3.808430595109671,0.4990853301344753,0.1093844781390931,0.8437575185891134,0.6878606285100687,0.0,0.0508358988221358,0.0,0.0,0.0,1.4744405822124047,0.0154851077304042,0.0362547111596704,0.0897029139498699,0.0103252387318548,0.1214447375654323,1.8347565356654731,0.0914025422261447,0.0464965293985747,0.2648409613068112,0.7232549433383111,0.0724403128525006,0.0,9.459183293782504,0.0,0.0,1.3282024101509604,0.0,0.0,0.0112191788232441,0.0,0.0,0.0043223523061987,4.9351830903036005,0.0,0.0,0.0034569104527535,0.0733779150066924,1.0061343820715842,0.0008593405860838,0.1497188036849368,3.010526204992383,0.0327314445835113,0.0068858605739961,0.1379466544959377,0.0155070045751755,0.0008621706363348,0.0,0.0034481897168096,0.0,0.1431474326061606,0.0,0.0,0.0,0.0068963059480702,0.0008620428050647,0.0,0.0,0.134471576694231,0.0008618603267104,0.0,0.0232779918033811,0.0,0.0301855776050012,0.1319933623351264,0.0033933273610771,0.0022803159866438,0.0085783315688031,0.0077096397643673,0.0079268127154762,0.0040176995955153,0.0005429323777723,0.0646903928115753,0.09699486928903,0.023128919293102,0.0702011564459646,0.0089312376143551,0.0088769443765778,0.0015473572766511,0.0325216494285636,0.1050574150989494,0.0014387708010967,0.0452534136873252,0.0196812986942476,0.1174091266932703,0.0320058636696799,0.0012215978499877,5.429323777723484e-05,2.714661888861742e-05,0.0,0.0,0.0009772782799902,0.0025789287944186,0.0007329587099926,0.0006243722344382,0.0001085864755544,0.0133018432554225,0.0036105003121861,0.1969487200369194,0.0466921844884219,0.1363303200586366,0.1336156581697749,0.1507451746884925,0.513586882753753
