Murder,Attempted murder,Robbery with aggravating circumstances,Common robbery,Rape,Sexual assault,Kidnapping,Assault with the intent to inflict grievous bodily harm,Common assault,Burglary at non-residential premises,Burglary at residential premises,Stock-theft,Shoplifting,Theft of motor vehicle and motorcycle,Theft out of or from motor vehicle,All theft not mentioned elsewhere,Arson,Malicious damage to property,Commercial crime,Drug-related crime,Driving under the influence of alcohol or drugs,Illegal possession of firearms and ammunition,Carjacking,Truck hijacking,Robbery of cash in transit,Bank robbery,Robbery at residential premises,Robbery at non-residential premises,Attempted sexual offences,Contact sexual offences,Sexual offences detected as a result of police action,Sexual offences,TRIO crime,Contact crime (Crimes against the person),Contact-related crime,Property-related crime,Other serious crime,Crime detected as a result of police action,17 Community reported serious crime
0.0032651546774268,0.006483929316822,0.0171049580260655,0.0071981819025091,0.0063076851723018,0.0024210379852511,0.0012337090116413,0.0401187328973609,0.0519549186030332,0.0233569871527294,0.1331199851583878,0.0004638003803163,0.0177913825889337,0.0044246556282176,0.0391169240758777,0.1063865312369556,0.0013079170724919,0.0366866100830202,0.0312879736561384,0.1323500765270627,0.0192848198135522,0.0026993182134409,0.0001855201521265,3.710403042530495e-05,9.276007606326238e-06,0.0,0.0039794072631139,0.0018180974908399,0.0004545243727099,0.0004174203422846,0.0002133481749455,0.0096006678725476,0.0059830249060804,0.1357265432957655,0.0379945271555122,0.2004823523955289,0.1554658874820277,0.1545475627290014,0.5296693103288345
0.0032390412437918,0.0067557145941944,0.0132646450936237,0.0086991393404695,0.0091310115063084,0.0056760341795971,0.001357312521208,0.090724002838017,0.106518184902983,0.0213468241971804,0.1267544806737205,0.0097479717432211,0.0159175741123484,0.0018200326988925,0.0270228583767776,0.1309498102847271,0.002035968781812,0.0393312151031866,0.0225807446710059,0.1680599685350279,0.0207607119721133,0.002714625042416,6.169602369127309e-05,0.0,0.0,0.0,0.0021593608291945,0.0023444489002683,0.000925440355369,0.0007095042724496,0.0001542400592281,0.0164419903137242,0.0045655057531542,0.2456427183268038,0.0413671838849986,0.1866921676897923,0.1694481290680815,0.1916895456087855,0.6431501989696764
0.007013495943892,0.0035708399714332,0.0179274478565804,0.0089362559285099,0.0089728799282169,0.002472119980223,0.0009064439927484,0.0526286875789705,0.0728268234173854,0.032338991741288,0.0844000073247999,0.0048984599608123,0.0111977879104176,0.0028108919775128,0.0327601677379186,0.111346115109231,0.0013184639894522,0.0470984636232122,0.0165998278672013,0.1548920507608636,0.0217912798256697,0.0017487959860096,0.0003479279972165,9.155999926752e-05,2.7467999780256003e-05,0.0,0.0021699719826402,0.0030672599754619,0.001181123990551,0.000402863996777,4.577999963376e-05,0.013028987895768,0.0055851599553187,0.1759325385925396,0.0484169276126645,0.1572085187423318,0.1391437308868501,0.1784779065721767,0.5207017158343863
0.0040450259229618,0.0034708932113156,0.0226782421100247,0.00815094470928,0.0059240057065311,0.0021834441003514,0.0007394133407564,0.043442708514562,0.0784822018859389,0.0183896447336372,0.0768989874386721,0.0013396429938411,0.0272974007446327,0.003157729914054,0.0328647482515049,0.1010386582692508,0.0014179338181565,0.0373012282960437,0.0267580639549044,0.1024913880093253,0.035952886321723,0.0011308674623334,0.0002261734924666,8.698980479487804e-06,8.698980479487804e-06,0.0,0.0023052298270642,0.0023487247294617,0.0005741327116461,0.0003392602387,7.829082431539024e-05,0.0090208427572288,0.0048801280489926,0.1692908591113121,0.0387191621142002,0.1326507533317095,0.155094122968788,0.1396534326176972,0.4957548975260099
0.0016801075268817,0.002246038483305,0.0041914261460101,0.0049695812110922,0.0053056027164685,0.0018039049235993,0.0004244482173174,0.0480333899264289,0.0798670062252405,0.0174731182795698,0.0554081777023203,0.0082413695529145,0.007816921335597,0.0016801075268817,0.0185872948500282,0.0857385398981324,0.0009373231465761,0.0284203452178834,0.0182335880022637,0.1724144029428409,0.0180390492359932,0.0013794567062818,5.305602716468591e-05,0.0,0.0,0.0,0.000618986983588,0.0007604697226938,0.0007074136955291,0.0004951895868704,5.305602716468591e-05,0.0083121109224674,0.0014325127334465,0.1492996604414261,0.0293576683644595,0.1013900679117147,0.1117890492359932,0.1918859649122807,0.3918364459535937
0.0025397744469739,0.003158268742351,0.0228448105696727,0.0161466489452698,0.013225250358595,0.0036714874129831,0.0007764077324946,0.0663631219486518,0.0754168256767248,0.0270821544656604,0.0959850508612862,0.0004342619520732,0.0297140450842862,0.003158268742351,0.057743680172652,0.1184877156505375,0.0024739771815083,0.0427945414588569,0.025424063375926,0.1050387545893592,0.0290955507889092,0.0010527562474503,0.0002500296087694,0.0,1.315945309312945e-05,0.0,0.0032503849140029,0.0028161229619297,0.0011053940598228,0.0009869589819847,0.0001184350778381,0.0189890908133857,0.0063165374847021,0.20545854114303,0.0452685186403653,0.1844034161940229,0.1736258241107499,0.135305496703557,0.6087563000881684
0.0048327217630458,0.0065489483624038,0.0434442298163852,0.0216646679927329,0.0111303398703135,0.0033821871476888,0.0013715451065999,0.0597878772646651,0.0669184756460982,0.0365362382323584,0.0871541516167716,0.0014433537509245,0.0184117364048284,0.0125090658413459,0.1305624771109946,0.1932514236063737,0.00180957783698,0.0578275012746034,0.0406436926877257,0.1316683302335935,0.0118197028558297,0.0027789945353621,0.0013787259710323,0.0002585111195685,5.7446915459683034e-05,0.0,0.0049619773228301,0.004337242117206,0.0009406932406523,0.0004954796458397,0.0001292555597842,0.0159486999044945,0.0106779454110685,0.2191456207498258,0.0596370791115834,0.2682052865523952,0.2523068526989279,0.1463962831845697,0.7992948391127324
0.0078442602578372,0.0077083716054852,0.0508782783475075,0.0228490150098877,0.007724310831109,0.0026910275667556,0.0016090513189033,0.029877943353613,0.061640227363598,0.0141181015571812,0.0553204594819481,0.0002039680567112,0.022484303915106,0.0152876084677811,0.0598779973848863,0.1327091820745847,0.0011419509612163,0.048167529365997,0.0283077945514864,0.1404226866510336,0.0180305060569057,0.0065982990955164,0.0062473659754265,0.0002263910351311,3.7551734944185696e-05,2.4314072985443975e-06,0.0055652211500016,0.0034604328985616,0.0004765558305147,0.000439274251937,0.000301224348653,0.0113311684803164,0.0152727498676233,0.1921292644182453,0.0493094803272133,0.1448081349485082,0.1835012805411772,0.1653527161521088,0.5697481602351441
0.0029863143738628,0.0017601455581045,0.0203900007910766,0.0119452574954513,0.0105410964322442,0.0043706985206866,0.0010481765683094,0.0670239696226564,0.0630883632624001,0.0225259077604619,0.1096234475120639,0.0009690689027766,0.0137845107190886,0.002808322126414,0.0500355984494897,0.0977375207657622,0.0017601455581045,0.0458428921762518,0.0228621153389763,0.0864251245945732,0.0149117949529309,0.0015821533106558,0.0002175460802151,3.955383276639507e-05,0.0,0.0,0.0034411834506763,0.0044695831026026,0.0010283996519262,0.0007119689897951,3.955383276639507e-05,0.0166521635946523,0.0081283126334941,0.1838462146982042,0.0476030377343564,0.1859623447512064,0.1343841468238272,0.1029586266909263,0.5517957440075943
0.0033933273610771,0.0022803159866438,0.0085783315688031,0.0077096397643673,0.0079268127154762,0.0040176995955153,0.0005429323777723,0.0646903928115753,0.09699486928903,0.023128919293102,0.0702011564459646,0.0089312376143551,0.0088769443765778,0.0015473572766511,0.0325216494285636,0.1050574150989494,0.0014387708010967,0.0452534136873252,0.0196812986942476,0.1174091266932703,0.0320058636696799,0.0012215978499877,5.429323777723484e-05,2.714661888861742e-05,0.0,0.0,0.0009772782799902,0.0025789287944186,0.0007329587099926,0.0006243722344382,0.0001085864755544,0.0133018432554225,0.0036105003121861,0.1969487200369194,0.0466921844884219,0.1363303200586366,0.1336156581697749,0.1507451746884925,0.513586882753753
