WardID,Exist,DNExist,People,Potholes,Trash,Cars,Buses,Motorbikes,Trucks,NuPhotos,PotholeRatio,PeopleRatio,TrashRatio,CarRatio,BusRatio,TruckRatio,MotorbikeRatio,NuRoads,RoadRatio,artificial dams (including canals),artificial flooded mine pits,artificial sewage ponds,bare riverbed material,coastal sand & dunes,commercial,commercial annual crops non-pivot irrigated,commercial annual crops pivot irrigated,commercial annual crops rain-fed / dryland,contiguous & dense plantation forest,contiguous (indigenous) forest,contiguous low forest & thicket,cultivated commercial permanent orchards,cultivated commercial permanent pineapples,cultivated commercial permanent vines,cultivated commercial sugarcane non-pivot,cultivated commercial sugarcane pivot irrigated,cultivated emerging farmer sugarcane non-pivot,dense forest & woodland,dry pans,eroded lands,fallow land & old fields (bare),fallow land & old fields (bush),fallow land & old fields (grass),fallow land & old fields (low shrub),fallow land & old fields (trees),fallow land & old fields (wetlands),herbaceous wetlands (currently mapped),herbaceous wetlands (previously mapped),industrial,land-fills,low shrubland (fynbos),low shrubland (nama karoo),low shrubland (other),low shrubland (succulent karoo),mangrove wetlands,mine: tailings and resource dumps,"mines: extraction pits, quarries",mines: salt mines,mines: surface infrastructure,natural estuaries & lagoons,natural grassland,natural lakes,natural ocean & coastal,natural pans (flooded @ observation times),natural rivers,natural rock surfaces,open & sparse plantation forest,open woodland,other bare,residential formal (bare),residential formal (bush),residential formal (low veg / grass),residential formal (tree),residential informal (bare),residential informal (bush),residential informal (low veg / grass),residential informal (tree),roads & rails (major linear),sand dunes (terrestrial),smallholdings (bare),smallholdings (bush),smallholdings (low veg / grass),smallholdings (tree),sparsely wooded grassland,subsistence / small-scale annual crops,temporary unplanted (clear-felled) plantation forest,urban recreational fields (bare),urban recreational fields (bush),urban recreational fields (grass),urban recreational fields (tree),village dense (bare & low veg / grass combo),village scattered (bare & low veg/ grass combo),Barren Land,Built-up,Cultivated,Forested Land,Forested land,Grassland,Mines & Quarries,Shrubland,Waterbodies,Wetlands,Artificial Waterbodies,Commercial,Consolidated,Extraction Sites,Fallow Lands & Old Fields,Herbaceous Wetlands,Industrial,Karoo & Fynbos Shubland,Natural Grassland,Natural Waterbodies,Natural Wooded Land,Permanent Crops,Planted Forest,Residential,Shrubs,Smallholdings,Surface Infrastructure,Temporary Crops,Transport,Unconsolidated,Urban Vegetation,Village,Waste & Resource Dumps,Woody Wetlands,Province,ANC,DA,EFF,Non Vote (Registered),Non Vote Percentage (Registered),Vote Percentage (Registered),ANC%,DA%,EFF%,PotholeLag,PeopleLag,TrashLag,CarLag,BusLag,TruckLag,MotorbikeLag,RoadLag,PotholeLagDifference,PeopleLagDifference,TrashLagDifference,CarLagDifference,BusLagDifference,TrucklagDifference,MotorbikeLagDifference,RoadLagDifffference,PeopleCarRatio
10503001,49,96,4,24,5,15,0,6,1,62,0.3870967741935484,0.06451612903225806,0.08064516129032258,0.24193548387096775,0.0,0.016129032258064516,0.0967741935483871,145,0.33793103448275863,0.17389027362968046,0.0010739911448331939,0.0,0.0,0.0,0.0021484025048984787,0.27705656381026816,0.09875131664902309,0.36940116145001956,0.0064455615513785,0.0,0.0107410941168446,0.008593023723614734,0.0,0.0,0.0,0.0,0.0,0.3416345828831307,0.0010726926619130546,0.33165721455174296,0.001074579919721324,0.11389696116934325,0.1986418211936312,0.07940061359966426,0.011813955532014551,0.005376107510912457,0.05477540928558506,0.2555357266996182,0.0021490335342851633,0.0,0.0,12.991564421173864,2.9639611418282032,0.0,0.0,0.0,0.009654513043079816,0.0,0.0,0.0,21.362256306757125,0.0,0.0,0.0,0.0,0.3630103128694534,0.0171899638901354,3.2769459534496326,0.7510228040784782,0.004296847055739787,0.011815646316421177,0.027928812254579008,0.0010741382004409027,0.0,0.0,0.0021484025049009797,0.0,0.04617007584867343,0.0,0.0,0.0,0.0,0.0,0.21039459091174245,0.0,0.0,0.0,0.0,0.0,0.0,0.00107369730952303,0.023607161395317898,1.4467630241615876,0.12241221692477985,1.1640061045582126,0.0,3.6529571558911216,21.57265089766887,0.009654513043079816,15.955525563002068,0.17496426477451366,0.31031113598520327,0.17496426477451366,0.0021484025048984787,0.36408300553136647,0.009654513043079816,0.41020403892528706,0.31031113598520327,0.0021490335342851633,12.991564421173864,21.57265089766887,0.0,3.6293216304496076,0.008593023723614734,0.0236355254415139,0.04726384633208185,2.9639611418282032,0.0,0.0,0.7452090419093108,0.04617007584867343,1.0826800186302212,0.0,0.02468085870484093,0.0,0.0,Western Cape,754,636,8,1616,43.15086782376502,56.84913217623498,20.13351134846462,16.9826435246996,0.2136181575433912,0.25661375661375657,0.22342472342472341,0.23785473785473785,0.06204906204906205,0.005291005291005291,0.010582010582010581,0.17724867724867724,0.11307481826349751,0.1304830175797918,-0.15890859439246535,-0.15720957656441525,0.1798864218219057,-0.005291005291005291,0.005547021676053934,-0.08047448370029014,0.2248562162192611,0.26666666666666666
10503002,124,159,23,6,6,53,2,4,3,174,0.034482758620689655,0.13218390804597702,0.034482758620689655,0.3045977011494253,0.011494252873563218,0.017241379310344827,0.022988505747126436,283,0.4381625441696113,0.17559136078021795,0.0012255843359235165,0.00040606594800712196,0.0,0.0,0.002441981427160399,0.07782436422980153,0.046058188064636366,0.2163353667945252,0.004875360160952402,0.0,0.007721591321087097,0.005289301912099145,0.0,0.0,0.0,0.0,0.0,0.31375763207206936,0.20256087582702176,0.17310975660785388,0.036289469918881094,0.06143028852544588,0.09476963582543328,0.2024385152462379,0.015462333883478337,0.0008124918954796293,0.008934469387148222,0.11503992175260545,0.003663524166271989,0.0,0.0,15.343497749868755,5.779832452761916,0.0,0.0,0.0,0.012228228109453839,0.0,0.0,0.0,11.75660313481049,0.0,0.0,0.008981319078997463,0.0024340070516754462,0.09704039464989249,0.015844894025663744,2.7469535232510105,9.846464567080309,0.004476722277382651,0.0016287319738194648,0.006511488654069571,0.0008143659876295656,0.0004060579618442259,0.0,0.0004072234326272449,0.0,0.11810202866774429,0.0,0.0,0.0,0.0,0.0,0.6204946006317626,0.0,0.0,0.0,0.0008143093900335234,0.0,0.0,0.00407049347433706,0.020741667556313733,10.319175594165078,0.16407859496923372,0.7567099562960183,0.0,3.089153000830783,12.377097735442254,0.012228228109453839,21.123330202630672,0.1886383371948215,0.12397439113975367,0.1772230110641486,0.002441981427160399,0.29960127047691426,0.012228228109453839,0.4112027352949561,0.12397439113975367,0.003663524166271989,15.343497749868755,12.377097735442254,0.01141532613067291,3.068432746644167,0.005289301912099145,0.020720254186616147,0.014244590287372724,5.779832452761916,0.0,0.0,0.3402179190889631,0.11810202866774429,10.019574323688163,0.0008143093900335234,0.024812161030650794,0.0,0.0,Western Cape,143,1079,3,1579,43.922114047287906,56.0778859527121,3.977746870653686,30.013908205841446,0.08344923504867872,0.2681835637480799,0.1234995611147685,0.06329547948211543,0.3027348035988589,0.0,0.012944371296905859,0.03520408163265306,0.4882728442728443,-0.23370080512739022,0.008684346931208523,-0.028812720861425778,0.0018628975505664003,0.011494252873563218,0.004297008013438968,-0.012215575885526624,-0.050110300103232974,0.4339622641509434
10503003,35,63,6,17,6,14,0,0,1,62,0.27419354838709675,0.0967741935483871,0.0967741935483871,0.22580645161290322,0.0,0.016129032258064516,0.0,98,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,1.7313996475983366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5970478677660447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.731348025539377,0.0,0.0,0.0,0.0,0.0,0.0,0.8657686706137807,0.0,9.522801342760962,0.0,9.522629264117516,0.0,0.8657170332002266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.64254728767704,0.0,0.0,0.8657686706137807,1.731348025539377,0.0,2.5970478677660447,0.0,0.0,0.0,1.7313996475983366,0.0,0.0,0.0,0.0,0.0,2.5970478677660447,1.731348025539377,0.0,0.8657686706137807,0.0,0.0,19.911147640078706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Western Cape,716,431,11,1826,42.613768961493584,57.386231038506416,16.709451575262545,10.058343057176195,0.25670945157526254,0.35222431077694233,0.10878535624776225,0.0485812746151092,0.28009756534192626,0.0,0.02511188686000716,0.03520408163265306,0.4252999915803654,-0.07803076238984558,-0.01201116269937516,0.048192918933277894,-0.05429111372902304,0.0,-0.008982854601942643,-0.03520408163265306,-0.06815713443750826,0.42857142857142855
10503004,54,71,6,14,3,24,0,3,1,98,0.14285714285714285,0.061224489795918366,0.030612244897959183,0.24489795918367346,0.0,0.01020408163265306,0.030612244897959183,125,0.432,0.0,0.0,0.0,0.0,0.0,1.227346382337335,0.0,0.0,0.0,0.0,0.0,0.4091534183445173,0.0,0.0,0.0,0.0,0.0,0.0,2.0455393992866027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2272569441422183,0.4090639714478135,0.0,0.0,1.6365974030574657,17.591718321069838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.136593835862046,0.0,0.0,0.0,0.0,0.0,0.0,10.227957167121266,9.819112735560655,2.454611495728936,2.4542863147965424,9.817958107452286,2.045295486560276,0.4091371487425143,0.0,0.8182824319267299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8182498970756344,0.0,0.0,0.409096487433805,0.8181035620654709,9.819112735560655,21.681431285567342,0.0,0.0,12.682649984752386,6.136593835862046,0.0,19.228315724127302,0.0,1.2272569441422183,0.0,1.227346382337335,0.0,0.0,0.0,1.2272569441422183,0.4090639714478135,1.6365974030574657,6.136593835862046,0.0,12.682649984752386,0.0,0.0,17.999570985207285,17.591718321069838,0.0,0.0,0.0,0.0,9.819112735560655,0.8182498970756344,1.2272000494992759,0.0,0.0,Western Cape,790,743,24,1231,34.9418109565711,65.0581890434289,22.4240703945501,21.089980130570538,0.6812375816065853,0.3960031126202603,0.12063525749858517,0.07063525749858517,0.27373372948500285,0.0,0.027086870401810976,0.024999999999999998,0.40034761062798446,-0.25314596976311743,-0.0594107677026668,-0.04002301260062598,-0.02883577030132939,0.0,-0.016882788769157914,0.005612244897959185,0.03165238937201553,0.25
10503005,50,24,17,31,5,35,0,6,1,80,0.3875,0.2125,0.0625,0.4375,0.0,0.0125,0.075,74,0.6756756756756757,0.0,0.0,0.0,0.0,0.0,3.038596059579101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.557486501112557,0.0,0.0,6.076678851687058,3.038414896378066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0383847173140763,0.0,0.0,0.0,0.0,0.0,0.0,1.5191923532735803,0.0,6.076648678030429,0.0,7.595780657045471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5192527356105674,0.0,0.0,0.0,1.5191621661425423,0.0,24.306926797520667,0.0,0.0,1.5191923532735803,3.0383847173140763,0.0,9.115093748065124,0.0,0.0,0.0,3.038596059579101,0.0,0.0,0.0,0.0,4.557486501112557,6.076678851687058,3.0383847173140763,0.0,1.5191923532735803,0.0,0.0,13.6724293350759,3.038414896378066,0.0,0.0,0.0,0.0,0.0,1.5192527356105674,1.5191621661425423,0.0,0.0,Western Cape,797,302,11,1561,42.94360385144429,57.05639614855571,21.925722145804677,8.308115543328748,0.30261348005502064,0.3144554935726413,0.07021008743055795,0.0600060057979049,0.20953304921289395,0.0,0.026321564279361997,0.01020408163265306,0.3191223854027592,0.07304450642735871,0.14228991256944204,0.002493994202095097,0.22796695078710605,0.0,-0.013821564279361997,0.06479591836734694,0.35655329027291643,0.4857142857142857
10503006,18,89,1,10,1,3,0,0,1,19,0.5263157894736842,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.0,0.05263157894736842,0.0,107,0.16822429906542055,0.08921651888239472,0.0,0.0,1.0525018782556081,0.0,0.0014587920824567033,0.035115309648070844,0.007324364110759273,0.08190537589593334,0.0,0.0,0.005840035038893812,0.03215924059599619,0.0,0.001462731879667958,0.0,0.0,0.0,0.21504859245489055,0.13731828136470758,0.0,0.033659209456578194,0.013162696391452731,0.005839148736304226,0.048271728575690155,0.005836242362480782,0.0014598380616838373,0.002919705511871256,0.22216169210118059,0.008755190723596231,0.0,0.0,16.899411096035813,0.9908503899671268,0.0,0.0,0.0,0.005842221630041515,0.0,0.0,0.0,1.891019686526057,0.0,0.0,0.0014602457393063585,0.0,0.0029223042966892783,0.0,1.4928493979536792,23.700508676758318,0.0029174391399877306,0.0,0.002934747474300628,0.0,0.0,0.0,0.0014587920824567033,0.0,0.1477285802636283,0.0,0.0,0.0,0.0,0.0,0.41571105298810435,0.0,0.0,0.0,0.0,0.0,0.0,0.00438892148840983,0.020472741109813494,24.893251140675325,0.19011520436464963,0.26619588571461755,0.0,1.7137380254474635,2.306730739514161,0.005842221630041515,17.890261486002938,0.09067676462170109,0.22508139761305185,0.08921651888239472,0.0014587920824567033,0.14024058566139685,0.005842221630041515,0.10822886358418993,0.22508139761305185,0.008755190723596231,16.899411096035813,2.306730739514161,0.0014602457393063585,1.7137380254474635,0.03362197247566415,0.0,0.007310978696745062,0.9908503899671268,0.0,0.0,0.12434504965476346,0.1477285802636283,24.753010555013926,0.0,0.024861662598223325,0.0,0.0,Western Cape,395,357,69,1406,43.195084485407065,56.804915514592935,12.135176651305683,10.967741935483872,2.1198156682027647,0.2681835637480799,0.1234995611147685,0.06329547948211543,0.3027348035988589,0.0,0.012944371296905857,0.03520408163265306,0.4882728442728443,0.2581322257256043,-0.07086798216740008,-0.010663900534747014,-0.14484006675675365,0.0,0.03968720765046256,-0.03520408163265306,-0.32004854520742376,0.3333333333333333
10503007,45,146,4,10,7,12,0,1,2,75,0.13333333333333333,0.05333333333333334,0.09333333333333334,0.16,0.0,0.02666666666666667,0.013333333333333334,191,0.2356020942408377,0.1288289333002864,0.00040996664342092575,0.0,1.0730731017085655,0.0,0.0012431182803987447,0.03703073994768915,0.014407805187505843,0.08811758185854603,0.002886834479586769,0.0,0.006995185734206082,0.003722762328481532,0.0,0.0,0.0,0.0,0.0,0.1179274470519565,0.10471746436432341,0.0028881137658751865,0.006610225130560271,0.04816225716317897,0.0868664220463607,0.04487776037720985,0.0065959083731127535,0.000410940517653609,0.016542732284786033,0.07097718977128116,0.002471045556225613,0.0,0.024386259069691083,10.287282748246636,0.2252254006307185,0.0020673500820514393,0.0,0.0,0.011561767965548699,0.0,0.0,0.0,7.696918497001123,0.0,0.0,0.003287296888711967,0.0012357132985536608,0.23580164171221915,0.005356069932648914,1.4468782408562217,9.498781775539687,0.007032502442009027,0.0008286927540366167,0.012410264826809542,0.0,0.00041436720470033894,0.0,0.0012431349444713686,0.0,0.07356349171763192,0.0,0.0,0.0,0.0,0.0,0.6481498592973496,0.0,0.0,0.0,0.0,0.0,0.0,0.0012368696692533574,0.019378981461050812,10.91526209709067,0.11982246885658734,0.3368024029302987,0.0,1.58004377805462,8.345068356298473,0.011561767965548699,10.538961758029096,0.13376191013097297,0.08751992205606719,0.12923889994370735,0.0012431182803987447,0.34051910607654257,0.011561767965548699,0.19352351360807615,0.08751992205606719,0.002471045556225613,10.313736357398378,8.345068356298473,0.004523010187265628,1.5718008736423843,0.003722762328481532,0.008242904412235684,0.021928962172026892,0.2252254006307185,0.0,0.0,0.139556126993741,0.07356349171763192,10.574742991014126,0.0,0.02061585113030417,0.0,0.0,Western Cape,704,664,11,2236,46.19834710743802,53.80165289256198,14.545454545454545,13.71900826446281,0.22727272727272727,0.26818356374807983,0.1234995611147685,0.06329547948211543,0.3027348035988589,0.0,0.012944371296905859,0.03520408163265306,0.4882728442728443,-0.1348502304147465,-0.07016622778143516,0.030037853851217905,-0.1427348035988589,0.0,0.01372229536976081,-0.021870748299319724,-0.25267075003200656,0.3333333333333333
10103001,42,91,3,4,0,18,0,0,0,65,0.06153846153846154,0.046153846153846156,0.0,0.27692307692307694,0.0,0.0,0.0,133,0.3157894736842105,0.2129204147084455,0.0,0.0,0.30456239961670856,0.0,0.0334007000577471,0.08762625825622236,0.837215695233369,1.1432441749710938,0.38358124802055354,0.0,0.2379435913752799,0.8351554943502528,0.0,0.4847591271936653,0.0,0.0,0.0,2.2369572414970587,0.029146276076440828,0.0333043937858118,0.0375706577701511,0.008352536079365052,0.01251080040459164,1.1720760415609097,0.1586303794128312,0.016684639185290156,0.11686803474408489,0.71353507648889,0.03338505176063044,0.0,7.599025812922419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.338833535183945,0.0,0.0,0.012511388146126885,0.0,1.4687113172156472,0.01250719729891631,0.7177646721844495,4.276786681712385,0.020871381155499562,0.0,0.025067330361443388,0.008348535416525846,0.0,0.0,0.0,0.0,0.09995430177801135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12927613595407442,0.0,0.0,0.01252335595847165,0.008351772850845578,0.05425359436360088,0.13352426899546388,6.1125110684069925,0.42968029269823965,4.793825804417742,0.0,3.7180300863303324,4.338833535183945,0.0,7.599025812922419,0.2254318028545724,0.8304031112329748,0.2129204147084455,0.0334007000577471,1.4978575932920881,0.0,1.405825054413139,0.8304031112329748,0.03338505176063044,7.599025812922419,4.338833535183945,0.012511388146126885,3.1926655050567883,1.3199146215439181,0.5253645812735442,0.0542872469334688,0.0,0.0,0.0,2.0680861284606853,0.09995430177801135,4.614653475114904,0.020875128809317228,0.18777786335906477,0.0,0.0,Western Cape,219,1397,32,1682,47.43372814438804,52.56627185561196,6.175972927241963,39.39650310208686,0.9024252679075015,0.32720690615427456,0.0657198551935394,0.0291005291005291,0.31356168198273465,0.023809523809523808,0.03627123363965469,0.024923419660261764,0.7886250885896526,-0.265668444615813,-0.019566009039693244,-0.0291005291005291,-0.036638605059657714,-0.023809523809523808,-0.03627123363965469,-0.024923419660261764,-0.4728356149054421,0.16666666666666666
10103002,56,27,4,27,0,12,0,2,1,57,0.47368421052631576,0.07017543859649122,0.0,0.21052631578947367,0.0,0.017543859649122806,0.03508771929824561,83,0.6746987951807228,0.0834049099684854,0.0,0.0,0.07296753713929756,0.0,0.010423110703387372,0.0,1.480991979485931,0.8551549616857029,0.36492944179273323,0.0,0.010434182784618478,0.990532190868956,0.0,0.6049463348493825,0.0,0.0,0.0,0.6568815622234263,0.010417170003715363,0.03127188347283666,0.0,0.0,0.06254870954289979,0.34414353634909545,0.04173482107982647,0.010429918227341465,0.08340978990583667,0.11468788856188096,0.031276994116160715,0.0,5.620452252221843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.845295072788743,0.0,0.0,0.04171308248830689,0.01042289828040503,0.0,0.0,0.0625625097779381,0.11469090862900819,0.031269119762777554,0.0,0.06253993896563222,0.0,0.0,0.0,0.0,0.0,0.27106994427170283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01042289828040503,0.06254743689577183,0.12509863060400325,0.22934749924485776,0.6046480735998409,4.3904824520891355,0.0,1.0948076965787161,1.845295072788743,0.0,5.620452252221843,0.13554089073719733,0.19809767846771761,0.0834049099684854,0.010423110703387372,0.010417170003715363,0.0,0.4588569851991632,0.19809767846771761,0.031276994116160715,5.620452252221843,1.845295072788743,0.052135980768711926,0.7298782547859829,1.5954785257183386,0.36492944179273323,0.09380905872840976,0.0,0.0,0.0,2.336146941171634,0.27106994427170283,0.21893032924114242,0.01042289828040503,0.18764606749977508,0.0,0.0,Western Cape,491,1134,14,1741,46.315509444001066,53.684490555998934,13.06198457036446,30.16759776536313,0.37243947858473,0.2561017929438982,0.0742818584923848,0.05492898913951546,0.28549900392005656,0.023809523809523808,0.011904761904761904,0.021512113617376774,0.44526315789473686,0.2175824175824176,-0.004106419895893582,-0.05492898913951546,-0.07497268813058289,-0.023809523809523808,0.005639097744360902,0.013575605680868838,0.22943563728598598,0.3333333333333333
10103003,16,1,2,8,1,13,0,1,2,36,0.2222222222222222,0.05555555555555555,0.027777777777777776,0.3611111111111111,0.0,0.05555555555555555,0.027777777777777776,17,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0057890991994854835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03473236422581044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028943852120619323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005789099199472003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005789099199472003,0.0,0.0,-0.0057890991994854835,-0.028943852120619323,0.0,-0.03473236422581044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03473236422581044,-0.028943852120619323,0.0,-0.0057890991994854835,0.0,0.0,-0.005789099199472003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Western Cape,230,1481,4,1791,48.39232639827073,51.60767360172927,6.21453661172656,40.016211834639286,0.10807889759524453,0.2531328320802005,0.06942355889724311,0.01984126984126984,0.2598579782790309,0.023809523809523808,0.017752715121136173,0.015664160401002505,0.503885105639951,-0.030910609857978277,-0.013868003341687557,0.007936507936507936,0.1012531328320802,-0.023809523809523808,0.03780284043441938,0.01211361737677527,0.43729136494828424,0.15384615384615385
