WardID,Exist,DNExist,People,Potholes,Trash,Cars,Buses,Motorbikes,Trucks,NuPhotos,PotholeRatio,PeopleRatio,TrashRatio,CarRatio,BusRatio,TruckRatio,MotorbikeRatio,NuRoads,RoadRatio,artificial dams (including canals),artificial flooded mine pits,artificial sewage ponds,bare riverbed material,coastal sand & dunes,commercial,commercial annual crops non-pivot irrigated,commercial annual crops pivot irrigated,commercial annual crops rain-fed / dryland,contiguous & dense plantation forest,contiguous (indigenous) forest,contiguous low forest & thicket,cultivated commercial permanent orchards,cultivated commercial permanent pineapples,cultivated commercial permanent vines,cultivated commercial sugarcane non-pivot,cultivated commercial sugarcane pivot irrigated,cultivated emerging farmer sugarcane non-pivot,dense forest & woodland,dry pans,eroded lands,fallow land & old fields (bare),fallow land & old fields (bush),fallow land & old fields (grass),fallow land & old fields (low shrub),fallow land & old fields (trees),fallow land & old fields (wetlands),herbaceous wetlands (currently mapped),herbaceous wetlands (previously mapped),industrial,land-fills,low shrubland (fynbos),low shrubland (nama karoo),low shrubland (other),low shrubland (succulent karoo),mangrove wetlands,mine: tailings and resource dumps,"mines: extraction pits, quarries",mines: salt mines,mines: surface infrastructure,natural estuaries & lagoons,natural grassland,natural lakes,natural ocean & coastal,natural pans (flooded @ observation times),natural rivers,natural rock surfaces,open & sparse plantation forest,open woodland,other bare,residential formal (bare),residential formal (bush),residential formal (low veg / grass),residential formal (tree),residential informal (bare),residential informal (bush),residential informal (low veg / grass),residential informal (tree),roads & rails (major linear),sand dunes (terrestrial),smallholdings (bare),smallholdings (bush),smallholdings (low veg / grass),smallholdings (tree),sparsely wooded grassland,subsistence / small-scale annual crops,temporary unplanted (clear-felled) plantation forest,urban recreational fields (bare),urban recreational fields (bush),urban recreational fields (grass),urban recreational fields (tree),village dense (bare & low veg / grass combo),village scattered (bare & low veg/ grass combo),Barren Land,Built-up,Cultivated,Forested Land,Forested land,Grassland,Mines & Quarries,Shrubland,Waterbodies,Wetlands,Artificial Waterbodies,Commercial,Consolidated,Extraction Sites,Fallow Lands & Old Fields,Herbaceous Wetlands,Industrial,Karoo & Fynbos Shubland,Natural Grassland,Natural Waterbodies,Natural Wooded Land,Permanent Crops,Planted Forest,Residential,Shrubs,Smallholdings,Surface Infrastructure,Temporary Crops,Transport,Unconsolidated,Urban Vegetation,Village,Waste & Resource Dumps,Woody Wetlands,Province,ANC,DA,MK,EFF,Remaining_Parties,Non Vote (Registered),Non Vote Percentage (Registered),Vote Percentage (Registered),ANC%,DA%,EFF%,MK%,Remaining%,PotholeLag,PeopleLag,TrashLag,CarLag,BusLag,TruckLag,MotorbikeLag,RoadLag,PotholeLagDifference,PeopleLagDifference,TrashLagDifference,CarLagDifference,BusLagDifference,TrucklagDifference,MotorbikeLagDifference,RoadLagDifffference,PeopleCarRatio
93404032,4,243,0,5,0,2,0,1,0,4,1.25,0.0,0.0,0.5,0.0,0.0,0.25,247,0.016194331983805668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2816695787298236,0.0,0.0,0.0,0.0,0.0,0.0,1.442062004701675,0.0,0.0,0.0,0.3204756501379538,0.0,0.0,0.1602208722657142,0.16022722732412883,0.0,0.32046505367424577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.13276160428044,0.0,1.281915315370191,3.8455149236796027,4.005992275785397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9614290681257099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.13342251483519,1.6023528178535067,0.0,11.856493187711939,0.0,0.0,0.0,0.0,0.32046505367424577,0.0,0.0,0.0,0.0,0.6409237497277969,0.32046505367424577,0.0,0.0,0.0,0.0,11.856493187711939,0.0,0.0,9.13342251483519,0.0,0.0,0.0,0.9614290681257099,0.0,0.0,0.0,0.0,0.0,0.0,Limpopo,1855,55,10,110,65,2667,55.86510263929618,44.13489736070381,88.54415274463007,2.6252983293556085,5.250596658711217,0.47732696897374705,3.1026252983293556,0.2134502923976608,0.06286549707602339,0.05921052631578947,0.3530701754385965,0.0,0.0,0.14327485380116958,0.0250639518117645,1.036549707602339,-0.06286549707602339,-0.05921052631578947,0.14692982456140352,0.0,0.0,0.10672514619883042,-0.008869619827958832,0.5
93404033,9,396,0,0,1,1,0,0,0,8,0.0,0.0,0.125,0.125,0.0,0.0,0.0,405,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.10713994304859359,0.0,0.0,0.0,0.053572810183695606,0.0,0.9639016930356098,0.0,0.0,0.0,0.0,0.0,0.0,5.087886502650038,0.0,0.0,0.0,1.7139089390096973,0.0,0.0,1.3922724088273466,0.0,0.0,0.9641914767460124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3747980479997227,0.0,0.0,0.0,0.0,0.0,0.0,14.890075987994614,0.053572810183570865,0.6427461394037414,2.302998189435576,1.1784089227018342,0.6426725020664129,0.0,0.0,0.0,0.05355933656203131,0.0,0.0,0.0,0.0,0.0,0.0,0.05352541268836691,4.177755911198828,0.0,0.0,0.0,0.0,0.0,0.0,0.053560045057265124,0.053572810183570865,4.981085078275455,7.283937259035872,0.0,20.995436993863958,0.42832346068808963,0.0,0.0,0.0,0.9641914767460124,0.0,0.10713994304859359,0.0,0.0,3.106181347837044,0.9641914767460124,0.0,0.0,0.42832346068808963,0.0,20.941864183680263,0.0,0.053572810183695606,4.820385090169596,0.0,0.0,0.0,4.177755911198828,0.0,0.053572810183570865,0.0,0.053560045057265124,0.0,0.0,Limpopo,2534,58,13,155,79,2997,51.13461866575669,48.8653813342433,89.25678055653398,2.042972877773864,5.459668897499119,0.4579077139837971,2.782669954209229,0.6301169590643275,0.06286549707602339,0.017543859649122806,0.4780701754385965,0.0,0.0,0.2266081871345029,0.023054655065625648,-0.6301169590643275,-0.06286549707602339,0.1074561403508772,-0.3530701754385965,0.0,0.0,-0.2266081871345029,-0.0008324328434034245,1.0
93404034,15,374,2,9,1,13,0,5,0,19,0.47368421052631576,0.10526315789473684,0.05263157894736842,0.6842105263157895,0.0,0.0,0.2631578947368421,389,0.038560411311053984,0.0,0.0,0.0,0.0,0.0,0.18910337079760703,0.0,0.0,0.0,0.0,0.0,0.18909836635976404,0.0,0.0,0.0,0.0,0.0,0.0,3.4035704923031553,0.0,0.0,0.0,1.7019379042385823,0.0,0.0,0.5672450766238489,0.0,0.0,1.7019178499226915,0.18910337079760703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7021281316876777,0.0,0.0,0.0,0.0,0.0,0.0,4.916697736643513,0.0,5.4841679789726285,18.910519941731227,15.50694961559973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5673827200118693,5.294997122772498,0.0,0.0,0.0,0.0,0.0,0.3782342815211527,0.7564310066732634,0.0,41.414509566093216,7.564180103634929,0.0,8.509366595306433,2.2695108516995472,0.0,0.0,0.0,1.7019178499226915,0.0,0.18910337079760703,0.0,0.0,2.269182980862431,1.7019178499226915,0.18910337079760703,0.0,2.2695108516995472,0.0,8.509366595306433,0.0,0.0,39.90163753630359,0.0,0.0,0.0,5.294997122772498,0.0,0.0,0.0,1.134665288194416,0.0,0.0,Limpopo,2567,24,2,105,23,3067,52.779211839614526,47.220788160385474,94.34031606027196,0.8820286659316428,3.8588754134509373,0.0735023888276369,0.8452774715178243,0.5462962962962964,0.14814814814814814,0.009259259259259259,0.3888888888888889,0.0,0.0,0.1574074074074074,0.04977500502434585,-0.07261208576998063,-0.042884990253411304,0.04337231968810916,0.2953216374269006,0.0,0.0,0.10575048732943468,-0.011214593713291865,0.15384615384615385
93404035,21,422,3,15,2,8,0,2,1,20,0.75,0.15,0.1,0.4,0.0,0.05,0.1,443,0.04740406320541761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3052106429457675,0.0,0.0,0.0,2.394167990796369,0.17734599967970976,0.0,0.08866302932901851,0.0,0.0,1.2413891054540132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1528574715979252,0.0,0.0,0.0,0.1773319187830501,0.0,0.0,4.256229941430618,0.08868531622322888,7.448808548141893,6.384780762584693,4.8773098520939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7981068251167368,11.438860474507123,0.0,0.0,0.0,0.0,0.0,0.35473069942930696,0.443371452622237,0.08868531622322888,19.50900131487203,14.09903749431222,0.0,6.561440584376385,1.950964296714662,0.0,0.0,0.1773319187830501,1.2413891054540132,0.0,0.0,0.0,0.0,2.660177019805097,1.2413891054540132,0.0,0.0,1.950964296714662,0.1773319187830501,6.561440584376385,0.0,0.0,18.710899162820485,0.0,0.0,0.0,11.438860474507123,0.0,0.08868531622322888,0.0,0.7981021520515439,0.0,0.0,Limpopo,2175,38,4,102,43,2391,50.11527981555229,49.88472018444771,92.08298052497884,1.6088060965283657,4.318374259102455,0.1693480101608806,1.8204911092294667,0.23196881091617935,0.17768031189083822,0.026803118908382065,0.6336257309941521,0.0,0.0,0.10623781676413253,0.07108400725066664,0.5180311890838206,-0.027680311890838222,0.07319688109161794,-0.23362573099415207,0.0,0.05,-0.006237816764132528,-0.023679944045249035,0.375
93404036,1,340,0,0,0,3,0,0,0,8,0.0,0.0,0.0,0.375,0.0,0.0,0.0,341,0.002932551319648094,0.05602847244687851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11205916727265813,0.056026991134629285,3.7538545991988594,0.11206361524243218,0.05602995405770236,0.0,0.0,0.0,0.0,0.0,5.994828471354874,0.0,0.0,0.0,1.7368317702371359,0.2801409576509809,0.0,0.05602551012087548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3360450903186113,0.0,0.0,0.0,3.1368750362458258,0.0,0.0,0.0,0.0,0.0,0.0,5.210793008647537,1.7362304281110943,2.969201792012559,4.426718069282861,5.154438577742491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6162814552469881,4.874563488551493,0.0,0.0,0.0,0.0,0.0,0.1680536588094513,0.33615755249561974,1.7362304281110943,13.054569650342982,7.115650847890846,3.7538545991988594,11.373712086379474,3.753156491492814,0.3360450903186113,0.0,0.05602847244687851,0.0,0.05602847244687851,0.0,0.0,0.3360450903186113,2.072998238008992,0.0,0.0,0.0,3.753156491492814,0.0,15.071539694443704,0.05602995405770236,0.056026991134629285,12.550358439037911,0.0,0.0,0.0,4.986622655824151,0.0,1.7362304281110943,0.0,0.5042112113050711,0.0,0.0,Limpopo,2375,89,8,74,72,2737,50.80749953591981,49.19250046408019,90.71810542398777,3.3995416348357526,2.826585179526356,0.30557677616501144,2.750190985485103,0.32407407407407407,0.19259259259259257,0.04259259259259259,0.538888888888889,0.0,0.016666666666666666,0.05185185185185185,0.07403189121545452,-0.32407407407407407,-0.19259259259259257,-0.04259259259259259,-0.16388888888888897,0.0,-0.016666666666666666,-0.05185185185185185,-0.07109933989580643,0.3333333333333333
93404037,5,387,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392,0.012755102040816327,1.5783511536534702,0.0,0.0,0.07519785899971515,0.0,0.0,0.0,0.0,0.0,0.02148451485051834,0.3864087168605959,0.11817270965305943,0.2576202166999974,0.0,0.0,0.0,0.0,0.0,5.68153220940669,0.0,0.0,0.010737801679366414,0.7731478451296091,0.06440933275020493,0.0,0.10739728443604729,0.01074332040518188,0.0,0.09668110572109821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01073723688452168,0.0,0.0,0.0,4.509729257007034,0.0,0.0,0.0,0.021484231510288086,0.07515884585894395,0.010741478414756735,2.330910482927525,0.1717990811815133,0.47245082262266275,0.5691160978165171,1.0523361662122481,0.0,0.0,0.010743320405156864,0.0,0.0,0.04295883874323466,0.0,0.0,0.0,0.0,0.0,1.3633550037754654,2.480193379562629,0.0,0.0,0.0,0.0,0.0,0.05368723312414297,0.12886422934588307,0.3221557860401724,2.3301567082698456,3.704249180663036,0.3864087168605959,8.16284139525255,5.8730842607825,0.01073723688452168,0.0,1.5998353851637583,0.09668110572109821,1.5783511536534702,0.0,0.07515884585894395,0.01073723688452168,0.9664355844004096,0.09668110572109821,0.0,0.0,5.8730842607825,0.021484231510288086,8.51702411884787,0.2576202166999974,0.032225993265275074,2.1046464070565847,0.0,0.0,0.0,2.480193379562629,0.04295883874323466,0.24699694018122845,0.0,0.18255146247002604,0.0,0.0,Limpopo,2095,26,2,156,67,2103,47.0996640537514,52.9003359462486,89.30093776641091,1.1082693947144073,6.649616368286446,0.08525149190110827,2.8559249786871272,0.5745614035087719,0.03508771929824561,0.05921052631578947,0.4364035087719298,0.0,0.0,0.17105263157894735,0.025658988505693963,-0.5745614035087719,-0.03508771929824561,-0.05921052631578947,-0.4364035087719298,0.0,0.0,-0.17105263157894735,-0.012903886464877636,1.0
93404038,5,342,1,2,0,3,0,2,0,12,0.16666666666666666,0.08333333333333333,0.0,0.25,0.0,0.0,0.16666666666666666,347,0.01440922190201729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13398403009935841,0.5358722004163643,0.26794495857008205,0.0,0.0,0.0,0.0,0.0,5.493372021365594,0.0,0.0,0.0,0.5357976078926302,0.0,0.0,0.13396981409697836,0.13396981409697836,0.0,0.5359005794979274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1339644860472406,0.0,0.0,0.0,2.2775952344298,0.0,0.0,0.0,0.0,0.2679538413348276,0.0,5.090773197524698,0.0,1.7414549094842595,2.277316444318685,6.5639014594486405,0.5359005752056021,0.0,0.13397692066756978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1339414164229649,2.679087442938018,0.0,0.0,0.0,0.0,0.0,0.13396626188612457,0.0,0.2679538413348276,11.386516571010882,3.750769637594687,0.13398403009935841,11.120017419306658,2.4115366508527645,0.1339644860472406,0.0,0.0,0.5359005794979274,0.0,0.0,0.2679538413348276,0.1339644860472406,0.8037372360865869,0.5359005794979274,0.0,0.0,2.4115366508527645,0.0,11.254001449406015,0.26794495857008205,0.0,11.252550309124757,0.0,0.0,0.0,2.679087442938018,0.0,0.0,0.0,0.13396626188612457,0.0,0.0,Limpopo,2481,73,7,62,96,2881,51.3455711994297,48.65442880057031,91.24678190511217,2.6848105921294594,2.280250091945568,0.25744759102611253,3.5307098197866864,0.648635477582846,0.155458089668616,0.026803118908382065,0.533625730994152,0.0,0.0,0.18957115009746586,0.05782540149402474,-0.4819688109161794,-0.07212475633528266,-0.026803118908382065,-0.283625730994152,0.0,0.0,-0.022904483430799205,-0.043416179592007456,0.3333333333333333
93504001,22,479,2,1,1,2,0,1,0,25,0.04,0.08,0.04,0.08,0.0,0.0,0.04,501,0.043912175648702596,0.1972756086832352,0.006078691607884661,0.0,0.0,0.0,0.01214165573306155,0.0,1.3410714419797993,4.70843874432674,0.11844066522205365,0.0,0.12151171089440692,0.1062449136427176,0.0,0.0,0.0,0.0,0.0,4.339664891222821,0.0,1.3205728309306202,0.021230130847497662,11.59025498069293,2.0978932415618567,0.0,0.7076606977312844,0.012139680063485052,0.048549671547838506,0.0819485869316573,0.17603189703239716,0.0,0.0,0.0,0.0,0.0,0.0,0.006073087725426701,0.024285499885181437,0.0,0.0,0.0,18.164352286973568,0.0,0.0,0.003035181505881754,0.0,0.10633009890279907,0.16994521512942817,19.21732632360644,0.06679892696388964,0.0789843963839521,0.4830367547209396,0.2764556839362454,0.024284123937747166,0.0,0.006076805677853646,0.0,0.0,0.1305178172804824,0.0,0.024257185661112766,0.1546778556209566,0.2546761744342738,0.05154092769095466,0.0,1.1847919970609901,0.0,0.0,0.009103760462904002,0.0030346292700549767,0.009103802909207311,0.048561454550643486,0.11532615218570337,1.4937018567973088,1.85781107748849,21.7697258279073,0.0,23.966888806075147,18.164352286973568,0.030358587610608136,0.0,0.20638948179700162,0.1304982584794958,0.20335430029111987,0.01214165573306155,0.10633009890279907,0.024285499885181437,14.429178730897053,0.1304982584794958,0.17603189703239716,0.0,18.164352286973568,0.003035181505881754,23.678502925723667,0.1062449136427176,0.2883858803514818,0.8688377646567379,0.0,0.48515214340729784,0.0,7.23430218336753,0.1305178172804824,1.3873717578945097,0.02124219264216629,0.16388760673634686,0.006073087725426701,0.0,Limpopo,2550,344,19,525,383,3570,47.91303180781103,52.08696819218896,66.73645642501963,9.00287882753206,13.739858675739336,0.4972520282648521,10.023554043444124,0.15401234567901234,0.12021604938271603,0.03587962962962963,0.6491512345679012,0.03958333333333334,0.03294753086419753,0.021450617283950618,0.7949248134202208,-0.11401234567901233,-0.04021604938271603,0.0041203703703703715,-0.5691512345679013,-0.03958333333333334,-0.03294753086419753,0.018549382716049383,-0.7510126377715182,1.0
93504002,10,433,0,0,0,2,0,0,0,4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,443,0.022573363431151242,0.025671135291100225,0.0,0.0,0.07705322729730318,0.0,0.0,0.0,0.025667719648581857,0.33370605528188513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5791712042058514,0.0,2.9132249404343864,0.0,5.276007254181185,1.3094943798440053,0.0,0.08986763954038966,0.0,0.012832961751381853,0.05133187090467473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.170063422824876,0.0,0.0,0.0,0.0,0.1283682890253792,0.0,18.24353442294291,0.06419683893237788,0.26966286135295997,3.2617556845232434,1.6051898737951205,0.06422335957252645,0.0,0.03853781050969098,0.012842142814217396,0.012839077352111823,0.10266747285091697,0.0,0.0,0.0,0.0,0.0,0.0,3.0547186349236397,0.0,0.0,0.0,0.0,0.0,0.012836376775998417,0.11555099840550861,3.1828432956894464,5.496105657952294,10.089461683419687,0.0,19.822705627148764,13.170063422824876,0.0,0.0,0.025671135291100225,0.06416483265605659,0.025671135291100225,0.0,0.1283682890253792,0.0,6.67536927356558,0.06416483265605659,0.0,0.0,13.170063422824876,0.0,19.822705627148764,0.0,0.0,5.26505080991987,0.0,0.0,0.0,3.4140924098541063,0.10266747285091697,3.054475006664067,0.0,0.12838737518150703,0.0,0.0,Limpopo,2504,166,10,664,240,4059,52.693755679605346,47.306244320394654,69.86607142857143,4.631696428571429,18.526785714285715,0.27901785714285715,6.696428571428571,0.037037037037037035,0.0,0.027777777777777776,1.388888888888889,0.037037037037037035,0.0,0.0,0.02291920039141679,-0.037037037037037035,0.0,-0.027777777777777776,-0.8888888888888891,-0.037037037037037035,0.0,0.0,-0.0003458369602655463,0.5
93504003,17,458,0,1,0,0,1,0,0,9,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,475,0.035789473684210524,0.0,0.0,0.0,0.1610044512238317,0.0,0.02299534135745395,0.0,0.0,0.0,0.022993410970855947,0.0,0.0229937326228759,0.0,0.0,0.0,0.0,0.0,0.0,1.7942177945484146,0.0,0.45995227767630487,0.023000494621095616,2.7825289864736975,0.1609452092875112,0.0,0.023004042189135803,0.0,0.0,0.09198426655961042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045985866782372334,0.0,0.0,0.0,7.980938837220812,0.0,0.0,0.0,0.0,0.023004687613066673,0.022993089350367164,8.30158984763511,0.0459926142398986,0.20697031962939322,6.093954692093133,2.3684373691849046,0.045988111774246276,0.0,0.0,0.022991803184557045,0.0,0.045989074170194266,0.0,0.0,0.0,0.0,0.0,0.0,11.292166897144853,0.0,0.0,0.0,0.0,0.0,0.0,0.18398431130578427,0.6899540307531018,8.991311022699668,14.281645629716293,0.0,10.164787875127624,7.980938837220812,0.045985866782372334,0.0,0.0,0.09198426655961042,0.0,0.02299534135745395,0.023004687613066673,0.045985866782372334,2.98947873257144,0.09198426655961042,0.0,0.0,7.980938837220812,0.0,10.1188013748064,0.0,0.04598650032122311,8.738342295866234,0.0,0.0,0.0,11.292166897144853,0.045989074170194266,0.6669493431400352,0.0,0.18398431130578427,0.0,0.0,Limpopo,2432,115,9,463,183,3266,50.130468150422104,49.869531849577896,75.9525296689569,3.5915053091817613,14.459712679575265,0.2810743285446596,5.715178013741411,0.030303030303030304,0.0,0.030303030303030304,1.8303030303030303,0.0,0.0,0.0,0.027674277715640044,0.0808080808080808,0.0,-0.030303030303030304,-1.8303030303030303,0.1111111111111111,0.0,0.0,0.00811519596857048,1.0
93504004,22,645,0,0,0,2,0,0,0,5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,667,0.03298350824587706,0.3366599215812336,0.0,0.0,0.0,0.0,0.235536782532243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1634950379865994,0.0,0.1346535523071377,0.06730587329516355,2.3223554197054543,0.4375224209933336,0.0,0.06729649075554653,0.0,0.1009649117069519,0.3365903902835223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20192936072566792,0.0,0.0,0.0,8.817795832473923,0.0,0.0,0.0,0.0,0.06730588105075218,0.0,11.713571984023142,0.20194205141621596,0.5048734044903304,7.50575349083609,3.3323270401932237,0.10096210831986478,0.0672922741484365,0.13459063923310818,0.13458642331824922,0.0,0.03365527982387032,0.0,0.0,0.0,0.0,0.0,0.0,4.442794980455584,0.0,0.0,0.0,0.0,0.0,0.10094663183053851,0.5384503125529889,0.4039014847741058,12.688974387278943,7.337275185205082,0.0,14.877067022009742,8.817795832473923,0.20192936072566792,0.0,0.3366599215812336,0.4375553019904742,0.3366599215812336,0.235536782532243,0.06730588105075218,0.20192936072566792,2.894480204749498,0.4375553019904742,0.0,0.0,8.817795832473923,0.0,14.877067022009742,0.0,0.0,11.780385380539304,0.0,0.0,0.0,4.442794980455584,0.03365527982387032,0.3365956037233536,0.0,0.6393969443835275,0.0,0.0,Limpopo,2805,75,22,627,103,3124,46.0156134924142,53.9843865075858,77.23017621145375,2.064977973568282,17.263215859030836,0.6057268722466961,2.8359030837004404,0.11363636363636365,0.027777777777777776,0.030303030303030304,0.7803030303030303,0.0,0.1111111111111111,0.0,0.041048801800761155,-0.11363636363636365,-0.027777777777777776,-0.030303030303030304,-0.38030303030303025,0.0,-0.1111111111111111,0.0,-0.008065293554884091,0.5
93504005,4,498,0,0,0,4,0,0,0,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,502,0.00796812749003984,0.0717684935380041,0.0,0.0,0.17942573287738392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4667736020625761,0.0,0.8256663368848403,0.03588524531337793,1.077149700104065,0.5383172188030271,0.0,0.03588125074267991,0.0,0.035884745820000646,0.4306669983753718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.315930812720467,0.0,0.0,0.0,0.03588224909008619,0.10770226227037741,0.0,6.317446667958359,0.03589424461028991,0.9690363944375019,7.000690730544886,4.4154382580816165,0.03591279329072766,0.0,0.0,0.035885744855935854,0.0,0.14355948829635287,0.0,0.0,0.0,0.0,0.0,0.0,3.7328340883586018,0.0,0.0,0.0,0.0,0.0,0.5383336876070999,0.21540805065873572,1.1486885766428916,13.354265147772857,5.420067503321752,0.0,6.784220270020935,13.315930812720467,0.0,0.0,0.1076507426280903,0.4665517441953725,0.0717684935380041,0.0,0.10770226227037741,0.0,1.68723341496315,0.4665517441953725,0.0,0.0,13.315930812720467,0.03588224909008619,6.784220270020935,0.0,0.0,12.456963921210667,0.0,0.0,0.0,3.7328340883586018,0.14355948829635287,1.0409863143725142,0.0,0.7537417382658357,0.0,0.0,Limpopo,2248,108,14,795,129,4009,54.55163967886787,45.44836032113213,68.24529447480268,3.278688524590164,24.134790528233154,0.42501517911353975,3.9162112932604733,0.20372645372645373,0.0638138138138138,0.030303030303030304,0.8193420693420693,0.0,0.009009009009009009,0.009009009009009009,0.08029628236009441,-0.20372645372645373,-0.0638138138138138,-0.030303030303030304,3.180657930657931,0.0,-0.009009009009009009,-0.009009009009009009,-0.07232815487005456,0.25
93504006,35,751,1,3,0,4,0,0,0,18,0.16666666666666666,0.05555555555555555,0.0,0.2222222222222222,0.0,0.0,0.0,786,0.044529262086514,0.04349211765242961,0.021751070986860105,0.0,0.2174037245405851,0.0,0.0,0.010858974427496903,1.140667307249508,1.92329188888093,0.010874091564473913,0.0,0.0,0.08694061572669291,0.0,0.0,0.0,0.0,0.0,0.4022608300427325,0.0,0.7502502154805651,0.054334410082363095,2.499609706776252,1.5860188332890406,0.0,0.08693355190793198,0.0,0.010870753011143918,0.04348349054849081,0.04348407649649744,0.0,0.0,0.0,0.0,0.0,0.0,0.11962414053271919,0.8479402747049568,0.0,0.021742112808021918,0.0,6.478804547876729,0.0,0.0,0.0,0.021728497119882707,0.03262364292166275,0.14124059562306687,11.825018867118734,0.26084771725180417,0.4019447550613761,0.608356727379066,0.46712165549908585,0.0,0.0,0.0,0.0,0.0,0.17389831997272606,0.0,0.28250827331416584,4.586256865887951,4.172067836319028,0.38031980701595136,0.0,0.7713703567927241,0.0,0.0,0.0,0.0,0.0,1.3038471091219597,0.3259580090044179,1.2611253001946172,12.745763435072224,8.16002564513294,0.0,12.379394384349007,6.478804547876729,0.989306528045698,0.0,0.08697168575917243,0.054354243559634724,0.06524318863928971,0.0,0.03262364292166275,0.8479402747049568,4.226896502055587,0.054354243559634724,0.04348407649649744,0.0,6.478804547876729,0.021728497119882707,12.227279697161467,0.08694061572669291,0.1521146871875408,1.477423137939528,0.0,9.421152782537096,0.021742112808021918,3.8461885273506593,0.17389831997272606,1.2285016572729544,0.0,1.6298051181263773,0.11962414053271919,0.0,Limpopo,2385,707,25,838,342,3336,43.49413298565841,56.50586701434159,55.50383988829416,16.453339539213406,19.50197812427275,0.5818012566907145,7.959041191528973,0.13365168539325842,0.09746254681647941,0.05374063670411985,0.7507631086142322,0.032467228464419476,0.012907303370786516,0.033305243445692884,0.6732616477603446,0.03301498127340824,-0.041906991260923857,-0.05374063670411985,-0.52854088639201,-0.032467228464419476,-0.012907303370786516,-0.033305243445692884,-0.6287323856738306,0.25
